,"SPDR S&P 500 ETF Trust - GJR-GARCH Volatility"
2013-06-21,0.21873303454211027
2013-06-24,0.2249457534606955
2013-06-25,0.21353821297369707
2013-06-26,0.20287397467393398
2013-06-27,0.19283874921809674
2013-06-28,0.18553741509463798
2013-07-01,0.17665067902501821
2013-07-02,0.16844169436336123
2013-07-03,0.1606729199336341
2013-07-05,0.1536014296808464
2013-07-08,0.14691587307027107
2013-07-09,0.1407400331106967
2013-07-10,0.13493701464016464
2013-07-11,0.12986327425411698
2013-07-12,0.12487446288172775
2013-07-15,0.12029506822808657
2013-07-16,0.11883745015776803
2013-07-17,0.1147198415270872
2013-07-18,0.11097855846964313
2013-07-19,0.10749378195970222
2013-07-22,0.10430212481057133
2013-07-23,0.1024079623857442
2013-07-24,0.10273173998331774
2013-07-25,0.09995294092721835
2013-07-26,0.09740783520846771
2013-07-29,0.09737511632855697
2013-07-30,0.09505772751333792
2013-07-31,0.09295201471727227
2013-08-01,0.09134642061952947
2013-08-02,0.0895911995678147
2013-08-05,0.08855433111937552
2013-08-06,0.09532600337788216
2013-08-07,0.09577714320233195
2013-08-08,0.09363479930026015
2013-08-09,0.09374445967629236
2013-08-12,0.09211087948771308
2013-08-13,0.0902974185677531
2013-08-14,0.09530208937898477
2013-08-15,0.1337083704186092
2013-08-16,0.13039049612605974
2013-08-19,0.13275176202220443
2013-08-20,0.12758346021330508
2013-08-21,0.12977593197507772
2013-08-22,0.12493335519387927
2013-08-23,0.12034363797060485
2013-08-26,0.11883448135957846
2013-08-27,0.15921941464532519
2013-08-28,0.15210830509870263
2013-08-29,0.14548592839171767
2013-08-30,0.1409949088442558
2013-09-03,0.135204852575638
2013-09-04,0.12992295039753368
2013-09-05,0.12493200374603779
2013-09-06,0.12032287413455516
2013-09-09,0.11624076272977565
2013-09-10,0.11242166872983163
2013-09-11,0.10883061756693288
2013-09-12,0.10705606157523263
2013-09-13,0.10390395950107002
2013-09-16,0.10108100830522024
2013-09-17,0.09847657264547748
2013-09-18,0.096352182123707
2013-09-19,0.09482155957375939
2013-09-20,0.1042015078585718
2013-09-23,0.10609402848417059
2013-09-24,0.1042591584466324
2013-09-25,0.10323221880788962
2013-09-26,0.10042850292621115
2013-09-27,0.10273446276688267
2013-09-30,0.10635775740396185
2013-10-01,0.1033821520379606
2013-10-02,0.10074018225117523
2013-10-03,0.11666365809454117
2013-10-04,0.11281519206206227
2013-10-07,0.12413868196497013
2013-10-08,0.14375875792451742
2013-10-09,0.1377353209601662
2013-10-10,0.13288176850117553
2013-10-11,0.1277320749068142
2013-10-14,0.12293352545176602
2013-10-15,0.12842527882002047
2013-10-16,0.12387531618526751
2013-10-17,0.11942687787931158
2013-10-18,0.11533339620422178
2013-10-21,0.11148540406707957
2013-10-22,0.10801785519070446
2013-10-23,0.10974217329723336
2013-10-24,0.10637591701132358
2013-10-25,0.10331387786739979
2013-10-28,0.10047735864362677
2013-10-29,0.09794472298189424
2013-10-30,0.10141788126361151
2013-10-31,0.10061342733452629
2013-11-01,0.09801983513554795
2013-11-04,0.09567173563806608
2013-11-05,0.09596454470271822
2013-11-06,0.0938334626878919
2013-11-07,0.1262794600875376
2013-11-08,0.12187823349556721
2013-11-11,0.11750757439416405
2013-11-12,0.11432594193795213
2013-11-13,0.11068222133658143
2013-11-14,0.10726462641523533
2013-11-15,0.10412301359449792
2013-11-18,0.1039884595520099
2013-11-19,0.10216599434254041
2013-11-20,0.10169086330639543
2013-11-21,0.09912865640166824
2013-11-22,0.09670881262842596
2013-11-25,0.09469675517144185
2013-11-26,0.09262316232994854
2013-11-27,0.09075517373681789
2013-11-29,0.08916268905769947
2013-12-02,0.08938051398375375
2013-12-03,0.09262720248393556
2013-12-04,0.0907480651033398
2013-12-05,0.0939603658996707
2013-12-06,0.09223874565495782
2013-12-09,0.09040803305016652
2013-12-10,0.09204860455216039
2013-12-11,0.11854118018646517
2013-12-12,0.1166278496757957
2013-12-13,0.11267768847469317
2013-12-16,0.10912125622444054
2013-12-17,0.10797877124694465
2013-12-18,0.10531631155713723
2013-12-19,0.10260480515063611
2013-12-20,0.09989516384690501
2013-12-23,0.09741453546570963
2013-12-24,0.09510424154579017
2013-12-26,0.09305172883939342
2013-12-27,0.09113073685645257
2013-12-30,0.08939613213109392
2013-12-31,0.08787318020875311
