,"美国iShares安硕MSCI英国指数ETF - 指数GARCH模型波动率预测"
2002-08-19,0.31965145705909115
2002-08-20,0.32817434268997936
2002-08-21,0.31358783458546347
2002-08-22,0.29371009992848396
2002-08-23,0.3295127238817949
2002-08-26,0.3135647301594999
2002-08-27,0.2958961000080941
2002-08-28,0.3571616810353541
2002-08-29,0.3432753588593274
2002-08-30,0.320457208375783
2002-09-03,0.4374930847453477
2002-09-04,0.4165095763604962
2002-09-05,0.38936462705284364
2002-09-06,0.3655922597648916
2002-09-09,0.3448902608076952
2002-09-10,0.32241242717984675
2002-09-11,0.30006569880611145
2002-09-12,0.3461068314841531
2002-09-13,0.35345874214680273
2002-09-16,0.3331319846547311
2002-09-17,0.3187584182417776
2002-09-18,0.31891281818076866
2002-09-19,0.39867005305139236
2002-09-20,0.3905006325218949
2002-09-23,0.4472653789418537
2002-09-24,0.4439173504155926
2002-09-25,0.4207136337225121
2002-09-26,0.4054140772099558
2002-09-27,0.376603085489219
2002-09-30,0.375429291877978
2002-10-01,0.3631701964644125
2002-10-02,0.33677367177378936
2002-10-03,0.3191243989418547
2002-10-04,0.36013227070064135
2002-10-07,0.3404113787757395
2002-10-08,0.31605626904081496
2002-10-09,0.29431132088317635
2002-10-10,0.27800279207230993
2002-10-11,0.2770647852037498
2002-10-14,0.25824726290901906
2002-10-15,0.28148528558345637
2002-10-16,0.3181036698939514
2002-10-17,0.3016986032450267
2002-10-18,0.281171817933448
2002-10-21,0.2638313120158409
2002-10-22,0.2957007521126722
2002-10-23,0.2768614751098462
2002-10-24,0.2612469452452985
2002-10-25,0.24753377224128428
2002-10-28,0.23775582768882872
2002-10-29,0.3012899626605573
2002-10-30,0.28990789295912595
2002-10-31,0.2776844857027486
2002-11-01,0.25972766429473776
2002-11-04,0.2518287418068081
2002-11-05,0.24820040531796075
2002-11-06,0.24088293339296582
2002-11-07,0.25906846662610256
2002-11-08,0.24639798294628956
2002-11-11,0.24080822660366072
2002-11-12,0.23196817109250137
2002-11-13,0.26918747073368776
2002-11-14,0.2665449470539631
2002-11-15,0.2513324157366097
2002-11-18,0.2421598290385918
2002-11-19,0.2276432656592327
2002-11-20,0.2145199375349527
2002-11-21,0.21572247170844303
2002-11-22,0.2078025226025902
2002-11-25,0.23710021678606708
2002-11-26,0.28902513800705987
2002-11-27,0.2794557310201385
2002-11-29,0.27145055682389013
2002-12-02,0.29654961608472874
2002-12-03,0.28058968405841295
2002-12-04,0.2651143572121284
2002-12-05,0.2643388234822876
2002-12-06,0.2671923958498819
2002-12-09,0.27001744610302497
2002-12-10,0.2527187250680092
2002-12-11,0.23877740094070882
2002-12-12,0.24937346210052103
2002-12-13,0.2473574862420784
2002-12-16,0.24657669232918186
2002-12-17,0.28359118533551075
2002-12-18,0.2661274484152283
2002-12-19,0.24824213099310924
2002-12-20,0.24096488540864208
2002-12-23,0.23112296727067175
2002-12-24,0.21665248948488916
2002-12-26,0.2108750767634715
2002-12-27,0.23047719019460475
2002-12-30,0.23721980945949686
2002-12-31,0.2249302932021385
2003-01-02,0.21719355239048882
2003-01-03,0.20570011861931436
2003-01-06,0.19328645891525875
2003-01-07,0.24286508106354032
2003-01-08,0.2317716203507237
2003-01-09,0.2230675090639603
2003-01-10,0.21196433284871302
2003-01-13,0.21324487051275115
2003-01-14,0.20898962940777707
2003-01-15,0.22988041412873783
2003-01-16,0.21745781383983423
2003-01-17,0.23798682904732357
2003-01-21,0.27674512678636276
2003-01-22,0.28213109506043466
2003-01-23,0.26644570553867064
2003-01-24,0.28023182902732513
2003-01-27,0.3279822001267752
2003-01-28,0.30578682574630317
2003-01-29,0.2918560542459245
2003-01-30,0.2774700956860036
2003-01-31,0.28369357835523873
2003-02-03,0.2659450101054728
2003-02-04,0.2904275813348312
2003-02-05,0.27096687546635656
2003-02-06,0.2787306377131872
2003-02-07,0.2736874268211823
2003-02-10,0.2608124153486563
2003-02-11,0.2589014947813164
2003-02-12,0.24317772019656733
2003-02-13,0.22892719104553746
2003-02-14,0.21981654077889587
2003-02-18,0.21343362902785493
2003-02-19,0.23806739633977603
2003-02-20,0.22305078883518886
2003-02-21,0.20927147631724682
2003-02-24,0.20280694958506723
2003-02-25,0.20410215971419804
2003-02-26,0.24386886886193573
2003-02-27,0.2294164632279035
2003-02-28,0.22521384238096911
2003-03-03,0.22115702114108882
2003-03-04,0.2404961746057513
2003-03-05,0.23169794561022763
2003-03-06,0.23849323009259615
2003-03-07,0.24887350521901686
2003-03-10,0.2645283712572245
2003-03-11,0.2500737883105704
2003-03-12,0.2661991202089143
2003-03-13,0.28234149960641636
2003-03-14,0.2958139043385216
2003-03-17,0.2972669345890996
2003-03-18,0.2777314904723625
2003-03-19,0.26548793870908716
2003-03-20,0.2521736401767639
2003-03-21,0.25476918494982864
2003-03-24,0.3366006256678677
2003-03-25,0.31511469911763873
2003-03-26,0.29495882221083
2003-03-27,0.2794325550110438
2003-03-28,0.29577671713642373
2003-03-31,0.3037596931786704
2003-04-01,0.2935385378446926
2003-04-02,0.28193608637419937
2003-04-03,0.26572973111791615
2003-04-04,0.25286207544825695
2003-04-07,0.23609679032125785
2003-04-08,0.22740652233390315
2003-04-09,0.2167241860060847
2003-04-10,0.20394276255851787
2003-04-11,0.19618162299257288
2003-04-14,0.1966922631930397
2003-04-15,0.18614354783338585
2003-04-16,0.22021244106544025
2003-04-17,0.21975921277616553
2003-04-21,0.23677667959492973
2003-04-22,0.23989848102895522
2003-04-23,0.2265610963956522
2003-04-24,0.22647487807701766
2003-04-25,0.23168761296193632
2003-04-28,0.22640693717287022
2003-04-29,0.2161064570992732
2003-04-30,0.2047585690514563
2003-05-01,0.20486844266504295
2003-05-02,0.19921919184656883
2003-05-05,0.18840961121981012
2003-05-06,0.18492670656235674
2003-05-07,0.17523184642067777
2003-05-08,0.23280245874990235
2003-05-09,0.22727406011245543
2003-05-12,0.22734894677565584
2003-05-13,0.2315363772714776
2003-05-14,0.21654615120107767
2003-05-15,0.21303074989306123
2003-05-16,0.20863747985441158
2003-05-19,0.264685986028728
2003-05-20,0.25612730116096566
2003-05-21,0.24058815681575016
2003-05-22,0.22799291831107385
2003-05-23,0.21329443874606763
2003-05-27,0.20476909141762584
2003-05-28,0.1946177761665157
2003-05-29,0.18799653613830228
2003-05-30,0.1853772121917902
2003-06-02,0.17629868519078637
2003-06-03,0.171720943393635
2003-06-04,0.16872451274192496
2003-06-05,0.16852283643470994
2003-06-06,0.15899823395245624
2003-06-09,0.19187565661125436
2003-06-10,0.18270462063122545
2003-06-11,0.19013651621926808
2003-06-12,0.20879860344360546
2003-06-13,0.20040194011036921
2003-06-16,0.19478532182893044
2003-06-17,0.19084948414915875
2003-06-18,0.18747215793285146
2003-06-19,0.23018791801482544
2003-06-20,0.22001254691494299
2003-06-23,0.24576891341257953
2003-06-24,0.2411832009075259
2003-06-25,0.2729335303695755
2003-06-26,0.2692396092702558
2003-06-27,0.27967242838721157
2003-06-30,0.2635518764873436
2003-07-01,0.24938033362717277
2003-07-02,0.23638634732149824
2003-07-03,0.22667652194261323
2003-07-07,0.21795768671923454
2003-07-08,0.2055370565129315
2003-07-09,0.19991918067059
2003-07-10,0.2123557665805193
2003-07-11,0.20476786075944634
2003-07-14,0.19867756793357422
2003-07-15,0.24153881427215795
2003-07-16,0.23111151853596568
2003-07-17,0.23284970345697242
2003-07-18,0.21861059077729972
2003-07-21,0.21529122044337992
2003-07-22,0.21127019856098966
2003-07-23,0.2028713661412078
2003-07-24,0.19317978155076168
2003-07-25,0.19349332081495732
2003-07-28,0.18879809215137744
2003-07-29,0.1772587667789664
2003-07-30,0.18168358649035965
2003-07-31,0.19576692570503323
2003-08-01,0.18592783116037254
2003-08-04,0.17506228491596926
2003-08-05,0.1799121085419211
2003-08-06,0.17667963549883162
2003-08-07,0.17292629759524722
2003-08-08,0.1661857791749944
2003-08-11,0.1585934999929064
2003-08-12,0.15207388296482732
2003-08-13,0.14932612993043112
2003-08-14,0.1512084330981576
2003-08-15,0.14339030929599111
2003-08-18,0.13532977455090955
2003-08-19,0.13663933196558012
2003-08-20,0.14587639726837237
2003-08-21,0.1645221772284819
2003-08-22,0.1606961306316988
2003-08-25,0.16489824134902104
2003-08-26,0.1552171437696236
2003-08-27,0.16488853689689895
2003-08-28,0.16194262317252986
2003-08-29,0.17930198660360686
2003-09-02,0.17482086031134844
2003-09-03,0.16880857916587058
2003-09-04,0.16323193805135072
2003-09-05,0.15512944014596328
2003-09-08,0.15323646080486197
2003-09-09,0.18315281816013643
2003-09-10,0.17560298516824818
2003-09-11,0.16553466102300146
2003-09-12,0.1610244850946588
2003-09-15,0.1530778554853706
2003-09-16,0.1540021181672512
2003-09-17,0.15828993903593494
2003-09-18,0.15956202179716825
2003-09-19,0.15437503878542022
2003-09-22,0.1663829426353555
2003-09-23,0.16433090883945112
2003-09-24,0.16762450536839776
2003-09-25,0.1618391089940871
2003-09-26,0.16257906507296688
2003-09-29,0.15436437892208163
2003-09-30,0.1888955711497758
2003-10-01,0.19281940773687695
2003-10-02,0.19122800108770682
2003-10-03,0.18444709485378183
2003-10-06,0.17990223344917095
2003-10-07,0.18297434574278437
2003-10-08,0.17189299462165408
2003-10-09,0.17294451248883266
2003-10-10,0.1680467185041112
2003-10-13,0.1663991478343564
2003-10-14,0.15900164150096063
2003-10-15,0.14977005495091467
2003-10-16,0.16094089349820326
2003-10-17,0.15356412588882862
2003-10-20,0.14474360255292804
2003-10-21,0.13862923328071897
2003-10-22,0.14194488381058334
2003-10-23,0.15890533030707307
2003-10-24,0.14968103687508313
2003-10-27,0.1428091761757626
2003-10-28,0.14611712302122568
2003-10-29,0.14879782619379897
2003-10-30,0.14315236526163305
2003-10-31,0.13917159408442514
2003-11-03,0.1381319186864499
2003-11-04,0.14597228462965153
2003-11-05,0.14139668411953657
2003-11-06,0.13742221392482368
2003-11-07,0.132637550339261
2003-11-10,0.14711797266139853
2003-11-11,0.14042777545770638
2003-11-12,0.14428595981591558
2003-11-13,0.14018895548508808
2003-11-14,0.13236499355947554
2003-11-17,0.13606711050066436
2003-11-18,0.13135704914468807
2003-11-19,0.1290431704508224
2003-11-20,0.18002489827798823
2003-11-21,0.17610553994693068
2003-11-24,0.17533399328139423
2003-11-25,0.16839665673640913
2003-11-26,0.15958847326796505
2003-11-28,0.15680363656497256
2003-12-01,0.16144600831237668
2003-12-02,0.1570656811655557
2003-12-03,0.1585836242491639
2003-12-04,0.1493837412839831
2003-12-05,0.1514142149205285
2003-12-08,0.14746947887613898
2003-12-09,0.14433467982435821
2003-12-10,0.15228580958185173
2003-12-11,0.1478853254383274
2003-12-12,0.14219694427096527
2003-12-15,0.15920026256259756
2003-12-16,0.1574559538410663
2003-12-17,0.1553499649179233
2003-12-18,0.16049362978012557
2003-12-19,0.16122084852772608
2003-12-22,0.15274133546620575
2003-12-23,0.14515498434432075
2003-12-24,0.13927143727268704
2003-12-26,0.13457632184006219
2003-12-29,0.12716399348872306
2003-12-30,0.12296295832485489
2003-12-31,0.1253583260896539
2004-01-02,0.11982510304606461
2004-01-05,0.12472228156989433
2004-01-06,0.1242439226682738
2004-01-07,0.130416825908316
2004-01-08,0.13127346510243418
2004-01-09,0.13153244010509346
2004-01-12,0.12553080641818565
2004-01-13,0.12130287861382351
2004-01-14,0.11560966066899427
2004-01-15,0.12242860548090874
2004-01-16,0.13866657491984144
2004-01-20,0.136267639151781
2004-01-21,0.14215012416456063
2004-01-22,0.14289176169394793
2004-01-23,0.18445590692628958
2004-01-26,0.18851036576273467
2004-01-27,0.1822652067729878
2004-01-28,0.19465221601615537
2004-01-29,0.18264937229566383
2004-01-30,0.17195895324175478
2004-02-02,0.17457130692069645
2004-02-03,0.1671464316101304
2004-02-04,0.16069526813195217
2004-02-05,0.15760793101871493
2004-02-06,0.15723670792788816
2004-02-09,0.15295863087776382
2004-02-10,0.14823695004957435
2004-02-11,0.14607596722253802
2004-02-12,0.16665950197933507
2004-02-13,0.15830994940306184
2004-02-17,0.16528099709282976
2004-02-18,0.1833972900563146
2004-02-19,0.1813342052675115
2004-02-20,0.196713529783795
2004-02-23,0.18598149585375423
2004-02-24,0.17930191633108666
2004-02-25,0.17801524766154164
2004-02-26,0.1696248177596663
2004-02-27,0.16688487408989466
2004-03-01,0.16466502360853685
2004-03-02,0.1900043978438394
2004-03-03,0.18798494088623163
2004-03-04,0.17721305482384758
2004-03-05,0.1742332643326182
2004-03-08,0.18371079010226918
2004-03-09,0.20055146072766458
2004-03-10,0.21102278929063562
2004-03-11,0.24516690886006617
2004-03-12,0.2376951400428709
2004-03-15,0.2633898039028846
2004-03-16,0.24834864686565136
2004-03-17,0.24444335049250165
2004-03-18,0.22956437528501675
2004-03-19,0.23911635828608632
2004-03-22,0.24931908952184148
2004-03-23,0.23698662493904585
2004-03-24,0.24618690216987582
2004-03-25,0.23754884297760748
2004-03-26,0.22829198146233698
2004-03-29,0.22262235736780794
2004-03-30,0.2139327155906735
2004-03-31,0.2022120708563166
2004-04-01,0.19471777730859605
2004-04-02,0.1830633628009712
2004-04-05,0.17272252429836704
2004-04-06,0.16532474950835402
2004-04-07,0.1556109918996727
2004-04-08,0.14897969794572682
2004-04-12,0.14595725593474276
2004-04-13,0.16207880305579753
2004-04-14,0.21248715161157392
2004-04-15,0.20386601482346195
2004-04-16,0.20080474396786546
2004-04-19,0.1922577894390758
2004-04-20,0.20438217730516525
2004-04-21,0.1951423234462478
2004-04-22,0.18820178107552543
2004-04-23,0.18155787837491383
2004-04-26,0.17652581227684522
2004-04-27,0.16920363825875614
2004-04-28,0.2056933805449266
2004-04-29,0.19280810252683886
2004-04-30,0.19482070218536837
2004-05-03,0.19031687891513988
2004-05-04,0.18306990140380805
2004-05-05,0.17822152395263596
2004-05-06,0.1890003333330394
2004-05-07,0.2251421630881253
2004-05-10,0.24947929292829096
2004-05-11,0.23715234344193184
2004-05-12,0.2273120331174749
2004-05-13,0.22515234842212947
2004-05-14,0.22084812519014058
2004-05-17,0.21953026761701902
2004-05-18,0.20779160810773856
2004-05-19,0.19852955548230092
2004-05-20,0.18809777989120446
2004-05-21,0.17904291552585935
2004-05-24,0.1750837319684499
2004-05-25,0.1744033428578707
2004-05-26,0.16517003965610713
2004-05-27,0.15951384516712022
2004-05-28,0.16006463944294505
2004-06-01,0.15515827957282846
2004-06-02,0.14989933902456007
2004-06-03,0.1417094208583184
2004-06-04,0.137442979740691
2004-06-07,0.13793960852489034
2004-06-08,0.1331314161270735
2004-06-09,0.16181832034723384
2004-06-10,0.16000810979447264
2004-06-14,0.2127062622491402
2004-06-15,0.2028631055662907
2004-06-16,0.194550626830139
2004-06-17,0.1872703521649917
2004-06-18,0.17763616861439002
2004-06-21,0.17293518670299576
2004-06-22,0.1736139994355294
2004-06-23,0.16442135992625775
2004-06-24,0.17092474133372268
2004-06-25,0.16735706976402281
2004-06-28,0.1596354434328417
2004-06-29,0.1773394981384576
2004-06-30,0.17033088034763397
2004-07-01,0.19139476168380365
2004-07-02,0.18082548714160843
2004-07-06,0.1823775775691738
2004-07-07,0.1802532019133086
2004-07-08,0.1842696024850545
2004-07-09,0.1793217320906755
2004-07-12,0.169689727443944
2004-07-13,0.17988913585872826
2004-07-14,0.17087261571123677
2004-07-15,0.19369566851119824
2004-07-16,0.18917851569351105
2004-07-19,0.17871629248616366
2004-07-20,0.17541992019152214
2004-07-21,0.19941471861424873
2004-07-22,0.19038485969215097
2004-07-23,0.1940151282761218
2004-07-26,0.19330725283858338
2004-07-27,0.18327990724572074
2004-07-28,0.17739938331347155
2004-07-29,0.16860326687226437
2004-07-30,0.159358475143307
2004-08-02,0.1579601438338165
2004-08-03,0.1679732228660271
2004-08-04,0.15805628959329648
2004-08-05,0.15881895730673967
2004-08-06,0.16358639919015272
2004-08-09,0.15641550626456444
2004-08-10,0.1514981144437118
2004-08-11,0.15298475806432485
2004-08-12,0.1623413514789131
2004-08-13,0.1569984654702077
2004-08-16,0.1539399000909121
2004-08-17,0.15777293151868607
2004-08-18,0.1508575622234431
2004-08-19,0.1433256032954336
2004-08-20,0.13526986626739898
2004-08-23,0.13657034802620957
2004-08-24,0.13909953616026186
2004-08-25,0.13778377843563444
2004-08-26,0.13158357450685096
2004-08-27,0.1262376658529458
2004-08-30,0.12054945955913697
2004-08-31,0.11562840498770188
2004-09-01,0.11065174232699637
2004-09-02,0.10901945844664612
2004-09-03,0.13204347511331258
2004-09-07,0.1274253776922007
2004-09-08,0.12232741671432452
2004-09-09,0.11817325281128552
2004-09-10,0.11863968273726966
2004-09-13,0.1159215869456591
2004-09-14,0.1098468228033929
2004-09-15,0.11820625871754846
2004-09-16,0.11488836599064328
2004-09-17,0.11292354351507042
2004-09-20,0.11566061196448858
2004-09-21,0.11966158330893002
2004-09-22,0.1365368534865221
2004-09-23,0.1350333638772285
2004-09-24,0.1301470634321036
2004-09-27,0.1255208489455039
2004-09-28,0.1268533602235274
2004-09-29,0.13878982455497232
2004-09-30,0.13211862805827193
2004-10-01,0.13104239420889716
2004-10-04,0.12492556904012884
2004-10-05,0.1196352035146846
2004-10-06,0.11437287125887853
2004-10-07,0.11082770357631706
2004-10-08,0.10688190735573537
2004-10-11,0.10320571728349162
2004-10-12,0.11843292532062188
2004-10-13,0.12433859658207504
2004-10-14,0.11801381834344656
2004-10-15,0.11574261427840656
2004-10-18,0.1156590650143775
2004-10-19,0.10960276876064765
2004-10-20,0.10975491697413833
2004-10-21,0.10583788093116756
2004-10-22,0.11258415412481457
2004-10-25,0.10812622457110024
2004-10-26,0.1025951770796269
2004-10-27,0.10319410622705157
2004-10-28,0.09913088075872221
2004-10-29,0.09455623660023701
2004-11-01,0.09384326464909457
2004-11-02,0.09245309837966492
2004-11-03,0.09655876076255329
2004-11-04,0.09733849022868601
2004-11-05,0.09701867531563188
2004-11-08,0.12006839101112332
2004-11-09,0.11639778709236702
2004-11-10,0.11596684922856186
2004-11-11,0.11571396907893186
2004-11-12,0.11648251559783553
2004-11-15,0.12419187654593195
2004-11-16,0.12200882787733026
2004-11-17,0.11766571378273283
2004-11-18,0.1121203128786216
2004-11-19,0.11909747302105111
2004-11-22,0.11414932430811843
2004-11-23,0.1112073576702549
2004-11-24,0.10680565434470218
2004-11-26,0.10818215638449809
2004-11-29,0.10527645206787697
2004-11-30,0.11494451513665192
2004-12-01,0.1230520133927113
2004-12-02,0.11867658286283776
2004-12-03,0.11533566855053991
2004-12-06,0.11138547284094098
2004-12-07,0.12279549047094523
2004-12-08,0.11951678610136737
2004-12-09,0.11318810202490368
2004-12-10,0.13630678325013765
2004-12-13,0.14056506066587102
2004-12-14,0.13479584830401864
2004-12-15,0.13225080990300211
2004-12-16,0.13375843749087382
2004-12-17,0.13287511189082776
2004-12-20,0.1301471021575202
2004-12-21,0.13181481510057966
2004-12-22,0.1252651370493802
2004-12-23,0.1205905817217912
2004-12-27,0.11879744997263199
2004-12-28,0.11574178692244214
2004-12-29,0.11745570790727883
2004-12-30,0.11523711901987138
2004-12-31,0.11034970919762317
2005-01-03,0.11706840923152582
2005-01-04,0.1526784468089717
2005-01-05,0.14424035066513116
2005-01-06,0.13716178345297206
2005-01-07,0.13022913544979095
2005-01-10,0.12344925127354966
2005-01-11,0.14611858896115854
2005-01-12,0.14187645470619853
2005-01-13,0.15522143795236532
2005-01-14,0.1476331962669643
2005-01-18,0.14057705374633514
2005-01-19,0.14538330701975383
2005-01-20,0.13931084982871939
2005-01-21,0.13288009963873446
2005-01-24,0.1272789292852513
2005-01-25,0.12157678166492153
2005-01-26,0.12476405828603045
2005-01-27,0.1180613735308886
2005-01-28,0.11183571075466012
2005-01-31,0.11043207251518916
2005-02-01,0.11184473487831245
2005-02-02,0.11037773742924793
2005-02-03,0.11475265487124907
2005-02-04,0.11303210322735749
2005-02-07,0.11958499738679597
2005-02-08,0.11428571879285705
2005-02-09,0.11095695057093088
2005-02-10,0.11085079160745764
2005-02-11,0.10867542463685155
2005-02-14,0.11032837785447587
2005-02-15,0.10816049075332453
2005-02-16,0.11235628580546796
2005-02-17,0.10812133018049677
2005-02-18,0.106406247185022
2005-02-22,0.11899333510747567
2005-02-23,0.1127017391170163
2005-02-24,0.10685270272669756
2005-02-25,0.1071925247393679
2005-02-28,0.11484516916266005
2005-03-01,0.11203081201169614
2005-03-02,0.1290240605468608
2005-03-03,0.12807593872386805
2005-03-04,0.12748140146703754
2005-03-07,0.13683649907827955
2005-03-08,0.13206465734631656
2005-03-09,0.13659014561819605
2005-03-10,0.13101443019759312
2005-03-11,0.13015893223286676
2005-03-14,0.13055259353992166
2005-03-15,0.12470939018373878
2005-03-16,0.11831165386385233
2005-03-17,0.1127049029989379
2005-03-18,0.125987749404456
2005-03-21,0.1289171217488197
2005-03-22,0.16502572163150814
2005-03-23,0.16734811023731339
2005-03-24,0.16268234077489788
2005-03-28,0.1534788189946743
2005-03-29,0.1544896144082184
2005-03-30,0.14917582578956956
2005-03-31,0.1419895797585161
2005-04-01,0.1427747801259032
2005-04-04,0.1347598370435346
2005-04-05,0.13353067602614765
2005-04-06,0.12823011424778502
2005-04-07,0.12223529801166275
2005-04-08,0.12055947229479731
2005-04-11,0.11671302652232099
2005-04-12,0.11374848675916528
2005-04-13,0.14822312005891658
2005-04-14,0.1564429005100583
2005-04-15,0.1690057395475077
2005-04-18,0.1609489571261647
2005-04-19,0.15909947831466953
2005-04-20,0.18506326701968706
2005-04-21,0.18297097146815394
2005-04-22,0.19071482060920175
2005-04-25,0.18452140363654296
2005-04-26,0.196822837089602
2005-04-27,0.18680761761769782
2005-04-28,0.20040212873120883
2005-04-29,0.1938352816181822
2005-05-02,0.18189740954725003
2005-05-03,0.17314897054270925
2005-05-04,0.1736925076104321
2005-05-05,0.16546081107017457
2005-05-06,0.16211012923318519
2005-05-09,0.1657329792165699
2005-05-10,0.16915180164574067
2005-05-11,0.1604180089640811
2005-05-12,0.17142160657280048
2005-05-13,0.17113330593429205
2005-05-16,0.17214767497703826
2005-05-17,0.16454622329303095
2005-05-18,0.16182992183153275
2005-05-19,0.15664666431175608
2005-05-20,0.15640372067185615
2005-05-23,0.15196570284113453
2005-05-24,0.1578629737462208
2005-05-25,0.15168595241484956
2005-05-26,0.1474014347284313
2005-05-27,0.14036271812700124
2005-05-31,0.15085704438308475
2005-06-01,0.14223992224407325
2005-06-02,0.13789312470170514
2005-06-03,0.1426001925664899
2005-06-06,0.13790645568645438
2005-06-07,0.13549973505509155
2005-06-08,0.14141846117109322
2005-06-09,0.1354522371908268
2005-06-10,0.13344445001572752
2005-06-13,0.13041363763042577
2005-06-14,0.12494389396845292
2005-06-15,0.12049718751904545
2005-06-16,0.11512836210074388
2005-06-17,0.11811095783203182
2005-06-20,0.11835922777713616
2005-06-21,0.11435097918251509
2005-06-22,0.1148704552093357
2005-06-23,0.11645716843543809
2005-06-24,0.11807827742645978
2005-06-27,0.11250679339488795
2005-06-28,0.1099457344329465
2005-06-29,0.11790013129763681
2005-06-30,0.12278280726551255
2005-07-01,0.12171243058948417
2005-07-05,0.11954124208824335
2005-07-06,0.11450314545897854
2005-07-07,0.12218355126611766
2005-07-08,0.11898437662147078
2005-07-11,0.115961025349037
2005-07-12,0.11516714218908099
2005-07-13,0.1179725990219763
2005-07-14,0.11289310040919243
2005-07-15,0.12174589487945785
2005-07-18,0.12768221050718068
2005-07-19,0.13438478351361066
2005-07-20,0.13127997257769367
2005-07-21,0.12642010963450395
2005-07-22,0.126185353666739
2005-07-25,0.12201278310078825
2005-07-26,0.1256649144351756
2005-07-27,0.12591521147184717
2005-07-28,0.12370553892207092
2005-07-29,0.12695405798949477
2005-08-01,0.12866308701410828
2005-08-02,0.12613869366693156
2005-08-03,0.12156942312933793
2005-08-04,0.12145241438522332
2005-08-05,0.11498622821886106
2005-08-08,0.11248396685750374
2005-08-09,0.11141422440604253
2005-08-10,0.10688791942965305
2005-08-11,0.10814275898089525
2005-08-12,0.10320138313026624
2005-08-15,0.0989291255394487
2005-08-16,0.11787768643810415
2005-08-17,0.12120241334230933
2005-08-18,0.13474214574512314
2005-08-19,0.13045022085071378
2005-08-22,0.1245713809829529
2005-08-23,0.12098647626904421
2005-08-24,0.13712189103130107
2005-08-25,0.1327038597780788
2005-08-26,0.1396398627899641
2005-08-29,0.1337799980565107
2005-08-30,0.13069448680032375
2005-08-31,0.13428417821917815
2005-09-01,0.13607376837583357
2005-09-02,0.13252545551704398
2005-09-06,0.13174297021093764
2005-09-07,0.12453689525598428
2005-09-08,0.13040966666624065
2005-09-09,0.12605335870178153
2005-09-12,0.1396883090312142
2005-09-13,0.1433468148233507
2005-09-14,0.13558136420614744
2005-09-15,0.12906136958826991
2005-09-16,0.12824117794218828
2005-09-19,0.1233191503376503
2005-09-20,0.14208628111116148
2005-09-21,0.13536137100369514
2005-09-22,0.1351652495281239
2005-09-23,0.14036357091496354
2005-09-26,0.13563367546446567
2005-09-27,0.13763775978996462
2005-09-28,0.1334091128821416
2005-09-29,0.12762056840494013
2005-09-30,0.1345787093116887
2005-10-03,0.12749368643191708
2005-10-04,0.1322723399656935
2005-10-05,0.1471738457743087
2005-10-06,0.1440773079981716
2005-10-07,0.14330314009120665
2005-10-10,0.14485033931613692
2005-10-11,0.1372868062123961
2005-10-12,0.1438352882988038
2005-10-13,0.15474740269225845
2005-10-14,0.1526259097270185
2005-10-17,0.1558113555553638
2005-10-18,0.17807653298511852
2005-10-19,0.17257568774308854
2005-10-20,0.20400854982083474
2005-10-21,0.19222777114662698
2005-10-24,0.1906248158031897
2005-10-25,0.17928090361218066
2005-10-26,0.17384224227730152
2005-10-27,0.16448709736632838
2005-10-28,0.16096672699660633
2005-10-31,0.15831778093442314
2005-11-01,0.15113581137506757
2005-11-02,0.15179383386686035
2005-11-03,0.1474748274113247
2005-11-04,0.15635976055238765
2005-11-07,0.148884791164175
2005-11-08,0.1466381575170665
2005-11-09,0.1425430570739943
2005-11-10,0.1376876608850626
2005-11-11,0.1300476463454837
2005-11-14,0.13142278706525745
2005-11-15,0.14908020713696368
2005-11-16,0.1523471896688613
2005-11-17,0.1500149056594044
2005-11-18,0.1423955212778829
2005-11-21,0.137835811456965
2005-11-22,0.1323839257614005
2005-11-23,0.1282175165880232
2005-11-25,0.1297452186402258
2005-11-28,0.12367348107011462
2005-11-29,0.12129481786127551
2005-11-30,0.1266532466224218
2005-12-01,0.13049527163847738
2005-12-02,0.12680597225683024
2005-12-05,0.12180095172041966
2005-12-06,0.11622722331708694
2005-12-07,0.12522448338883257
2005-12-08,0.1254068639269797
2005-12-09,0.11956947620525901
2005-12-12,0.11754983572936203
2005-12-13,0.11226496408051802
2005-12-14,0.10764260197524025
2005-12-15,0.1278365947606553
2005-12-16,0.12679424671490422
2005-12-19,0.13362852015943305
2005-12-20,0.1269000453900628
2005-12-21,0.1200440004331745
2005-12-22,0.11549975999975065
2005-12-23,0.10971288019188996
2005-12-27,0.12315749721393335
2005-12-28,0.11862374045695911
2005-12-29,0.11618537016337299
2005-12-30,0.1176028821075402
2006-01-03,0.1307935952560369
2006-01-04,0.13045997593131772
2006-01-05,0.13472787506674333
2006-01-06,0.13720859768979496
2006-01-09,0.13765328488634043
2006-01-10,0.14556789549897325
2006-01-11,0.14158400502881674
2006-01-12,0.1460200709491678
2006-01-13,0.1432389840790558
2006-01-17,0.1552763994945787
2006-01-18,0.16519818643072326
2006-01-19,0.15914801789529143
2006-01-20,0.16557613958538833
2006-01-23,0.1635155992558508
2006-01-24,0.15394026841603206
2006-01-25,0.15083282918516117
2006-01-26,0.14490135651538946
2006-01-27,0.13940322707885927
2006-01-30,0.14706155568332605
2006-01-31,0.14109959673932454
2006-02-01,0.13706308780995705
2006-02-02,0.15262806439184112
2006-02-03,0.15599511453888548
2006-02-06,0.1550295530536033
