,"美国iShares安硕MSCI英国指数ETF - 指数GARCH模型波动率预测"
2011-05-26,0.19795855020685518
2011-05-27,0.19142721436619195
2011-05-31,0.186310125328711
2011-06-01,0.23638736006817287
2011-06-02,0.22196030726235716
2011-06-03,0.20902344940221423
2011-06-06,0.2122474536949737
2011-06-07,0.20397043903467973
2011-06-08,0.21335125966349483
2011-06-09,0.20663585361693648
2011-06-10,0.2558902717963307
2011-06-13,0.2421451036052557
2011-06-14,0.23276895411544898
2011-06-15,0.2793241794045048
2011-06-16,0.2793253071241487
2011-06-17,0.26495471462119713
2011-06-20,0.2481383622094738
2011-06-21,0.242387672953886
2011-06-22,0.254466231944437
2011-06-23,0.25936312922233185
2011-06-24,0.25689520431491125
2011-06-27,0.24420189434154682
2011-06-28,0.23426035516066307
2011-06-29,0.22810413937497934
2011-06-30,0.2220082701162279
2011-07-01,0.21367235010641877
2011-07-05,0.20014292193330246
2011-07-06,0.19310789108682225
2011-07-07,0.18415393886637343
2011-07-08,0.1828285754470564
2011-07-11,0.22884511268541435
2011-07-12,0.23464310857129383
2011-07-13,0.2277759003933471
2011-07-14,0.22302898286994005
2011-07-15,0.21006245071406743
2011-07-18,0.2211398145970101
2011-07-19,0.21340133457876967
2011-07-20,0.20620099708779296
2011-07-21,0.20488523226430938
2011-07-22,0.19398239404647008
2011-07-25,0.19403116863019715
2011-07-26,0.1879235344495202
2011-07-27,0.2270205594213881
2011-07-28,0.21370613655204196
2011-07-29,0.20339414150854984
2011-08-01,0.20290024445524948
2011-08-02,0.24482238132981227
2011-08-03,0.23041677282697975
2011-08-04,0.40831270957441435
2011-08-05,0.3834745889886317
2011-08-08,0.5446390731484475
2011-08-09,0.5414456981083146
2011-08-10,0.6311563387941216
2011-08-11,0.6114395963625515
2011-08-12,0.5727869132583251
2011-08-15,0.5384597032276418
2011-08-16,0.5150584316366444
2011-08-17,0.47787099346999506
2011-08-18,0.5370630130627132
2011-08-19,0.5329483914977134
2011-08-22,0.4983598663616484
2011-08-23,0.4768223103001788
2011-08-24,0.4402514504235051
2011-08-25,0.4730002951373286
2011-08-26,0.44334337392138845
2011-08-29,0.4243997648444212
2011-08-30,0.4006020364401559
2011-08-31,0.38033541880818833
2011-09-01,0.3640571878153211
2011-09-02,0.37170172880953894
2011-09-06,0.3926484992967629
2011-09-07,0.37968849548017647
2011-09-08,0.3762094927032012
2011-09-09,0.40263153676779967
2011-09-12,0.3730155026269016
2011-09-13,0.34610603057444694
2011-09-14,0.33088308750977286
2011-09-15,0.3179711873739506
2011-09-16,0.29593855172991573
2011-09-19,0.33320966372540883
2011-09-20,0.31537130116737006
2011-09-21,0.3730590071288991
2011-09-22,0.4257062959365295
2011-09-23,0.39827586921630087
2011-09-26,0.3822770032319496
2011-09-27,0.3674443500722252
2011-09-28,0.3851186035496078
2011-09-29,0.36352806714200214
2011-09-30,0.4027317280771407
2011-10-03,0.41175658246104574
2011-10-04,0.3883889679174732
2011-10-05,0.3705957835701858
2011-10-06,0.3631719311841156
2011-10-07,0.3374995413330216
2011-10-10,0.3331960882123318
2011-10-11,0.3240200938213555
2011-10-12,0.30908747111456975
2011-10-13,0.28889428031721226
2011-10-14,0.27834441039834085
2011-10-17,0.30059234720797534
2011-10-18,0.28652906240030873
2011-10-19,0.2937997460856629
2011-10-20,0.2778209408953904
2011-10-21,0.2725607697376862
2011-10-24,0.2621508077424138
2011-10-25,0.26950917386983325
2011-10-26,0.260737184919988
2011-10-27,0.263152708517317
2011-10-28,0.2521076769953664
2011-10-31,0.32297016890109215
2011-11-01,0.3521407769628505
2011-11-02,0.3348351433168269
2011-11-03,0.325643310387301
2011-11-04,0.31051296204828555
2011-11-07,0.289852821273142
2011-11-08,0.28123867017179555
2011-11-09,0.39824673106003017
2011-11-10,0.377122280964676
2011-11-11,0.36200888497383593
2011-11-14,0.3663092824376691
2011-11-15,0.3403065018479665
2011-11-16,0.3548281702458248
2011-11-17,0.3596101288896073
2011-11-18,0.33474214553892073
2011-11-21,0.372456619755912
2011-11-22,0.3537220807357098
2011-11-23,0.37991750315035505
2011-11-25,0.35705484284630556
2011-11-28,0.35235192975205915
2011-11-29,0.33170360625112294
2011-11-30,0.3351666916625219
2011-12-01,0.32288253405844053
2011-12-02,0.3012676716808493
2011-12-05,0.28599277403458995
2011-12-06,0.26676533058101837
2011-12-07,0.253697135182879
2011-12-08,0.2933477622208835
2011-12-09,0.2845528007242241
2011-12-12,0.3142646617104761
2011-12-13,0.3066068218419153
2011-12-14,0.3112995040150241
2011-12-15,0.2938662981697629
2011-12-16,0.28693817382843995
2011-12-19,0.2821257357987747
2011-12-20,0.28038546966631495
2011-12-21,0.2672568988819559
2011-12-22,0.2561782121883124
2011-12-23,0.24343132091002587
2011-12-27,0.22864179932811937
2011-12-28,0.25108288113688676
2011-12-29,0.24361686148540704
2011-12-30,0.2293994917169609
2012-01-03,0.23208210185190933
2012-01-04,0.2205281124936229
2012-01-05,0.23719229414127263
2012-01-06,0.23367674595474835
2012-01-09,0.21922459716008147
2012-01-10,0.21200778193264508
2012-01-11,0.22051371385925186
2012-01-12,0.20675496801769963
2012-01-13,0.2186383699170848
2012-01-17,0.2075762327435393
2012-01-18,0.20320393204857037
2012-01-19,0.19546418904750817
2012-01-20,0.18619579694504385
2012-01-23,0.17850790570728234
2012-01-24,0.17293336520174468
2012-01-25,0.16680852496200546
2012-01-26,0.15974835210417665
2012-01-27,0.16338084832684643
2012-01-30,0.18110649905511397
2012-01-31,0.1740150200413746
2012-02-01,0.17352115144846178
2012-02-02,0.163865679139959
2012-02-03,0.17122612417502187
2012-02-06,0.16888380028883768
2012-02-07,0.16123225855888765
2012-02-08,0.15508753180059318
2012-02-09,0.147133550762564
2012-02-10,0.16917206152317232
2012-02-13,0.16596818851816153
2012-02-14,0.16870285474763017
2012-02-15,0.16210709793220038
2012-02-16,0.16013240146828497
2012-02-17,0.15347846598138776
2012-02-21,0.15600518645224587
2012-02-22,0.15949923134611027
2012-02-23,0.15563302258839543
2012-02-24,0.15132974433335966
2012-02-27,0.15756848910870472
2012-02-28,0.15246101652553679
2012-02-29,0.1574058518607234
2012-03-01,0.15672514195240023
2012-03-02,0.17212966856413803
2012-03-05,0.169665296392633
2012-03-06,0.2385655457101884
2012-03-07,0.2291319558682289
2012-03-08,0.22180607475901107
2012-03-09,0.2131322209333915
2012-03-12,0.19964659876892468
2012-03-13,0.1991515694138512
2012-03-14,0.20374434568841415
2012-03-15,0.19235135351746294
2012-03-16,0.18650371470831353
2012-03-19,0.1764669158794362
2012-03-20,0.19142497642679754
2012-03-21,0.1852558468712931
2012-03-22,0.19231532232248164
2012-03-23,0.18417172747194396
2012-03-26,0.18142583278023008
2012-03-27,0.18869375188383955
2012-03-28,0.20546476778270284
2012-03-29,0.19929918313931946
2012-03-30,0.19030357116985483
2012-04-02,0.19194150984088879
2012-04-03,0.21182750812866588
2012-04-04,0.24361722352904364
2012-04-05,0.24014631040263765
2012-04-09,0.22785930395750797
2012-04-10,0.2664789950446376
2012-04-11,0.2576690831279531
2012-04-12,0.25299154926597844
2012-04-13,0.2799937399300206
2012-04-16,0.2664249447780744
2012-04-17,0.2591412155563063
2012-04-18,0.2438425172114166
2012-04-19,0.2281678198169058
2012-04-20,0.21745288869086105
2012-04-23,0.2317163800856556
2012-04-24,0.21939862077962116
2012-04-25,0.21009843692897862
2012-04-26,0.20087074351433065
2012-04-27,0.19300921014293593
2012-04-30,0.19228799962556167
2012-05-01,0.18510554286676562
2012-05-02,0.1837504285709288
2012-05-03,0.18967061026948798
2012-05-04,0.21560574018332626
2012-05-07,0.2076815822358834
2012-05-08,0.23078559140466287
2012-05-09,0.23825658521854123
2012-05-10,0.22475752534676122
2012-05-11,0.2230240112633615
2012-05-14,0.24113863398468524
2012-05-15,0.25035377288948535
2012-05-16,0.25194109311503754
2012-05-17,0.2804842712167654
2012-05-18,0.279996619979599
2012-05-21,0.27353463034870007
2012-05-22,0.2586270612290988
2012-05-23,0.25859017846778326
2012-05-24,0.2417090747158658
2012-05-25,0.23076697337357444
2012-05-29,0.22099561443612406
2012-05-30,0.2673373172604229
2012-05-31,0.2515663268404577
2012-06-01,0.2705271387495162
2012-06-04,0.2560403600997312
2012-06-05,0.24086446811433188
2012-06-06,0.24319756413253815
2012-06-07,0.23176553151838605
2012-06-08,0.21915912301339407
2012-06-11,0.2225038660338287
2012-06-12,0.2223069958413365
2012-06-13,0.23153703029969094
2012-06-14,0.22011978647999822
2012-06-15,0.21398341991846004
2012-06-18,0.205070687325127
2012-06-19,0.2033647137533943
2012-06-20,0.1944784656459424
2012-06-21,0.24723994337485194
2012-06-22,0.2353042804540538
2012-06-25,0.2573956852785221
2012-06-26,0.2461066378625331
2012-06-27,0.23499065683554313
2012-06-28,0.23059650214172808
2012-06-29,0.22888497198374558
2012-07-02,0.22232989272700152
2012-07-03,0.20984556321256834
2012-07-05,0.21337181069672725
2012-07-06,0.20811679605452318
2012-07-09,0.19743657108043586
2012-07-10,0.19353499218487596
2012-07-11,0.18446130325897625
2012-07-12,0.19686335565564253
2012-07-13,0.19520061987606496
2012-07-16,0.18350011008171083
2012-07-17,0.17237756698596254
2012-07-18,0.16566880092521946
2012-07-19,0.16263253180098994
2012-07-20,0.19759955870396068
2012-07-23,0.23403310535050378
2012-07-24,0.24259110041384457
2012-07-25,0.22704220400621555
2012-07-26,0.22873838331159024
2012-07-27,0.2232599274388487
2012-07-30,0.21032231265369827
2012-07-31,0.21751290996168482
2012-08-01,0.20717303202878504
2012-08-02,0.21610651540386283
2012-08-03,0.2204647971899369
2012-08-06,0.2084374265816962
2012-08-07,0.19805826415476838
2012-08-08,0.19022496366145006
2012-08-09,0.18310768307201095
2012-08-10,0.17610475291712033
2012-08-13,0.1734937739516897
2012-08-14,0.16518361783179347
2012-08-15,0.15548072768031412
2012-08-16,0.14958450294064554
2012-08-17,0.14335366196927096
2012-08-20,0.1421190617756816
2012-08-21,0.13551590489680537
2012-08-22,0.13024459558845425
2012-08-23,0.13118368084483678
2012-08-24,0.13336798461399949
2012-08-27,0.12809770817621993
2012-08-28,0.12451292463033709
2012-08-29,0.12359268327858247
2012-08-30,0.1351472663430526
2012-08-31,0.13011062739069396
2012-09-04,0.13237996630910584
2012-09-05,0.12862568203900807
2012-09-06,0.13530007982259287
2012-09-07,0.13400871792536484
2012-09-10,0.13818336470067588
2012-09-11,0.133900057654954
2012-09-12,0.12785732094800045
2012-09-13,0.13230299044239327
2012-09-14,0.13037485033548457
2012-09-17,0.13096666217018743
2012-09-18,0.12603839415035403
2012-09-19,0.12188886068874384
2012-09-20,0.12900523105672884
2012-09-21,0.1242274114678399
2012-09-24,0.1207957635018712
2012-09-25,0.1281378632567283
2012-09-26,0.1411391326315987
2012-09-27,0.13912425396026387
2012-09-28,0.16279205263157043
2012-10-01,0.1570777299301209
2012-10-02,0.14831827183459223
2012-10-03,0.14426476409712805
2012-10-04,0.14459334507507599
2012-10-05,0.1430788424610711
2012-10-08,0.14744140015612983
2012-10-09,0.1614805003707878
2012-10-10,0.15880515230936307
2012-10-11,0.15397718649202552
2012-10-12,0.14620948300298447
2012-10-15,0.14094348782402116
2012-10-16,0.1405121552037403
2012-10-17,0.1372941941962587
2012-10-18,0.14559508934026588
2012-10-19,0.15585664259183823
2012-10-22,0.14934178142770363
2012-10-23,0.1853991650466636
2012-10-24,0.17613680364989026
2012-10-25,0.17129101552620907
2012-10-26,0.163277860103567
2012-10-31,0.15697976481062775
2012-11-01,0.15564146645415547
2012-11-02,0.1699901126536482
2012-11-05,0.1631731852970947
2012-11-06,0.16033818759110383
2012-11-07,0.1847803625929985
2012-11-08,0.19573718808647478
2012-11-09,0.18806173773524482
2012-11-12,0.17767666588497208
2012-11-13,0.17737501966173255
2012-11-14,0.19199231234609368
2012-11-15,0.18087599840774896
2012-11-16,0.17803839136545802
2012-11-19,0.17823021965985456
2012-11-20,0.1702241028761791
2012-11-21,0.1618250944693066
2012-11-23,0.16231162250436657
2012-11-26,0.15941128316402198
2012-11-27,0.15922321313175414
2012-11-28,0.15434023234400032
2012-11-29,0.1501318184796281
2012-11-30,0.1419197161778447
2012-12-03,0.13526696936059446
2012-12-04,0.12880349125703078
2012-12-05,0.12444217982661666
2012-12-06,0.11776256264195341
2012-12-07,0.11220343149832808
2012-12-10,0.10771023795350189
2012-12-11,0.1038526149887426
2012-12-12,0.1005555911921361
2012-12-13,0.10332806066117761
2012-12-14,0.09944468854594499
2012-12-17,0.09680046590796967
2012-12-18,0.09677198168891656
2012-12-19,0.09267709814188185
2012-12-20,0.09081303562815198
2012-12-21,0.10944756552797326
2012-12-24,0.10414317202774266
2012-12-26,0.10436674642816073
2012-12-27,0.09973359654599849
2012-12-28,0.11378463657278165
2012-12-31,0.11740816496308934
2013-01-02,0.12026849213322666
2013-01-03,0.13209387752655308
2013-01-04,0.12908966883527126
2013-01-07,0.12633706914441223
2013-01-08,0.1283249205727399
2013-01-09,0.12233411167781455
2013-01-10,0.12203245404399603
2013-01-11,0.11654990810807188
2013-01-14,0.115844910462221
2013-01-15,0.11073718074793126
2013-01-16,0.11965685538238083
2013-01-17,0.1152573232380485
2013-01-18,0.1124444518862536
2013-01-22,0.10789425489802504
2013-01-23,0.10400023634588529
2013-01-24,0.10003002169348961
2013-01-25,0.100620853305863
2013-01-28,0.10785962377089955
2013-01-29,0.10787660784433296
2013-01-30,0.10346294989028681
2013-01-31,0.10133581341263316
2013-02-01,0.09627033748772258
2013-02-04,0.11785654160885597
2013-02-05,0.11590437938231668
2013-02-06,0.1127377775193391
2013-02-07,0.11914051351240686
2013-02-08,0.1177179479943479
2013-02-11,0.12248054702686463
2013-02-12,0.11981661687762678
2013-02-13,0.11377521259044081
2013-02-14,0.11995306932296482
2013-02-15,0.11679005008989421
2013-02-19,0.11289795534020979
2013-02-20,0.13694274657680852
2013-02-21,0.14517176254354702
2013-02-22,0.14224914340691125
2013-02-25,0.18912962221714505
2013-02-26,0.17953282373983875
2013-02-27,0.17700339657757982
2013-02-28,0.16701491190908674
2013-03-01,0.1670349783727947
2013-03-04,0.15948232503948517
2013-03-05,0.15674432315079231
2013-03-06,0.15521206203127386
2013-03-07,0.14788308463106928
2013-03-08,0.14489276503676782
2013-03-11,0.13896974318174443
2013-03-12,0.14109230085302316
2013-03-13,0.13416751454804549
2013-03-14,0.13841778021627135
2013-03-15,0.14617063754393356
2013-03-18,0.14994495790122456
2013-03-19,0.1433162491834056
2013-03-20,0.14054744565448352
2013-03-21,0.14251937426188765
2013-03-22,0.13939084374520444
2013-03-25,0.14722558120109427
2013-03-26,0.14146446352352945
2013-03-27,0.14108826428870688
2013-03-28,0.13771559650235699
2013-04-01,0.14218074553187574
2013-04-02,0.13842696471424923
2013-04-03,0.14282181892133988
2013-04-04,0.13480339150036247
2013-04-05,0.13741604316818323
2013-04-08,0.13496021680480513
2013-04-09,0.13075936295348034
2013-04-10,0.13049161214422939
2013-04-11,0.12591083845324832
2013-04-12,0.11912590750965972
2013-04-15,0.16215924395482362
2013-04-16,0.15851109853887202
2013-04-17,0.18847239691795717
2013-04-18,0.17758672247665366
2013-04-19,0.16952770393065553
2013-04-22,0.161111630865062
2013-04-23,0.1615369047617293
2013-04-24,0.15465919642879308
2013-04-25,0.1511540013363854
2013-04-26,0.14567230704564268
2013-04-29,0.1418180858705969
2013-04-30,0.13797205934536166
2013-05-01,0.1339112833184717
2013-05-02,0.12856713841413753
2013-05-03,0.12917813839810513
2013-05-06,0.12275190442514528
2013-05-07,0.11681201359449293
2013-05-08,0.11593543375517254
2013-05-09,0.11921835731127986
2013-05-10,0.11414567061435138
2013-05-13,0.11653258788853872
2013-05-14,0.11162804486328692
2013-05-15,0.10738937377599332
2013-05-16,0.10190920959363782
2013-05-17,0.09926557107073933
2013-05-20,0.09769796886322663
2013-05-21,0.09287863758690693
2013-05-22,0.10581560433130834
2013-05-23,0.1143095523567475
2013-05-24,0.11241188389133953
2013-05-28,0.1081004566132817
2013-05-29,0.1200023654766855
2013-05-30,0.11736438182003943
2013-05-31,0.15018526998344411
2013-06-03,0.14694592148133953
2013-06-04,0.14379110473182963
2013-06-05,0.16865893276076424
2013-06-06,0.1602311992091428
2013-06-07,0.15625554761351676
2013-06-10,0.15131902814913928
2013-06-11,0.1622874782600309
2013-06-12,0.1528059051214972
2013-06-13,0.15131825375677582
2013-06-14,0.15649261835626624
2013-06-17,0.1505612926352587
2013-06-18,0.14445516065547814
2013-06-19,0.1785364903878196
2013-06-20,0.23760972707361963
2013-06-21,0.22748596264385196
2013-06-24,0.23871042792471386
2013-06-25,0.2298480733006044
2013-06-26,0.2167462774766847
2013-06-27,0.2040087351071027
2013-06-28,0.19673818846375504
2013-07-01,0.19151203930823774
2013-07-02,0.19073054396189407
2013-07-03,0.17999941999906555
2013-07-05,0.17241096832858405
2013-07-08,0.1657379968504507
2013-07-09,0.15922218438396077
2013-07-10,0.15156231589679542
2013-07-11,0.1577861959741726
2013-07-12,0.16149493490509229
2013-07-15,0.15491703599023576
2013-07-16,0.1480613144612731
2013-07-17,0.1424675306166286
2013-07-18,0.14048655152718356
2013-07-19,0.13355291490641452
2013-07-22,0.12901623804777443
2013-07-23,0.12262071423703257
2013-07-24,0.12229250426743252
2013-07-25,0.11761956265859859
2013-07-26,0.11663664347022337
2013-07-29,0.1211396686473923
2013-07-30,0.12761243277988238
2013-07-31,0.12305487020024847
2013-08-01,0.12135066081402278
2013-08-02,0.11799081845635279
2013-08-05,0.11909554752382644
2013-08-06,0.11902974451791451
2013-08-07,0.11787937529525681
2013-08-08,0.1173243626873805
2013-08-09,0.1139126412651379
2013-08-12,0.12182713146093527
2013-08-13,0.1206117591282044
2013-08-14,0.11574057853665672
2013-08-15,0.13411261148751075
2013-08-16,0.12825430378743632
2013-08-19,0.13400813497694833
2013-08-20,0.1284848971669433
2013-08-21,0.13882231261580397
2013-08-22,0.13357785729678404
2013-08-23,0.13028546227419235
2013-08-26,0.12727206873465993
2013-08-27,0.15768282189255747
2013-08-28,0.1507158247829338
2013-08-29,0.144593127222562
2013-08-30,0.15605883044544452
2013-09-03,0.15656857385822995
2013-09-04,0.15076816666657453
2013-09-05,0.14536540042252147
2013-09-06,0.13837058285632825
2013-09-09,0.13557726579334753
2013-09-10,0.13327213317119227
2013-09-11,0.12895054354286375
2013-09-12,0.1259101679770145
2013-09-13,0.12240728948882089
2013-09-16,0.11945339861217846
2013-09-17,0.12324244496114153
2013-09-18,0.12812046721738102
2013-09-19,0.13060730484930771
2013-09-20,0.14364281576187513
2013-09-23,0.13610430338530813
2013-09-24,0.1345105045712044
2013-09-25,0.12854214515091927
2013-09-26,0.12279209404517864
2013-09-27,0.12742246065745239
2013-09-30,0.1306555900067043
2013-10-01,0.1244675711982844
2013-10-02,0.11957277449319305
2013-10-03,0.12893472301905332
2013-10-04,0.1259182935081317
2013-10-07,0.12828719109872194
2013-10-08,0.1526954875561161
2013-10-09,0.15429662342384554
2013-10-10,0.1568610077743988
2013-10-11,0.15338066644789364
2013-10-14,0.14786488426938968
2013-10-15,0.14340856794487558
2013-10-16,0.1374111192007401
2013-10-17,0.14071890320777802
2013-10-18,0.13490023780557245
2013-10-21,0.13006435837692049
2013-10-22,0.13004135819038495
2013-10-23,0.13581112325579228
2013-10-24,0.13382582979380325
2013-10-25,0.12834536173933206
2013-10-28,0.12235949771063952
2013-10-29,0.11639655304174604
2013-10-30,0.11699722304396801
2013-10-31,0.11967180720620876
2013-11-01,0.12366333328840849
2013-11-04,0.12243508908805514
2013-11-05,0.12261847413827984
2013-11-06,0.11806758471316334
2013-11-07,0.1429174370047266
2013-11-08,0.1398588468420929
2013-11-11,0.1386993916352916
2013-11-12,0.14301204844347906
2013-11-13,0.13497954111642252
2013-11-14,0.1298584908275158
2013-11-15,0.1268844955067403
2013-11-18,0.12101184305678514
2013-11-19,0.11457700292816181
2013-11-20,0.11847030463369292
2013-11-21,0.11867913093716181
2013-11-22,0.11270555141606824
2013-11-25,0.11463705264878367
2013-11-26,0.11751520871785065
2013-11-27,0.11422193239479009
2013-11-29,0.11173243915712215
2013-12-02,0.1265092708065302
2013-12-03,0.1295055836634081
2013-12-04,0.1343947873989166
2013-12-05,0.13591189616806915
2013-12-06,0.13581841524623972
2013-12-09,0.12946398418092966
2013-12-10,0.12625498200071156
2013-12-11,0.1400252537223197
2013-12-12,0.15280835409099858
2013-12-13,0.15195144105930683
2013-12-16,0.1513024819360211
2013-12-17,0.1519437955297945
2013-12-18,0.1543395220933381
2013-12-19,0.1460304684646324
2013-12-20,0.13834389064935249
2013-12-23,0.13741154100001937
2013-12-24,0.1367763203189792
2013-12-26,0.130050766087709
2013-12-27,0.12638442356556445
2013-12-30,0.12069790354434497
2013-12-31,0.11709712122849135
2014-01-02,0.13775375290713499
2014-01-03,0.13039791731465653
2014-01-06,0.12799877640040155
2014-01-07,0.12333130843382793
2014-01-08,0.12053067559754238
2014-01-09,0.11695636724864533
2014-01-10,0.11599216232142584
2014-01-13,0.1369192914092094
2014-01-14,0.13773706821331722
2014-01-15,0.13177545537769925
2014-01-16,0.12483095673750162
2014-01-17,0.11812349199037421
2014-01-21,0.1173009913001591
2014-01-22,0.11390552875080298
2014-01-23,0.11842946761680556
2014-01-24,0.19821222263019
2014-01-27,0.200517091540846
2014-01-28,0.19205865041700154
2014-01-29,0.20632329388607581
2014-01-30,0.19481630424582025
2014-01-31,0.2059536161372264
2014-02-03,0.24045651082888145
2014-02-04,0.23066452002854707
2014-02-05,0.21750329376816344
2014-02-06,0.21253061238325177
2014-02-07,0.20458594966419374
2014-02-10,0.1965226246517179
2014-02-11,0.19366151398767906
2014-02-12,0.186262034778964
2014-02-13,0.17689316775952654
2014-02-14,0.16907528382350862
2014-02-18,0.1678340180058858
2014-02-19,0.1633667346799831
2014-02-20,0.15822583151938246
2014-02-21,0.1490530743057653
2014-02-24,0.1441379701535997
2014-02-25,0.15521576376128812
2014-02-26,0.15179145153795717
2014-02-27,0.14726620182513028
2014-02-28,0.1391976659287073
2014-03-03,0.172080251045842
2014-03-04,0.17060155685104403
2014-03-05,0.16414824519317897
2014-03-06,0.15534677737243216
2014-03-07,0.1606105637870685
2014-03-10,0.17583065261779585
2014-03-11,0.1747810710574804
2014-03-12,0.17572943976465638
2014-03-13,0.19909727773126382
2014-03-14,0.1873034521838826
2014-03-17,0.18019321629850552
2014-03-18,0.1718909421697374
2014-03-19,0.1857586724758766
2014-03-20,0.17821148447841403
2014-03-21,0.17035514198285884
2014-03-24,0.16311557007226501
2014-03-25,0.16264825852126422
2014-03-26,0.16280304296910422
2014-03-27,0.15558341068378723
2014-03-28,0.14917727011847348
2014-03-31,0.14265770263115835
2014-04-01,0.13664124999428245
2014-04-02,0.13048082617764192
2014-04-03,0.12904841370586467
2014-04-04,0.12866505539578335
2014-04-07,0.13447092191250865
2014-04-08,0.13195608633177933
2014-04-09,0.13280205691178132
2014-04-10,0.15295718106712086
2014-04-11,0.16192005805334928
2014-04-14,0.1561839173538684
2014-04-15,0.15095036058254382
2014-04-16,0.14891652373057868
2014-04-17,0.14409149218465328
2014-04-21,0.13878189881969477
2014-04-22,0.13272712955533997
2014-04-23,0.1272570593719657
2014-04-24,0.12230615520079109
2014-04-25,0.11853780004707361
2014-04-28,0.11282430536014836
2014-04-29,0.11493451753063567
2014-04-30,0.11278867443143394
2014-05-01,0.10856747579270691
2014-05-02,0.10354008267332994
2014-05-05,0.09885856624491375
2014-05-06,0.09477408253314827
2014-05-07,0.09096365889738606
2014-05-08,0.08905042863456637
2014-05-09,0.09411535050139269
2014-05-12,0.09392525219556239
2014-05-13,0.09019889223266547
2014-05-14,0.09046752367562627
2014-05-15,0.08789685045551973
2014-05-16,0.08672585220105941
2014-05-19,0.08714825781391157
2014-05-20,0.10066159247697208
2014-05-21,0.10145078668990203
2014-05-22,0.100864979056162
2014-05-23,0.10322639662411937
2014-05-27,0.09965547732061696
2014-05-28,0.10690859366767481
2014-05-29,0.10473729135317564
2014-05-30,0.10212777996216309
2014-06-02,0.0972630721291488
2014-06-03,0.09603918512773835
2014-06-04,0.09682221398005729
2014-06-05,0.09341251607787898
2014-06-06,0.09326656378359825
2014-06-09,0.09135939951641539
2014-06-10,0.08696318531424663
2014-06-11,0.08745175469937695
2014-06-12,0.08415652915846755
2014-06-13,0.0807643416366406
2014-06-16,0.07705769656562543
2014-06-17,0.07411989449533775
2014-06-18,0.07441855171931257
2014-06-19,0.07355851956095909
2014-06-20,0.07121510176921747
2014-06-23,0.06838330059305416
2014-06-24,0.0918166769165602
2014-06-25,0.09016119564424598
2014-06-26,0.08783897540386044
2014-06-27,0.08538356071282106
2014-06-30,0.08222809665801586
2014-07-01,0.08419873989555901
2014-07-02,0.08309336724432342
2014-07-03,0.0823264283204367
2014-07-07,0.0913058307010018
2014-07-08,0.1192311554921783
2014-07-09,0.11319580504594681
2014-07-10,0.12206672863643066
2014-07-11,0.1164656397397962
2014-07-14,0.11289253119670939
2014-07-15,0.1081516019298836
2014-07-16,0.10718300313016052
2014-07-17,0.12990639476176685
2014-07-18,0.1265239406594657
2014-07-21,0.12822672420365422
2014-07-22,0.12465848851963512
2014-07-23,0.11850878853485931
2014-07-24,0.11597385705407921
2014-07-25,0.11170996195505574
2014-07-28,0.10593014018682313
2014-07-29,0.10626480226302594
2014-07-30,0.10659263351658033
2014-07-31,0.13969897938066692
2014-08-01,0.14790656456019796
2014-08-04,0.14387362579708626
2014-08-05,0.151744918069766
2014-08-06,0.1473953825599703
2014-08-07,0.15563009182031604
2014-08-08,0.14759033748860392
2014-08-11,0.14214152595212984
2014-08-12,0.13561272550907602
2014-08-13,0.12905759133038242
2014-08-14,0.12496119781756256
2014-08-15,0.11967821907097381
2014-08-18,0.1185923594503457
2014-08-19,0.1142510509360855
2014-08-20,0.1140310441941141
2014-08-21,0.10901452325263822
2014-08-22,0.10630219320409152
2014-08-25,0.10674845834952372
2014-08-26,0.11318628750869074
2014-08-27,0.1110466361489622
2014-08-28,0.11199731371778522
2014-08-29,0.1078991712665116
2014-09-02,0.11322572163603109
2014-09-03,0.11139058577815274
2014-09-04,0.12284161509846735
2014-09-05,0.12008863226800445
2014-09-08,0.1629456952484477
2014-09-09,0.15371977049163194
2014-09-10,0.1510576913632669
2014-09-11,0.155276342692633
2014-09-12,0.1466097906689727
2014-09-15,0.13946761172401284
2014-09-16,0.13316014674068213
2014-09-17,0.1326992357174675
2014-09-18,0.13100971765483657
2014-09-19,0.12413776846713492
2014-09-22,0.1283822202643341
2014-09-23,0.1613387393033676
2014-09-24,0.15548062232960094
2014-09-25,0.17735164729993347
2014-09-26,0.16699755926360124
2014-09-29,0.16411462092086737
2014-09-30,0.17207973849352518
2014-10-01,0.18620418792282842
2014-10-02,0.19937042107594596
2014-10-03,0.18904366162344613
2014-10-06,0.18458435144941188
2014-10-07,0.20979536029188062
2014-10-08,0.20844202071559373
2014-10-09,0.26315165513444905
2014-10-10,0.27021877136868194
2014-10-13,0.25198559958854794
2014-10-14,0.2363033406450277
2014-10-15,0.24959431724300135
2014-10-16,0.24160740220448546
2014-10-17,0.23741800605682797
2014-10-20,0.22224730549547725
2014-10-21,0.2172035883681483
2014-10-22,0.2236851099201733
2014-10-23,0.2130809592619669
2014-10-24,0.20270963371285539
2014-10-27,0.19731374711357544
2014-10-28,0.19071587768195916
2014-10-29,0.18840492987180565
2014-10-30,0.1787571089495464
2014-10-31,0.17485321844335608
2014-11-03,0.1916254972596288
2014-11-04,0.1804879187092588
2014-11-05,0.17424787172301417
2014-11-06,0.17105296021992722
2014-11-07,0.16429011291005918
2014-11-10,0.1564985844025434
2014-11-11,0.15143234647855128
2014-11-12,0.16196238452183892
2014-11-13,0.1525055882254811
