,"美国iShares安硕MSCI德国指数ETF - 指数GARCH模型波动率预测"
2002-10-28,0.4462762651094051
2002-10-29,0.46738037057625775
2002-10-30,0.44217625987834314
2002-10-31,0.4259118922969867
2002-11-01,0.40519602811478794
2002-11-04,0.39217071282797245
2002-11-05,0.38473811092742033
2002-11-06,0.3809582244813728
2002-11-07,0.4431541957377816
2002-11-08,0.45725835848019225
2002-11-11,0.46185693239357145
2002-11-12,0.4421381313571586
2002-11-13,0.424523401475113
2002-11-14,0.414148173483839
2002-11-15,0.3857185948330726
2002-11-18,0.3694209111569079
2002-11-19,0.3460585551608282
2002-11-20,0.32620576389757433
2002-11-21,0.3199794430897085
2002-11-22,0.3208269458758101
2002-11-25,0.2999167204408584
2002-11-26,0.33264670447788897
2002-11-27,0.3327511935365522
2002-11-29,0.3176575099065029
2002-12-02,0.30273181795113646
2002-12-03,0.3223673643531554
2002-12-04,0.3018434461769876
2002-12-05,0.33370216780836176
2002-12-06,0.3216230532782126
2002-12-09,0.3556469772119539
2002-12-10,0.35542980572821975
2002-12-11,0.3334726321604219
2002-12-12,0.32473772678886575
2002-12-13,0.3388184540428694
2002-12-16,0.3352617138893136
2002-12-17,0.32826923949709336
2002-12-18,0.3608436265198542
2002-12-19,0.3743625654362359
2002-12-20,0.3607538756548569
2002-12-23,0.38354341918484275
2002-12-24,0.36469946641035816
2002-12-26,0.3400601564429446
2002-12-27,0.3853542915292368
2002-12-30,0.36766264972118123
2002-12-31,0.3629057282545978
2003-01-02,0.3715814048092288
2003-01-03,0.3584661071844868
2003-01-06,0.3517585700448534
2003-01-07,0.3732419204751792
2003-01-08,0.4074017628827838
2003-01-09,0.3911767999255579
2003-01-10,0.36590616666025183
2003-01-13,0.3454612065051588
2003-01-14,0.3289316780123191
2003-01-15,0.3293588553538526
2003-01-16,0.30934104868251805
2003-01-17,0.3526382843651551
2003-01-21,0.368960856460411
2003-01-22,0.3729598310810428
2003-01-23,0.3608563365108059
2003-01-24,0.4058559399589958
2003-01-27,0.4382555172499258
2003-01-28,0.42044598321306387
2003-01-29,0.39789655841688304
2003-01-30,0.41002907360332386
2003-01-31,0.3927346508776632
2003-02-03,0.36745498009960353
2003-02-04,0.4124365172969048
2003-02-05,0.3860683903144623
2003-02-06,0.37865107262491676
2003-02-07,0.37991750315035505
2003-02-10,0.3732337508854203
2003-02-11,0.35911406989980216
2003-02-12,0.3880394784039376
2003-02-13,0.365754035384437
2003-02-14,0.36041621939085927
2003-02-18,0.3380032780906126
2003-02-19,0.3490012269319407
2003-02-20,0.32754126396532085
2003-02-21,0.30666385636393473
2003-02-24,0.32966751432314345
2003-02-25,0.3277490045751474
2003-02-26,0.35740681526798007
2003-02-27,0.34250445427760495
2003-02-28,0.3301111449194044
2003-03-03,0.32656166217117405
2003-03-04,0.3231716856409299
2003-03-05,0.3129854379999172
2003-03-06,0.3254735215036701
2003-03-07,0.30609603787046963
2003-03-10,0.38479191467597135
2003-03-11,0.3668873865370681
2003-03-12,0.3912789904914395
2003-03-13,0.38451505458174196
2003-03-14,0.38386693632038693
2003-03-17,0.382988318881921
2003-03-18,0.37378203327607923
2003-03-19,0.3489731737540867
2003-03-20,0.32752903077437273
2003-03-21,0.3258791340359183
2003-03-24,0.3912931591530831
2003-03-25,0.37583473176384324
2003-03-26,0.36000394997833013
2003-03-27,0.3534634476151671
2003-03-28,0.35003826190860915
2003-03-31,0.3804514507792026
2003-04-01,0.36173029676818613
2003-04-02,0.35438696646462603
2003-04-03,0.33309574839676354
2003-04-04,0.32320657852215817
2003-04-07,0.3183122259668956
2003-04-08,0.3012267239140644
2003-04-09,0.2894998445595438
2003-04-10,0.27362637372884946
2003-04-11,0.2644363303330312
2003-04-14,0.25647624451399004
2003-04-15,0.2508788058007292
2003-04-16,0.25982413744685073
2003-04-17,0.26641652651440373
2003-04-21,0.2517018235929172
2003-04-22,0.2505168353624163
2003-04-23,0.23756098922171542
2003-04-24,0.25395511571929397
2003-04-25,0.26535511300896386
2003-04-28,0.26721917970085907
2003-04-29,0.26262975992830667
2003-04-30,0.2625351336488128
2003-05-01,0.25476226094145105
2003-05-02,0.24791707403888097
2003-05-05,0.23984133004968097
2003-05-06,0.2457071793822883
2003-05-07,0.2731026268639685
2003-05-08,0.302863394948944
2003-05-09,0.29133316186112423
2003-05-12,0.278019379900035
2003-05-13,0.27845276008687725
2003-05-14,0.2620511522584856
2003-05-15,0.25251557258909796
2003-05-16,0.24615598713011227
2003-05-19,0.2988687571493548
2003-05-20,0.282967054619438
2003-05-21,0.26676518888340733
2003-05-22,0.254509356213087
2003-05-23,0.24538025348426065
2003-05-27,0.24611539244833913
2003-05-28,0.2377780317859495
2003-05-29,0.22882749310342934
2003-05-30,0.2240839592652718
2003-06-02,0.2181635643273184
2003-06-03,0.20600249221793412
2003-06-04,0.20438384182708766
2003-06-05,0.19718656546529736
2003-06-06,0.18613129559534045
2003-06-09,0.18358983305183327
2003-06-10,0.17850889389607458
2003-06-11,0.18839008254151812
2003-06-12,0.18036004990019272
2003-06-13,0.1854296092861116
2003-06-16,0.19124901882101253
2003-06-17,0.18224322209618662
2003-06-18,0.18245051931962267
2003-06-19,0.2035115623250925
2003-06-20,0.19434638149448527
2003-06-23,0.25391829867104887
2003-06-24,0.24231410606896167
2003-06-25,0.238284717932141
2003-06-26,0.22847034906087924
2003-06-27,0.2288175264266267
2003-06-30,0.22508109738492035
2003-07-01,0.21910731617177917
2003-07-02,0.21546011695903258
2003-07-03,0.23219977519368962
2003-07-07,0.22949850195589516
2003-07-08,0.21643166866242103
2003-07-09,0.20981830139432547
2003-07-10,0.22866973739434784
2003-07-11,0.22088446482267604
2003-07-14,0.21661660324176446
2003-07-15,0.21899704929519026
2003-07-16,0.20910414916973788
2003-07-17,0.2248038264798889
2003-07-18,0.2291184828860387
2003-07-21,0.26124149517257017
2003-07-22,0.2485149516628728
2003-07-23,0.23816968069004923
2003-07-24,0.23006280794600417
2003-07-25,0.22253172537865248
2003-07-28,0.2146242269642456
2003-07-29,0.2079766525358075
2003-07-30,0.2151856147608385
2003-07-31,0.2078722405709815
2003-08-01,0.2262405321775919
2003-08-04,0.21522718415664877
2003-08-05,0.20698154700359161
2003-08-06,0.20979800285036082
2003-08-07,0.19779120809580997
2003-08-08,0.20171290588358495
2003-08-11,0.19626606227262014
2003-08-12,0.19827355648194744
2003-08-13,0.19877584360278794
2003-08-14,0.19991186958257381
2003-08-15,0.19139087752554979
2003-08-18,0.187202721134069
2003-08-19,0.2022961729741816
2003-08-20,0.19182107913365518
2003-08-21,0.18161047546879008
2003-08-22,0.17608650714918508
2003-08-25,0.18907278598465724
2003-08-26,0.19179598535944387
2003-08-27,0.18205084674343044
2003-08-28,0.1740122685329974
2003-08-29,0.16693643341104422
2003-09-02,0.1680821799001905
2003-09-03,0.16789631800608373
2003-09-04,0.1709444225472127
2003-09-05,0.16182026696307233
2003-09-08,0.15913875455086357
2003-09-09,0.17537581247138956
2003-09-10,0.18777623811334596
2003-09-11,0.1846692491997517
2003-09-12,0.20236149930260944
2003-09-15,0.19091753926761157
2003-09-16,0.1893791530237687
2003-09-17,0.18583028709012964
2003-09-18,0.1854648721456438
2003-09-19,0.17925285939141947
2003-09-22,0.23079257960341792
2003-09-23,0.2341626050418811
2003-09-24,0.2963743835084267
2003-09-25,0.2789170457322392
2003-09-26,0.26236273210957384
2003-09-29,0.2522557202522868
2003-09-30,0.2652491085753165
2003-10-01,0.2710910024327624
2003-10-02,0.29117248908507826
2003-10-03,0.28694726344748434
2003-10-06,0.27193708463539873
2003-10-07,0.2563399290005363
2003-10-08,0.24602153320390474
2003-10-09,0.240444772868948
2003-10-10,0.22950003921568293
2003-10-13,0.22418897029069026
2003-10-14,0.2110793263206987
2003-10-15,0.21092508243449853
2003-10-16,0.20056132428761037
2003-10-17,0.2129469821340514
2003-10-20,0.20809627099013572
2003-10-21,0.204303251075454
2003-10-22,0.22922481541054843
2003-10-23,0.22372397368185645
2003-10-24,0.2284746506726731
2003-10-27,0.22374852759292072
2003-10-28,0.2249712941688339
2003-10-29,0.21220541934644366
2003-10-30,0.2020428261532688
2003-10-31,0.2010337046368096
2003-11-03,0.1985430734122951
2003-11-04,0.19114047922928312
2003-11-05,0.20334005311300576
2003-11-06,0.1922242315630368
2003-11-07,0.18990536485312892
2003-11-10,0.19093562161105507
2003-11-11,0.18679493676221526
2003-11-12,0.1874138105903618
2003-11-13,0.1840570292056242
2003-11-14,0.17631883847167323
2003-11-17,0.21108893670678242
2003-11-18,0.20410308571895722
2003-11-19,0.19497986665294445
2003-11-20,0.20808718845714647
2003-11-21,0.19868219749137064
2003-11-24,0.2038894994844021
2003-11-25,0.20230968834932253
2003-11-26,0.19610594993523273
2003-11-28,0.1931588434423855
2003-12-01,0.19394393726022993
2003-12-02,0.18428163663262814
2003-12-03,0.18397349265587148
2003-12-04,0.17611720188556254
2003-12-05,0.17973294188879232
2003-12-08,0.17338000576767784
2003-12-09,0.16598633196742438
2003-12-10,0.17303686890371078
2003-12-11,0.1746002474225051
2003-12-12,0.16992361224974
2003-12-15,0.1702853804646776
2003-12-16,0.17155951620356127
2003-12-17,0.17285822977226165
2003-12-18,0.17495140925411265
2003-12-19,0.1807704312104167
2003-12-22,0.17392666040604585
2003-12-23,0.16458657296389642
2003-12-24,0.15963078650435825
2003-12-26,0.1539296357430888
2003-12-29,0.1580722882734352
2003-12-30,0.16127882812074248
2003-12-31,0.15723798205268344
2004-01-02,0.15416101491622322
2004-01-05,0.15828454201216238
2004-01-06,0.15498796727488234
2004-01-07,0.18269358609431258
2004-01-08,0.18487675678678486
2004-01-09,0.1924095787636364
2004-01-12,0.1915551941347454
2004-01-13,0.20016810235399646
2004-01-14,0.20070143497244858
2004-01-15,0.2059366689057585
2004-01-16,0.2097831079949003
2004-01-20,0.2051802709813982
2004-01-21,0.20734477374653068
2004-01-22,0.1962308783041038
2004-01-23,0.20277321124842895
2004-01-26,0.19763309641859078
2004-01-27,0.18792252871861853
2004-01-28,0.2150815975391665
2004-01-29,0.21126751477688185
2004-01-30,0.20581659116796197
2004-02-02,0.20983139231297113
2004-02-03,0.20390463947639836
2004-02-04,0.21534025912494859
2004-02-05,0.20789945454473902
2004-02-06,0.2057300697516044
2004-02-09,0.20031842651139212
2004-02-10,0.19351656673267023
2004-02-11,0.1913318812953032
2004-02-12,0.19465849480564676
2004-02-13,0.22686182490670395
2004-02-17,0.2218753109293596
2004-02-18,0.2286512226077088
2004-02-19,0.21829162695806725
2004-02-20,0.24997017502094124
2004-02-23,0.2391776335696965
2004-02-24,0.23824188296770996
2004-02-25,0.23163904334114319
2004-02-26,0.23147427675661936
2004-02-27,0.21992232901640524
2004-03-01,0.21505078097974906
2004-03-02,0.22058969604222223
2004-03-03,0.2285577441260742
2004-03-04,0.2216602048180954
2004-03-05,0.21843080551973434
2004-03-08,0.2075024076968747
2004-03-09,0.23857589735763335
2004-03-10,0.2716812455801836
2004-03-11,0.3001360671428877
2004-03-12,0.2817200567939741
2004-03-15,0.3199187171767229
2004-03-16,0.3078646657218071
2004-03-17,0.2963288052147479
2004-03-18,0.2867318454584353
2004-03-19,0.3028021076544878
2004-03-22,0.32085694943385595
2004-03-23,0.3049728053450012
2004-03-24,0.3113510250505047
2004-03-25,0.31173047204275683
2004-03-26,0.3081579731241754
2004-03-29,0.2989553391394775
2004-03-30,0.2821334173755388
2004-03-31,0.26698350286113187
2004-04-01,0.25983417558127336
2004-04-02,0.24462235466122065
2004-04-05,0.23067686489979874
2004-04-06,0.2170644355945948
2004-04-07,0.20997941899148118
2004-04-08,0.21645157795682618
2004-04-12,0.2075801782444557
2004-04-13,0.22196587034947513
2004-04-14,0.22919551566293792
2004-04-15,0.22054713781865318
2004-04-16,0.2117551057235693
2004-04-19,0.20290092754839736
2004-04-20,0.2255990984024537
2004-04-21,0.21923505741555116
2004-04-22,0.2144013759284208
2004-04-23,0.2067808666197141
2004-04-26,0.19825639762691138
2004-04-27,0.19154269602362814
2004-04-28,0.22481643712148805
2004-04-29,0.22697054698792968
2004-04-30,0.22303220305597127
2004-05-03,0.21527494977353961
2004-05-04,0.2107454967490409
2004-05-05,0.20567910734928815
2004-05-06,0.2532914905795297
2004-05-07,0.29902837056038684
2004-05-10,0.3136781063447049
2004-05-11,0.2952993430402445
2004-05-12,0.2824977840621055
2004-05-13,0.26842553604305236
2004-05-14,0.25420916663251936
2004-05-17,0.26541427090493835
2004-05-18,0.2581942710441113
2004-05-19,0.24434915837792445
2004-05-20,0.2394379443613731
2004-05-21,0.22910192928039697
2004-05-24,0.22698398093257596
2004-05-25,0.2205579923738879
2004-05-26,0.20996345682046674
2004-05-27,0.2133737003475358
2004-05-28,0.22011297462893914
2004-06-01,0.2263017861175647
2004-06-02,0.2224635997191451
2004-06-03,0.21519767656738303
2004-06-04,0.21407225602585683
2004-06-07,0.21281860444989295
2004-06-08,0.20287701791972396
2004-06-09,0.25876967055665545
2004-06-10,0.25102717223440174
2004-06-14,0.30398211131578123
2004-06-15,0.30112276101284674
2004-06-16,0.29431885566507626
2004-06-17,0.27743113091360166
2004-06-18,0.263542266818816
2004-06-21,0.2541068428830676
2004-06-22,0.2479038595907696
2004-06-23,0.2381350793142413
2004-06-24,0.22766606861805297
2004-06-25,0.21883157359028427
2004-06-28,0.21391793192717626
2004-06-29,0.20159718748038127
2004-06-30,0.19678493539902897
2004-07-01,0.2031744147278392
2004-07-02,0.19277169916769424
2004-07-06,0.22438733386713253
2004-07-07,0.21720898323964413
2004-07-08,0.21609380463122954
2004-07-09,0.2039594430272842
2004-07-12,0.19475731051747455
2004-07-13,0.20421028867322036
2004-07-14,0.19594686422599367
2004-07-15,0.21878878856102293
2004-07-16,0.21487722354870467
2004-07-19,0.2142136466241122
2004-07-20,0.2048295076398906
2004-07-21,0.23256034829695277
2004-07-22,0.2264989668850611
2004-07-23,0.2652910499809596
2004-07-26,0.2739033515676652
2004-07-27,0.2674555439694605
2004-07-28,0.25136114019474054
2004-07-29,0.24068622893717873
2004-07-30,0.22968421626224125
2004-08-02,0.2184152879264636
2004-08-03,0.21651973304990008
2004-08-04,0.21866234243691804
2004-08-05,0.22198744018525013
2004-08-06,0.21625450006878472
2004-08-09,0.21482931084933454
2004-08-10,0.20995265466290253
2004-08-11,0.22877473636745824
2004-08-12,0.23568336046484065
2004-08-13,0.22973374762972895
2004-08-16,0.22369434771580618
2004-08-17,0.21099579901031207
2004-08-18,0.2039735894668719
2004-08-19,0.19955430839748864
2004-08-20,0.19314109971727925
2004-08-23,0.197332009567632
2004-08-24,0.18976139965756997
2004-08-25,0.1912007866092606
2004-08-26,0.18287439952054524
2004-08-27,0.17517287461248102
2004-08-30,0.1856294114627313
2004-08-31,0.1769891589900353
2004-09-01,0.1712982977148343
2004-09-02,0.169151280219808
2004-09-03,0.18395424648536932
2004-09-07,0.18004750373165412
2004-09-08,0.1721570434225681
2004-09-09,0.1652661308314562
2004-09-10,0.16188558181629392
2004-09-13,0.1579641879667667
2004-09-14,0.1523483310049703
2004-09-15,0.16139644233997227
2004-09-16,0.15823088017198159
2004-09-17,0.15001615712982386
2004-09-20,0.14273592680190927
2004-09-21,0.14949267727885537
2004-09-22,0.19476073937013078
2004-09-23,0.19809738514175293
2004-09-24,0.18769073179035772
2004-09-27,0.18676383804152238
2004-09-28,0.18181565279150197
2004-09-29,0.17785698299476466
2004-09-30,0.16931939404569107
2004-10-01,0.17236228937908663
2004-10-04,0.16569230036425953
2004-10-05,0.1569460337823164
2004-10-06,0.1502683044424206
2004-10-07,0.14820540354521491
2004-10-08,0.14284314054234457
2004-10-11,0.13680082236594923
2004-10-12,0.16666993490128929
2004-10-13,0.17055731118893733
2004-10-14,0.16847056597518748
2004-10-15,0.1651355552266077
2004-10-18,0.16008124812107136
2004-10-19,0.15173527750658383
2004-10-20,0.14397798831765918
2004-10-21,0.14225571566724482
2004-10-22,0.15275719793188144
2004-10-25,0.14709131735082123
2004-10-26,0.14418413602057614
2004-10-27,0.14815735256813953
2004-10-28,0.14139277209249418
2004-10-29,0.13827330588367373
2004-11-01,0.13575048066213247
2004-11-02,0.13011241893070777
2004-11-03,0.1284596524983623
2004-11-04,0.1323749692351239
2004-11-05,0.12938614995431313
2004-11-08,0.13402860246977136
2004-11-09,0.1278207152225335
2004-11-10,0.12587057352693679
2004-11-11,0.12610806365970417
2004-11-12,0.12520099664140058
2004-11-15,0.12991137040305595
2004-11-16,0.13671139630623338
2004-11-17,0.14075374794299442
2004-11-18,0.13672539544649343
2004-11-19,0.14181314593506486
2004-11-22,0.1377653962357747
2004-11-23,0.13263269596898045
2004-11-24,0.13225141012480734
2004-11-26,0.13183413215097217
2004-11-29,0.12838796158518914
2004-11-30,0.15236923744640846
2004-12-01,0.15914500934682183
2004-12-02,0.15181117310659317
2004-12-03,0.1498737836981505
2004-12-06,0.1422466455140507
2004-12-07,0.15282145582345433
2004-12-08,0.14787682211895145
2004-12-09,0.16370943650260358
2004-12-10,0.16850631204794675
2004-12-13,0.17285057593193032
2004-12-14,0.1648592672554382
2004-12-15,0.16093306434664073
2004-12-16,0.1821157554963326
2004-12-17,0.19727862225796286
2004-12-20,0.19665324711277973
2004-12-21,0.18817894993861561
2004-12-22,0.18093875206820678
2004-12-23,0.1756454576697046
2004-12-27,0.1689871000993863
2004-12-28,0.1641103214304329
2004-12-29,0.1684442376574515
2004-12-30,0.1636070401908182
2004-12-31,0.1597802929024728
2005-01-03,0.15941847571721415
2005-01-04,0.19143669240769912
2005-01-05,0.18111359529311982
2005-01-06,0.17155268578486318
2005-01-07,0.1744936995997277
2005-01-10,0.1711655514407032
2005-01-11,0.17751916403588655
2005-01-12,0.17081663853383838
2005-01-13,0.18399574995091597
2005-01-14,0.1752173210615891
2005-01-18,0.1670795535067053
2005-01-19,0.1792866665427187
2005-01-20,0.1844797452296593
2005-01-21,0.17732713497939337
2005-01-24,0.1684206733153623
2005-01-25,0.16047439421914014
2005-01-26,0.15707143292145775
2005-01-27,0.1647458843188503
2005-01-28,0.16129140584668483
2005-01-31,0.15854270049422017
2005-02-01,0.15829829689544989
2005-02-02,0.15203481206618435
2005-02-03,0.16108237892457386
2005-02-04,0.15793197560975422
2005-02-07,0.16098989533507996
2005-02-08,0.15319649382410813
2005-02-09,0.15564482606241686
2005-02-10,0.15220761754918838
2005-02-11,0.15098272722401063
2005-02-14,0.14716930821336358
2005-02-15,0.14293166577074515
2005-02-16,0.138744451997188
2005-02-17,0.14418834807292855
2005-02-18,0.1391935020035059
2005-02-22,0.14127833974109408
2005-02-23,0.13455045016647102
2005-02-24,0.129913242281147
2005-02-25,0.12847300121037106
2005-02-28,0.12261080816959002
2005-03-01,0.11814666867923107
2005-03-02,0.11964829409565354
2005-03-03,0.11515500840171912
2005-03-04,0.11939266861914094
2005-03-07,0.11442630029848908
2005-03-08,0.11078109224953508
2005-03-09,0.11381568257494218
2005-03-10,0.11045962357350309
2005-03-11,0.10577584960660916
2005-03-14,0.10329676568024772
2005-03-15,0.1187217499871022
2005-03-16,0.12756531691647224
2005-03-17,0.12176418094004493
2005-03-18,0.12519273397446035
2005-03-21,0.14755890037540942
2005-03-22,0.16847273488609368
2005-03-23,0.16149501292609625
2005-03-24,0.15532395166232413
2005-03-28,0.15130739519270037
2005-03-29,0.14758538586187997
2005-03-30,0.14667522981062617
2005-03-31,0.14116311841270723
2005-04-01,0.14544539965224065
2005-04-04,0.1452565612975882
2005-04-05,0.138570287724317
2005-04-06,0.13432182726571287
2005-04-07,0.12941679272799184
2005-04-08,0.12546227257626094
2005-04-11,0.122753680189231
2005-04-12,0.11794011531281458
2005-04-13,0.13520441457289775
2005-04-14,0.13274838304099978
2005-04-15,0.17208566936267528
2005-04-18,0.16793511246907242
2005-04-19,0.16097588515054048
2005-04-20,0.18505979466107703
2005-04-21,0.1875642801814887
2005-04-22,0.19187316122897438
2005-04-25,0.18415824934007166
2005-04-26,0.19664062449046482
2005-04-27,0.19390027436803692
2005-04-28,0.21427922064446658
2005-04-29,0.20942013943267251
2005-05-02,0.19876931453320457
2005-05-03,0.18961320523634423
2005-05-04,0.1937659753413896
2005-05-05,0.19525476895584393
2005-05-06,0.19149282701970852
2005-05-09,0.18185307146155105
2005-05-10,0.18998848175613173
2005-05-11,0.18078478918316113
2005-05-12,0.20085280281838241
2005-05-13,0.20115168903094002
2005-05-16,0.19661377469546737
2005-05-17,0.19188235458217623
2005-05-18,0.19006997132635128
2005-05-19,0.18317813297443558
2005-05-20,0.17720445141135707
2005-05-23,0.1756334774466417
2005-05-24,0.1840540170710762
2005-05-25,0.17821395904922824
2005-05-26,0.1689231138713705
2005-05-27,0.16484764966477383
2005-05-31,0.19151638154476502
2005-06-01,0.18192532314111745
2005-06-02,0.17889746336938378
2005-06-03,0.19733865004098922
2005-06-06,0.18956661731433624
2005-06-07,0.18435703729448463
2005-06-08,0.18668778963820856
2005-06-09,0.1777075113775442
2005-06-10,0.17000397289475327
2005-06-13,0.16224321742371853
2005-06-14,0.16306852056727564
2005-06-15,0.1647328054760193
2005-06-16,0.16235058731030205
2005-06-17,0.1672561532500374
2005-06-20,0.18838800917255852
2005-06-21,0.1795769628877825
2005-06-22,0.18101791182090243
2005-06-23,0.19341157979810825
2005-06-24,0.18781206670499104
2005-06-27,0.18149832395920354
2005-06-28,0.1779494096646572
2005-06-29,0.1786389341660994
2005-06-30,0.17025785268233593
2005-07-01,0.1693645582759274
2005-07-05,0.18086673325960195
2005-07-06,0.1756946612734718
2005-07-07,0.17564574461113483
2005-07-08,0.1763150509741015
2005-07-11,0.17606124616166954
2005-07-12,0.1730560914848131
2005-07-13,0.1790133559263107
2005-07-14,0.1712353222907003
2005-07-15,0.16300151533037968
2005-07-18,0.15510512834848497
2005-07-19,0.15191464445536515
2005-07-20,0.15485234580076598
2005-07-21,0.151555465490361
2005-07-22,0.15768068835466187
2005-07-25,0.15426341653159378
2005-07-26,0.1472399841075786
2005-07-27,0.14546105293170403
2005-07-28,0.14537408531096593
2005-07-29,0.1539597556506245
2005-08-01,0.15510995364579283
2005-08-02,0.14957601198053116
2005-08-03,0.14715181589093626
2005-08-04,0.16262509400458466
2005-08-05,0.16272361721643236
2005-08-08,0.1588394245771496
2005-08-09,0.16438349917190592
2005-08-10,0.160493472764471
2005-08-11,0.15541643426613547
2005-08-12,0.16166680178688514
2005-08-15,0.1532080820322479
2005-08-16,0.18347119991976943
2005-08-17,0.17803067713177975
2005-08-18,0.19877356162226406
2005-08-19,0.19595187980726286
2005-08-22,0.18922306836112768
2005-08-23,0.18244278445583978
2005-08-24,0.17439091604782628
2005-08-25,0.17734731348402208
2005-08-26,0.19289088314381272
2005-08-29,0.185869405766522
2005-08-30,0.1933034722916275
2005-08-31,0.19631157378004996
2005-09-01,0.18804545620673743
2005-09-02,0.18004988308799313
2005-09-06,0.18625249635910923
2005-09-07,0.18146173480929803
2005-09-08,0.17985355042367107
2005-09-09,0.17570599192970057
2005-09-12,0.20187375163700705
2005-09-13,0.2228191751174032
2005-09-14,0.21009933650537785
2005-09-15,0.20746919000179279
2005-09-16,0.2103711919441443
2005-09-19,0.2505636062958865
2005-09-20,0.2381794147276376
2005-09-21,0.24121517116466784
2005-09-22,0.22960262803374007
2005-09-23,0.2198085730812154
2005-09-26,0.21724825154647392
2005-09-27,0.21135689626790036
2005-09-28,0.2077963984288467
2005-09-29,0.1989206324140359
2005-09-30,0.20103307787525915
2005-10-03,0.19231637059803308
2005-10-04,0.18338031955474393
2005-10-05,0.19566114995062253
2005-10-06,0.19045526403856627
2005-10-07,0.1801855943187468
2005-10-10,0.17690990588432293
2005-10-11,0.1766618770419923
2005-10-12,0.18891117912924052
2005-10-13,0.17909969849220855
2005-10-14,0.17459663914291135
2005-10-17,0.17869196736283363
2005-10-18,0.19525476895584393
2005-10-19,0.1862012781911016
2005-10-20,0.21482151009617262
2005-10-21,0.20334457651975868
2005-10-24,0.2039050102376104
2005-10-25,0.2030906142587589
2005-10-26,0.19249305442015302
2005-10-27,0.2006529003029859
2005-10-28,0.1940135696285185
2005-10-31,0.18818792203539528
2005-11-01,0.18066201260918135
2005-11-02,0.18082047008013225
2005-11-03,0.17666686955963193
2005-11-04,0.18891918272107786
2005-11-07,0.181262621629502
2005-11-08,0.1881155974394468
2005-11-09,0.18206351199512769
2005-11-10,0.18084053749090662
2005-11-11,0.17720821989964236
2005-11-14,0.17629954282413782
2005-11-15,0.16892744004453508
2005-11-16,0.17359396763712728
2005-11-17,0.1746159786502942
2005-11-18,0.16762721139480902
2005-11-21,0.16055924887716685
2005-11-22,0.15796035122776855
2005-11-23,0.15627144844788507
2005-11-25,0.1587355536733973
2005-11-28,0.15201084250802638
2005-11-29,0.14633203668370096
2005-11-30,0.14458751522866695
2005-12-01,0.14587347778126086
2005-12-02,0.13969739195847575
2005-12-05,0.13366379928761565
2005-12-06,0.12893475233621074
2005-12-07,0.14650123958519942
2005-12-08,0.1454214876832169
2005-12-09,0.13927085825828747
2005-12-12,0.1413885034930351
2005-12-13,0.137535951954389
2005-12-14,0.13430688336790486
2005-12-15,0.1321764947333678
2005-12-16,0.1337389838453994
2005-12-19,0.1298856560209787
2005-12-20,0.13949786449978366
2005-12-21,0.13460535249387373
2005-12-22,0.130041241919631
2005-12-23,0.12651636194579735
2005-12-27,0.12131857269190073
2005-12-28,0.11763326315290247
2005-12-29,0.1130461256302046
2005-12-30,0.12398827025166533
2006-01-03,0.13801932908111095
2006-01-04,0.14030034283635945
2006-01-05,0.14014219279003737
2006-01-06,0.1387346436907523
2006-01-09,0.14317643618975853
2006-01-10,0.1473632882369283
2006-01-11,0.14546210970558623
2006-01-12,0.15591234999191053
2006-01-13,0.14868701678357799
2006-01-17,0.15079651163074032
2006-01-18,0.16016599639124404
2006-01-19,0.15317932784811403
2006-01-20,0.18514896597064756
2006-01-23,0.18651175405319634
2006-01-24,0.17734468472440892
2006-01-25,0.17506753896710833
2006-01-26,0.17999444991443486
2006-01-27,0.17181659756845377
2006-01-30,0.16423120166399563
2006-01-31,0.15850213184686193
2006-02-01,0.15452869248136414
2006-02-02,0.17991666070711737
2006-02-03,0.178489129080737
2006-02-06,0.17209365008622485
2006-02-07,0.17407916130312667
2006-02-08,0.1716018881015008
2006-02-09,0.1648439043458993
2006-02-10,0.16034250964731717
2006-02-13,0.15197800669833778
2006-02-14,0.15071769743464106
2006-02-15,0.15395567998615706
2006-02-16,0.14844683411915527
2006-02-17,0.1451871242225012
2006-02-21,0.1479444602545158
2006-02-22,0.1482431208522001
2006-02-23,0.14641075042496027
2006-02-24,0.13902459509022136
2006-02-27,0.13586699996687937
2006-02-28,0.15683072199030393
2006-03-01,0.15677014090699798
2006-03-02,0.15856932994750278
2006-03-03,0.16995519762572722
2006-03-06,0.1650458009159882
2006-03-07,0.17896710647490505
2006-03-08,0.17095112985879912
2006-03-09,0.162376118933789
2006-03-10,0.1625716248304113
2006-03-13,0.15991271994434963
2006-03-14,0.1601173719494546
2006-03-15,0.15695195850960256
2006-03-16,0.1524455282387778
2006-03-17,0.14624701720035183
2006-03-20,0.14093047988281315
2006-03-21,0.15322178278560786
2006-03-22,0.15030568013218928
2006-03-23,0.16103270102684114
2006-03-24,0.15756222770702374
2006-03-27,0.1659334902905378
2006-03-28,0.17024630744894292
2006-03-29,0.16664226354679657
2006-03-30,0.16745837691796728
2006-03-31,0.16253069740821272
2006-04-03,0.15858940040242286
2006-04-04,0.15900901106541102
2006-04-05,0.1529671482377834
2006-04-06,0.15447871775749566
2006-04-07,0.19843338025644777
2006-04-10,0.19185135808745268
2006-04-11,0.21027480020202138
2006-04-12,0.19847172896914062
2006-04-13,0.18808143449048875
2006-04-17,0.1846357451849452
2006-04-18,0.181611099881037
