,"iShares Russell 2000 ETF - EGARCH Volatility"
2006-07-13,0.28182219075154463
2006-07-14,0.2806107888161109
2006-07-17,0.2674922877392917
2006-07-18,0.25413455963327775
2006-07-19,0.24448860341537398
2006-07-20,0.2821524864324254
2006-07-21,0.29310880641836745
2006-07-24,0.2818038594483759
2006-07-25,0.2666417889228918
2006-07-26,0.2561030964279815
2006-07-27,0.2599870758326267
2006-07-28,0.24947813130613275
2006-07-31,0.23639375626272366
2006-08-01,0.25380344678510575
2006-08-02,0.24252268677383565
2006-08-03,0.23189124433665018
2006-08-04,0.23895305647762702
2006-08-07,0.23354120407328555
2006-08-08,0.24757077533505442
2006-08-09,0.2531277764292177
2006-08-10,0.2411841935119298
2006-08-11,0.24752394793231625
2006-08-14,0.23551976477569775
2006-08-15,0.22683194219509736
2006-08-16,0.21773182404049252
2006-08-17,0.20719814864037758
2006-08-18,0.19810698927599701
2006-08-21,0.20872140762269692
2006-08-22,0.1991114532115117
2006-08-23,0.21122176592387443
2006-08-24,0.2039601225730167
2006-08-25,0.19443129377751928
2006-08-28,0.18701962463869937
2006-08-29,0.18049915789277246
2006-08-30,0.1735689972316485
2006-08-31,0.16657397275685057
2006-09-01,0.15942456147030795
2006-09-05,0.15411457555987362
2006-09-06,0.1912208189502388
2006-09-07,0.19880100703970288
2006-09-08,0.18997979366237872
2006-09-11,0.1834151520458438
2006-09-12,0.17887513522007467
2006-09-13,0.17217658377375247
2006-09-14,0.17101465200385607
2006-09-15,0.16384114867761393
2006-09-18,0.1572289187140839
2006-09-19,0.15864062178395544
2006-09-20,0.15409997300454015
2006-09-21,0.16823645859325498
2006-09-22,0.18634596534403422
2006-09-25,0.17915076667432936
2006-09-26,0.17211795606501956
2006-09-27,0.16568690111170528
2006-09-28,0.16571305923191448
2006-09-29,0.1747467527595291
2006-10-02,0.18463895255335477
2006-10-03,0.1786686967546358
2006-10-04,0.1745749157238806
2006-10-05,0.16886954965297918
2006-10-06,0.17086096452964325
2006-10-09,0.1645613842916983
2006-10-10,0.15751760701585077
2006-10-11,0.15797486015186088
2006-10-12,0.15459000523966612
2006-10-13,0.1494163376609131
2006-10-16,0.14423537138996106
2006-10-17,0.14757788980738273
2006-10-18,0.1415620042242974
2006-10-19,0.13670272330864516
2006-10-20,0.15015730471741962
2006-10-23,0.14428229205276716
2006-10-24,0.1387779403219402
2006-10-25,0.13437444131976886
2006-10-26,0.13054088600894356
2006-10-27,0.1483666188871338
2006-10-30,0.14299129833664703
2006-10-31,0.14295378190170416
2006-11-01,0.18227688937438008
2006-11-02,0.17657441377504274
2006-11-03,0.16943588876032137
2006-11-06,0.1638894371214936
2006-11-07,0.1578838362847825
2006-11-08,0.1520278006155453
2006-11-09,0.16296657203242632
2006-11-10,0.15730194747681925
2006-11-13,0.15087662085293402
2006-11-14,0.14780806189108903
2006-11-15,0.14299929915912177
2006-11-16,0.13862096205119917
2006-11-17,0.13428212330760936
2006-11-20,0.12930239301729882
2006-11-21,0.12466535140126145
2006-11-22,0.12022525807832563
2006-11-24,0.12434058275559111
2006-11-27,0.16786832339664323
2006-11-28,0.16107244457075826
2006-11-29,0.15629905335605843
2006-11-30,0.14972587231337142
2006-12-01,0.1503267952162887
2006-12-04,0.1473744032048985
2006-12-05,0.14147424288541008
2006-12-06,0.1420130403871419
2006-12-07,0.14421633499711467
2006-12-08,0.13840859510882986
2006-12-11,0.1333624009981824
2006-12-12,0.13832084615125806
2006-12-13,0.13307127563828341
2006-12-14,0.12860422730221585
2006-12-15,0.12531447514154143
2006-12-18,0.14542705883019155
2006-12-19,0.1485006884832525
2006-12-20,0.14405797083119004
2006-12-21,0.14673860473644962
2006-12-22,0.15298423918822487
2006-12-26,0.14894957764290573
2006-12-27,0.14477997637795084
2006-12-28,0.14725404334007267
2006-12-29,0.15932898041473811
2007-01-03,0.1528099289967769
2007-01-04,0.1468826445840352
2007-01-05,0.1840135538486228
2007-01-08,0.18266303074240284
2007-01-09,0.17586375635701632
2007-01-10,0.16925776673464646
2007-01-11,0.1628271881474344
2007-01-12,0.15738289246293577
2007-01-16,0.1631762740106539
2007-01-17,0.16403690560358666
2007-01-18,0.17247424503386005
2007-01-19,0.16545487118849056
2007-01-22,0.1718723956893602
2007-01-23,0.16580716389830688
2007-01-24,0.1603828955967562
2007-01-25,0.1777206988507529
2007-01-26,0.17032562813622618
2007-01-29,0.1642413285382215
2007-01-30,0.15802783552273314
2007-01-31,0.15167399869456863
2007-02-01,0.14713758418568657
2007-02-02,0.14122951108036874
2007-02-05,0.13581668969607527
2007-02-06,0.13092099403838944
2007-02-07,0.12743375267173135
2007-02-08,0.12551130227991422
2007-02-09,0.1407025969909582
2007-02-12,0.13960107564055516
2007-02-13,0.13542085733002876
2007-02-14,0.13028344100460348
2007-02-15,0.12535709983882046
2007-02-16,0.12150069777577412
2007-02-20,0.11854799331916167
2007-02-21,0.11468040477779978
2007-02-22,0.11121985416282472
2007-02-23,0.11739496411686492
2007-02-26,0.11766266187707977
2007-02-27,0.2354490288788637
2007-02-28,0.22337796131221183
2007-03-01,0.2129795229593681
2007-03-02,0.241554932882771
2007-03-05,0.27166496645684735
2007-03-06,0.2609627145781558
2007-03-07,0.2493047869576515
2007-03-08,0.23840091526669946
2007-03-09,0.22663510672444376
2007-03-12,0.21549637119914572
2007-03-13,0.2561695063820048
2007-03-14,0.244385303158762
2007-03-15,0.23281073944300765
2007-03-16,0.2309244967516439
2007-03-19,0.22103409601235732
2007-03-20,0.21123858738402887
2007-03-21,0.2040107732449441
2007-03-22,0.19932706188573593
2007-03-23,0.19041946959279138
2007-03-26,0.18645790409634022
2007-03-27,0.18672632380036835
2007-03-28,0.18749964479966355
2007-03-29,0.17971611613875926
2007-03-30,0.17225896551413514
2007-04-02,0.1651127396659628
2007-04-03,0.15954820212086376
2007-04-04,0.1528265098731238
2007-04-05,0.14935606462410558
2007-04-09,0.1434713395769343
2007-04-10,0.13816066734060023
2007-04-11,0.14424630809833575
2007-04-12,0.13952443527927286
2007-04-13,0.13513218062326976
2007-04-16,0.13199819862407214
2007-04-17,0.13111023117972143
2007-04-18,0.13696810197998657
2007-04-19,0.1410883089415987
2007-04-20,0.13738279149878996
2007-04-23,0.1341824176261555
2007-04-24,0.1291383848435468
2007-04-25,0.1247204631165231
2007-04-26,0.12136923481673599
2007-04-27,0.13281426715530226
2007-04-30,0.17198532960691737
2007-05-01,0.16517354872981327
2007-05-02,0.16004456504361528
2007-05-03,0.1534878164545968
2007-05-04,0.1482331675435697
2007-05-07,0.14831787255755796
2007-05-08,0.14885068169141855
2007-05-09,0.14339243578376093
2007-05-10,0.16316569492390243
2007-05-11,0.15765552321438028
2007-05-14,0.1645661313879621
2007-05-15,0.1739393377013952
2007-05-16,0.1670978779039399
2007-05-17,0.17468141400847428
2007-05-18,0.16880656385342366
2007-05-21,0.16346049430978726
2007-05-22,0.15741248768760374
2007-05-23,0.1555063014800365
2007-05-24,0.17440579921550775
2007-05-25,0.1676829007382685
2007-05-29,0.16185467926507408
2007-05-30,0.15600395071920456
2007-05-31,0.15033099440900402
2007-06-01,0.14495731909772613
2007-06-04,0.13926027272700567
2007-06-05,0.1411086513293923
2007-06-06,0.1569552740114202
2007-06-07,0.19250503266148655
2007-06-08,0.18562988660234644
2007-06-11,0.17712878027017517
2007-06-12,0.20119841251858822
2007-06-13,0.19374425514063634
2007-06-14,0.1861294001494659
2007-06-15,0.17949611472118274
2007-06-18,0.1747554771673838
2007-06-19,0.16737551433826872
2007-06-20,0.17415702569807512
2007-06-21,0.17196972407956002
2007-06-22,0.1769574762478263
2007-06-25,0.1784666792429332
2007-06-26,0.18738268009610706
2007-06-27,0.1823403356364137
2007-06-28,0.17407756891684809
2007-06-29,0.17640157142157212
2007-07-02,0.1705175615589198
2007-07-03,0.16371597845048602
2007-07-05,0.1568523644705428
2007-07-06,0.15086319988651972
2007-07-09,0.1464395860414799
2007-07-10,0.20528543835352764
2007-07-11,0.19663761288217468
2007-07-12,0.18922779605544215
2007-07-13,0.18067100929590227
2007-07-16,0.18234669286828323
2007-07-17,0.17420361190285352
2007-07-18,0.17353117183952857
2007-07-19,0.1664671318909532
2007-07-20,0.19121238453614872
2007-07-23,0.1870371406967076
2007-07-24,0.22667557698172958
2007-07-25,0.2218909272593181
2007-07-26,0.2667238099607907
2007-07-27,0.297311479092214
2007-07-30,0.2833407552753398
2007-07-31,0.28780688525467907
2007-08-01,0.27266208317255997
2007-08-02,0.2590764914074606
2007-08-03,0.3169793412826773
2007-08-06,0.3000469703229813
2007-08-07,0.28554674503485417
2007-08-08,0.274597327008112
2007-08-09,0.3045814235963842
2007-08-10,0.28801318719808644
2007-08-13,0.2809076139943522
2007-08-14,0.29824858759095574
2007-08-15,0.30823180822231827
2007-08-16,0.2939212180159847
2007-08-17,0.2808408624114376
2007-08-20,0.26554028168999144
2007-08-21,0.25167604176798397
2007-08-22,0.24034230339247398
2007-08-23,0.251751077058272
2007-08-24,0.2405761110334939
2007-08-27,0.2519659476992873
2007-08-28,0.2902050213211343
2007-08-29,0.2782193077412134
2007-08-30,0.2750644557190187
2007-08-31,0.2614946347441951
2007-09-04,0.24956074450922766
2007-09-05,0.253404585593868
2007-09-06,0.2400446583450671
2007-09-07,0.2605710889565456
2007-09-10,0.2677200336172099
2007-09-11,0.2558075354636763
2007-09-12,0.25214200998643604
2007-09-13,0.23912795068749282
2007-09-14,0.22760147275446177
2007-09-17,0.23577005916782565
2007-09-18,0.23050304726836043
2007-09-19,0.22099293472869216
2007-09-20,0.2285449540024894
2007-09-21,0.2173189977889646
2007-09-24,0.22057170262751297
2007-09-25,0.21684101272591402
2007-09-26,0.20760791603404724
2007-09-27,0.19845134920176283
2007-09-28,0.21131563879656423
2007-10-01,0.20503271251193067
2007-10-02,0.19620050458650715
2007-10-03,0.19214962295044974
2007-10-04,0.18353951945017183
2007-10-05,0.1783500782169719
2007-10-08,0.18414928617836127
2007-10-09,0.1770424728702127
2007-10-10,0.1705592319401093
2007-10-11,0.1844699097413993
2007-10-12,0.17730418269177972
2007-10-15,0.19123241566219887
2007-10-16,0.20293849413061094
2007-10-17,0.1937971207216454
2007-10-18,0.18728125159769732
2007-10-19,0.25923256045489346
2007-10-22,0.2488088953393749
2007-10-23,0.23699598224442542
2007-10-24,0.2364828585754156
2007-10-25,0.2286386581486167
2007-10-26,0.21978426695284628
2007-10-29,0.21079846204372554
2007-10-30,0.21504292966754335
2007-10-31,0.2065501633986282
2007-11-01,0.2799615623616928
2007-11-02,0.26533958543722796
2007-11-05,0.27548954099929096
2007-11-06,0.26345925529386893
2007-11-07,0.3111955455979407
2007-11-08,0.2938131692079169
2007-11-09,0.2975006023523314
2007-11-12,0.29818681660999036
2007-11-13,0.28632463952653464
2007-11-14,0.27731906533810474
2007-11-15,0.29294416123213657
2007-11-16,0.29303533165814666
2007-11-19,0.313950852841651
2007-11-20,0.2966256610612103
2007-11-21,0.317875713447882
2007-11-23,0.3028975074179383
2007-11-26,0.3382361092491457
2007-11-27,0.3202563441994553
2007-11-28,0.30773551371266855
2007-11-29,0.3027581628957343
2007-11-30,0.28634672968273966
2007-12-03,0.2901993335622947
2007-12-04,0.2919951643435213
2007-12-05,0.2787397689602257
2007-12-06,0.2672341265632068
2007-12-07,0.2530176452344777
2007-12-10,0.241195738768329
2007-12-11,0.301137238481062
2007-12-12,0.2852978107171522
2007-12-13,0.2792423399128434
2007-12-14,0.30071115908791946
2007-12-17,0.31203262329442416
2007-12-18,0.2969813691126095
2007-12-19,0.2812283207644635
2007-12-20,0.26829618409511535
2007-12-21,0.2574707664959267
2007-12-24,0.2449376892191155
2007-12-26,0.23292788240139906
2007-12-27,0.2675221972098764
2007-12-28,0.2726768240976853
2007-12-31,0.27297895303484476
2008-01-02,0.2763436317341147
2008-01-03,0.2814240437489306
2008-01-04,0.32532033751365746
2008-01-07,0.30669171231058723
2008-01-08,0.34957284734372607
2008-01-09,0.33024993626040267
2008-01-10,0.3130017015928188
2008-01-11,0.33296325202640603
2008-01-14,0.31468924671809173
2008-01-15,0.32964423732260206
2008-01-16,0.31037569685785643
2008-01-17,0.3388941976487647
2008-01-18,0.33630956989059946
2008-01-22,0.32918558595418485
2008-01-23,0.31535611869757657
2008-01-24,0.2984493605287168
2008-01-25,0.29461846377985207
2008-01-28,0.28147557194186495
2008-01-29,0.2663555097984646
2008-01-30,0.27514108090214373
2008-01-31,0.26410176902095905
2008-02-01,0.25374317094258914
2008-02-04,0.2616586035275737
2008-02-05,0.29765582742489693
2008-02-06,0.3069462838999684
2008-02-07,0.29210599925369557
2008-02-08,0.2870050438581176
2008-02-11,0.27331149920923564
2008-02-12,0.2603330236447155
2008-02-13,0.2497194810182017
2008-02-14,0.2817758683776877
2008-02-15,0.2740916634996402
2008-02-19,0.2611154847955211
2008-02-20,0.24722373672444967
2008-02-21,0.2715778960077569
2008-02-22,0.2573138737029156
2008-02-25,0.24688432514033776
2008-02-26,0.2354841854562637
2008-02-27,0.22416036134874517
2008-02-28,0.2415223294024799
2008-02-29,0.26902682617166634
2008-03-03,0.27193453623988256
2008-03-04,0.26765733690672483
2008-03-05,0.25473352429548807
2008-03-06,0.30875179157374943
2008-03-07,0.2966990535879749
2008-03-10,0.32201520398888
2008-03-11,0.31023313169292543
2008-03-12,0.31355094705645525
2008-03-13,0.2987899938083603
2008-03-14,0.33119515757329543
2008-03-17,0.3418735503077125
2008-03-18,0.32887992276817385
2008-03-19,0.35862758399208505
2008-03-20,0.33978456115603606
2008-03-24,0.3258331198635277
2008-03-25,0.307333670137198
2008-03-26,0.3046214240660036
2008-03-27,0.3015169189282751
2008-03-28,0.3083074647166364
2008-03-31,0.2909111307598938
2008-04-01,0.2805260009339598
2008-04-02,0.2654532433405175
2008-04-03,0.25157624371152376
2008-04-04,0.23833425939214029
2008-04-07,0.23104935836309956
2008-04-08,0.21943617659811704
2008-04-09,0.24111177490948052
2008-04-10,0.23015863138279216
2008-04-11,0.26693366142170977
2008-04-14,0.25793168863092414
2008-04-15,0.24532633124065586
2008-04-16,0.23766089371202828
2008-04-17,0.23248209995610417
2008-04-18,0.2223484238756821
2008-04-21,0.21125272353273936
2008-04-22,0.23246470183664442
2008-04-23,0.22072868141680183
2008-04-24,0.21129524556884854
2008-04-25,0.20249967999974716
2008-04-28,0.19388194861822491
2008-04-29,0.20118037578253006
2008-04-30,0.20014115918521108
2008-05-01,0.19368142192786586
2008-05-02,0.19027105928122648
2008-05-05,0.1875970596784502
2008-05-06,0.18025362132284609
2008-05-07,0.20707661190969875
2008-05-08,0.1973871059618637
2008-05-09,0.19328515514648298
2008-05-12,0.1878049552061926
2008-05-13,0.18005387193837294
2008-05-14,0.1740678695222068
2008-05-15,0.16663961713830241
2008-05-16,0.16026453756211947
2008-05-19,0.15345798982131886
2008-05-20,0.15370237603888887
2008-05-21,0.17512532312604023
2008-05-22,0.1684674995362607
2008-05-23,0.18630349755170997
2008-05-27,0.18022824528913328
2008-05-28,0.1728123745569165
2008-05-29,0.16680497474595893
2008-05-30,0.1600994291057904
2008-06-02,0.17039278505852296
2008-06-03,0.1665241171722583
2008-06-04,0.16028505607198695
2008-06-05,0.15763259218829082
2008-06-06,0.21581123418395065
2008-06-09,0.21098003317849773
2008-06-10,0.21407202059120198
2008-06-11,0.23691084905508233
2008-06-12,0.22507281221862405
2008-06-13,0.21668906755994868
2008-06-16,0.20699883477932912
2008-06-17,0.19840156551801702
2008-06-18,0.2037289463969222
2008-06-19,0.19529670964970197
2008-06-20,0.2166265496193853
2008-06-23,0.22320342739303983
2008-06-24,0.24358463744661732
2008-06-25,0.2327505488715333
2008-06-26,0.2718872707575697
2008-06-27,0.25718123570742873
2008-06-30,0.26050788087887095
2008-07-01,0.24668780918399677
2008-07-02,0.28936123306344963
2008-07-03,0.2891872217093971
2008-07-07,0.29027799709933233
2008-07-08,0.27988134986097235
2008-07-09,0.31651631048020257
2008-07-10,0.29981562334208006
2008-07-11,0.28374584895642085
2008-07-14,0.2988434606947256
2008-07-15,0.28946280382805667
2008-07-16,0.27921102342135423
2008-07-17,0.2640851180964198
2008-07-18,0.2510151254406794
2008-07-21,0.2397716588756895
2008-07-22,0.23145021581325
2008-07-23,0.2207171502171954
2008-07-24,0.26013039268797483
2008-07-25,0.24754150924642923
2008-07-28,0.2666866295861118
2008-07-29,0.25623383383152193
2008-07-30,0.2436010344805621
2008-07-31,0.23816491933112233
2008-08-01,0.2260982476712281
2008-08-04,0.2316951177733359
2008-08-05,0.22267560980044493
2008-08-06,0.21234805296964698
2008-08-07,0.23031542197603702
2008-08-08,0.22289991117091099
2008-08-11,0.21562952395254228
2008-08-12,0.21867490390989083
2008-08-13,0.20841378937104907
2008-08-14,0.19986389969176524
2008-08-15,0.1951013182938547
2008-08-18,0.2103847874728589
2008-08-19,0.23189624317784885
2008-08-20,0.22030705844343706
2008-08-21,0.2307533228363137
2008-08-22,0.22244388865509432
2008-08-25,0.2543688660194089
2008-08-26,0.24114443389802717
2008-08-27,0.2305883605041677
2008-08-28,0.2221611145092678
2008-08-29,0.22680672212260378
2008-09-02,0.21584667057890886
2008-09-03,0.20585576795416735
2008-09-04,0.26118640929420506
2008-09-05,0.25164489980923516
2008-09-08,0.24027524217030766
2008-09-09,0.27279098152248366
2008-09-10,0.25943254152091255
2008-09-11,0.24659748903831116
2008-09-12,0.2344483166926135
2008-09-15,0.31977611167815523
2008-09-16,0.3058570313071125
2008-09-17,0.38145973365481184
2008-09-18,0.36720938223307964
2008-09-19,0.351897810734878
2008-09-22,0.41167900262218865
2008-09-23,0.4096040483198378
2008-09-24,0.40645991536681697
2008-09-25,0.381587179029904
2008-09-26,0.35874017059704927
2008-09-29,0.5158096393050444
2008-09-30,0.48766583763884874
2008-10-01,0.48072339988812696
2008-10-02,0.5496989321437691
2008-10-03,0.5359848393378305
2008-10-06,0.5904431386678992
2008-10-07,0.6786767065400139
2008-10-08,0.671405924906833
2008-10-09,0.7876023133536366
2008-10-10,0.7341888667093774
2008-10-13,0.6916375698297483
2008-10-14,0.690725905117218
2008-10-15,0.8227618221575428
2008-10-16,0.768302729397729
2008-10-17,0.7565311467481032
2008-10-20,0.7056810667716685
2008-10-21,0.7024865237141564
2008-10-22,0.7451905554957067
2008-10-23,0.7419709994332662
2008-10-24,0.7534572237360262
2008-10-27,0.7872739675614837
2008-10-28,0.7385330513930977
2008-10-29,0.6831197493851279
2008-10-30,0.6409702863627923
2008-10-31,0.601177694196982
2008-11-03,0.5582764476493702
2008-11-04,0.52096303899605
2008-11-05,0.5875706289460016
2008-11-06,0.6182759092832261
2008-11-07,0.5768465029797788
2008-11-10,0.5778850716189163
2008-11-11,0.5759605298976659
2008-11-12,0.6494053372124376
2008-11-13,0.6144580929567125
2008-11-14,0.7200126248893141
2008-11-17,0.6804920308129992
2008-11-18,0.6382963731684521
2008-11-19,0.7574981821760366
2008-11-20,0.831988848482959
2008-11-21,0.7749862553619903
2008-11-24,0.7260264788559713
2008-11-25,0.6736219800451884
2008-11-26,0.6329783598196703
2008-11-28,0.5884731667629375
2008-12-01,0.7958329523210257
2008-12-02,0.7421165191531582
2008-12-03,0.69028322013504
2008-12-04,0.699266215400115
2008-12-05,0.6540676753975845
2008-12-08,0.6128962261264137
2008-12-09,0.6255087913051263
2008-12-10,0.5838397108796215
2008-12-11,0.6397674827622923
2008-12-12,0.598436522949594
2008-12-15,0.6149096714152413
2008-12-16,0.580623878255106
2008-12-17,0.5408687345373182
2008-12-18,0.5144575084494345
2008-12-19,0.48008795194214154
2008-12-22,0.483023503775955
2008-12-23,0.4765137521625163
2008-12-24,0.4453188520599594
2008-12-26,0.41855731220467285
2008-12-29,0.4196044437324276
2008-12-30,0.39720496220465323
2008-12-31,0.37600446593092485
2009-01-02,0.3560538167187652
2009-01-05,0.3351483832573268
2009-01-06,0.3180750307710431
2009-01-07,0.3567490765229813
2009-01-08,0.3359854871865748
2009-01-09,0.3893199994862838
2009-01-12,0.42148172629427244
2009-01-13,0.39662063183853663
2009-01-14,0.45875836384746166
2009-01-15,0.4311189306908246
2009-01-16,0.4050812674019869
2009-01-20,0.5233341571118781
2009-01-21,0.4952071748268598
2009-01-22,0.5156278658102178
2009-01-23,0.4811598686507428
2009-01-26,0.4507691666474094
2009-01-27,0.42299710637308147
2009-01-28,0.40241893096622583
2009-01-29,0.4532793866921372
2009-01-30,0.46055722901719826
2009-02-02,0.4314804834520329
2009-02-03,0.40477750777433275
2009-02-04,0.39214696887774103
2009-02-05,0.36951670652353463
2009-02-06,0.35258036020175604
2009-02-09,0.3392653828494738
2009-02-10,0.413370904636502
2009-02-11,0.3876925338460879
2009-02-12,0.3649415399759255
2009-02-13,0.361449402268146
2009-02-17,0.4178157804583259
2009-02-18,0.41680672067518304
2009-02-19,0.415386825019764
2009-02-20,0.4131187185301581
2009-02-23,0.4612590330822801
2009-02-24,0.4366700575949764
2009-02-25,0.44637744297847304
2009-02-26,0.4511997885637803
2009-02-27,0.4337539560626508
2009-03-02,0.5201000942126429
2009-03-03,0.5186695132741079
2009-03-04,0.4864160589454259
2009-03-05,0.5591253169013186
2009-03-06,0.520728140203696
2009-03-09,0.5269547608666232
2009-03-10,0.5008484968530903
2009-03-11,0.467127482813846
2009-03-12,0.44594397271406194
2009-03-13,0.4185310010023152
2009-03-16,0.4247394490743708
2009-03-17,0.40480851028603637
2009-03-18,0.38475507482033294
2009-03-19,0.37975582207518555
2009-03-20,0.4230254332779532
2009-03-23,0.40922763249810007
2009-03-24,0.4509589502382672
2009-03-25,0.4253123435782225
2009-03-26,0.40412783868474095
2009-03-27,0.4428641457602997
2009-03-30,0.46770053110938414
2009-03-31,0.43819746644635
2009-04-01,0.41254617777892455
2009-04-02,0.394245088745567
2009-04-03,0.3721117719180623
2009-04-06,0.3806589481412463
2009-04-07,0.4258272748427466
2009-04-08,0.4014236809158125
2009-04-09,0.3854052957601906
2009-04-13,0.3615561964619055
2009-04-14,0.39484917778817774
2009-04-15,0.3725687813008492
2009-04-16,0.35433939154432154
2009-04-17,0.3344219316970704
2009-04-20,0.4214831313350512
2009-04-21,0.40000902939808747
2009-04-22,0.37522545062935164
2009-04-23,0.3562911904608364
2009-04-24,0.3377701372235266
2009-04-27,0.33711120005125905
2009-04-28,0.3174101794208875
2009-04-29,0.3051329834678644
2009-04-30,0.30435182601719346
2009-05-01,0.28802792989569603
2009-05-04,0.2778471990141344
2009-05-05,0.27145306334613356
2009-05-06,0.2571380205259424
2009-05-07,0.2891738017179288
2009-05-08,0.27862131074273555
2009-05-11,0.29060926138029397
2009-05-12,0.30042442177692547
2009-05-13,0.37858238469321315
2009-05-14,0.35746811662020994
2009-05-15,0.34249304985648976
2009-05-18,0.3274765151884941
2009-05-19,0.30837983397102997
2009-05-20,0.30756653133915596
2009-05-21,0.31361579870918493
2009-05-22,0.314307438664757
2009-05-26,0.303826593306116
2009-05-27,0.32291242466030945
2009-05-28,0.3043171312956272
2009-05-29,0.2903075555337821
2009-06-01,0.2803601683549216
2009-06-02,0.2669247399549169
2009-06-03,0.2644207964589775
2009-06-04,0.2525016007870049
2009-06-05,0.23922809617601357
2009-06-08,0.24883107522976308
2009-06-09,0.23651157519242055
2009-06-10,0.23148342143661174
2009-06-11,0.2197638569009927
2009-06-12,0.20932734269559725
2009-06-15,0.25358307751109893
2009-06-16,0.27173429669439964
2009-06-17,0.2578146659909013
2009-06-18,0.2448162053459697
2009-06-19,0.23303955973181892
2009-06-22,0.2948028181683479
2009-06-23,0.29281002032034353
2009-06-24,0.27813990652187975
2009-06-25,0.26751376637474195
2009-06-26,0.2536111495971737
2009-06-29,0.24019384171955782
2009-06-30,0.23300230385127094
2009-07-01,0.22362268847324057
2009-07-02,0.28373372587692147
2009-07-06,0.2840230286438056
2009-07-07,0.309457560256653
2009-07-08,0.3039660283650132
2009-07-09,0.29403728335025814
2009-07-10,0.2783036665227392
2009-07-13,0.26690203371274634
2009-07-14,0.2534347158540045
2009-07-15,0.24625347916323942
2009-07-16,0.23540262700318362
2009-07-17,0.2302262313464736
2009-07-20,0.22054102475503282
2009-07-21,0.21256653640683898
2009-07-22,0.2034213351642349
2009-07-23,0.19879384497514
2009-07-24,0.19018276578070897
2009-07-27,0.182164179793943
2009-07-28,0.1739465814553422
2009-07-29,0.17546114441664856
2009-07-30,0.17047588099200425
2009-07-31,0.17045289319926485
2009-08-03,0.16579181282560368
2009-08-04,0.16023505234498475
2009-08-05,0.17229619264510754
2009-08-06,0.19157722829188234
2009-08-07,0.18655471476218444
2009-08-10,0.17823396645981934
2009-08-11,0.20147752529748822
2009-08-12,0.19430657014110458
2009-08-13,0.18651101093501157
2009-08-14,0.21857462249767243
2009-08-17,0.2647514328573124
2009-08-18,0.25265115871493643
2009-08-19,0.24128912532478541
2009-08-20,0.23055043526308946
2009-08-21,0.22257718751031066
2009-08-24,0.21204320031540744
2009-08-25,0.20236342950246716
2009-08-26,0.19302872843180624
2009-08-27,0.186732869093794
2009-08-28,0.18972467736169696
2009-08-31,0.20898414293912349
2009-09-01,0.2430539569725208
2009-09-02,0.23941399959066723
2009-09-03,0.2288615197013251
2009-09-04,0.2195529375799832
2009-09-08,0.210433113363843
2009-09-09,0.2029626448388964
2009-09-10,0.19524954186886073
2009-09-11,0.1861048930039186
2009-09-14,0.17926508974142177
2009-09-15,0.17248819785712877
2009-09-16,0.168216835067124
2009-09-17,0.16462300932737198
2009-09-18,0.15815243267177398
2009-09-21,0.16090918308163768
2009-09-22,0.15554708444712168
2009-09-23,0.16696224483397437
2009-09-24,0.19990638609109015
2009-09-25,0.20160443745116324
2009-09-28,0.19585572547158278
2009-09-29,0.19459783452032553
2009-09-30,0.20864321699973856
2009-10-01,0.2599325481735598
2009-10-02,0.25970287329946895
2009-10-05,0.24872932517095767
2009-10-06,0.2386966510028995
2009-10-07,0.22644049284525064
2009-10-08,0.21651542670211746
2009-10-09,0.20771676773915004
2009-10-12,0.19767166413019344
2009-10-13,0.1959644824961911
2009-10-14,0.18983276534887228
2009-10-15,0.18212890050730554
2009-10-16,0.19246497135842666
2009-10-19,0.18480599990260058
2009-10-20,0.20275643319017034
2009-10-21,0.21865525468188501
2009-10-22,0.21006113110235317
2009-10-23,0.2407901742181354
2009-10-26,0.24473003411923105
2009-10-27,0.2547167556326046
2009-10-28,0.3087775820878193
2009-10-29,0.29416893717726217
2009-10-30,0.33058947533156585
2009-11-02,0.3146063540362782
2009-11-03,0.29890796242321815
2009-11-04,0.3085185180827887
2009-11-05,0.29598040137819936
2009-11-06,0.27942732436180967
2009-11-09,0.2672174822125229
2009-11-10,0.2639908225677552
2009-11-11,0.2509206886647652
2009-11-12,0.2726902242472216
2009-11-13,0.2593853781538196
2009-11-16,0.24979944195293954
2009-11-17,0.23666708516394924
2009-11-18,0.22803458421914868
2009-11-19,0.2658445967101833
2009-11-20,0.2536207877915373
2009-11-23,0.2430227989304707
2009-11-24,0.2385316356377074
2009-11-25,0.22652728047632587
2009-11-27,0.2748720429581736
2009-11-30,0.26127718384887727
2009-12-01,0.24979212797844533
2009-12-02,0.23858545638827192
2009-12-03,0.24899872770759293
2009-12-04,0.23993377336256771
2009-12-07,0.2277756238055337
2009-12-08,0.2304599687581338
2009-12-09,0.2244119274904968
2009-12-10,0.2203299916035037
2009-12-11,0.210884397715905
2009-12-14,0.20304966289063373
2009-12-15,0.19826459593180018
2009-12-16,0.18989554497143948
2009-12-17,0.20188286405735384
2009-12-18,0.1937242235756799
2009-12-21,0.18679318295912192
2009-12-22,0.1790130039969164
2009-12-23,0.1737134709802323
2009-12-24,0.16659870587732667
2009-12-28,0.16214945328307462
2009-12-29,0.1560408650322088
2009-12-30,0.15057325937894817
2009-12-31,0.16722970908304544
