,"美国SPDR S＆P 500 ETF信托 - 指数GARCH模型波动率预测"
2000-11-21,0.24050990083570367
2000-11-22,0.2851443423952157
2000-11-24,0.2651787480172572
2000-11-27,0.2463760442900243
2000-11-28,0.2713961967309048
2000-11-29,0.25548475570961177
2000-11-30,0.25735652080334004
2000-12-01,0.23971389947184957
2000-12-04,0.22349576371824142
2000-12-05,0.21084890419444918
2000-12-06,0.2368301543300599
2000-12-07,0.2536308727264881
2000-12-08,0.23549841782908013
2000-12-11,0.22180687004689462
2000-12-12,0.21660357337772618
2000-12-13,0.23566972737286393
2000-12-14,0.2500421948391911
2000-12-15,0.28937656021177666
2000-12-18,0.2683948822164834
2000-12-19,0.29923699971761514
2000-12-20,0.35029586295016385
2000-12-21,0.3221457496227445
2000-12-22,0.29894050311056886
2000-12-26,0.27672723320988846
2000-12-27,0.2565999664847991
2000-12-28,0.23822009235158983
2000-12-29,0.26895155102731794
2001-01-02,0.2935951069074551
2001-01-03,0.27490004947253105
2001-01-04,0.27984218052323706
2001-01-05,0.34487509913010544
2001-01-08,0.3173944990071504
2001-01-09,0.2982749060849739
2001-01-10,0.2766775075787694
2001-01-11,0.25604232853182696
2001-01-12,0.2417647418462833
2001-01-16,0.2251683530161377
2001-01-17,0.21008680206048166
2001-01-18,0.1969191590475645
2001-01-19,0.19758195869056466
2001-01-22,0.18534784703362486
2001-01-23,0.17436793856669866
2001-01-24,0.16400402677983245
2001-01-25,0.16021397691837003
2001-01-26,0.15351068536098716
2001-01-29,0.14520815059768513
2001-01-30,0.13791220250579714
2001-01-31,0.14419431639284538
2001-02-01,0.13680812607444048
2001-02-02,0.19440549992219872
2001-02-05,0.1825299898646795
2001-02-06,0.1779896940836744
2001-02-07,0.17926916633933457
2001-02-08,0.19706512020141972
2001-02-09,0.20758485204850569
2001-02-12,0.1947811818426
2001-02-13,0.20186800935264607
2001-02-14,0.1921479835959774
2001-02-15,0.1806773555263636
2001-02-16,0.22851462972860184
2001-02-20,0.250809839519904
2001-02-21,0.28731912014343913
2001-02-22,0.26560551801496896
2001-02-23,0.2617361686890064
2001-02-26,0.2442906244619306
2001-02-27,0.2488272268060712
2001-02-28,0.2803157619542647
2001-03-01,0.259643142023817
2001-03-02,0.25929175459316095
2001-03-05,0.24112593639009472
2001-03-06,0.22494564143365836
2001-03-07,0.2100927395223357
2001-03-08,0.1962055779023624
2001-03-09,0.2659082420685752
2001-03-12,0.3668725844213492
2001-03-13,0.3376092463188768
2001-03-14,0.3580353340104856
2001-03-15,0.3284835393136162
2001-03-16,0.3507435422071232
2001-03-19,0.3236083354921502
2001-03-20,0.3651307283699908
2001-03-21,0.37504622595088194
2001-03-22,0.3669643753826794
2001-03-23,0.33877616858332876
2001-03-26,0.31237417562916436
2001-03-27,0.2894813465493071
2001-03-28,0.33806902963743957
2001-03-29,0.3110328587143166
2001-03-30,0.28749382393366296
2001-04-02,0.31856953526663534
2001-04-03,0.37970790826634093
2001-04-04,0.34801240839947073
2001-04-05,0.3225574218646968
2001-04-06,0.33312370134831293
2001-04-09,0.3072167632145095
2001-04-10,0.2847096415648757
2001-04-11,0.2632055637709811
2001-04-12,0.2453590454823298
2001-04-16,0.25295777987640544
2001-04-17,0.23584299608001927
2001-04-18,0.22251179384473083
2001-04-19,0.20839843281560444
2001-04-20,0.2165227590808874
2001-04-23,0.24785297738780546
2001-04-24,0.24262444312146295
2001-04-25,0.22648077534307412
2001-04-26,0.21125952286228425
2001-04-27,0.19851870239350247
2001-04-30,0.1862241488099758
2001-05-01,0.17477126651712518
2001-05-02,0.1683144058005731
2001-05-03,0.19019243833549218
2001-05-04,0.17950025626722652
2001-05-07,0.18933656699116522
2001-05-08,0.17842982149853764
2001-05-09,0.17729146172334415
2001-05-10,0.16665557056396285
2001-05-11,0.17336408970718245
2001-05-14,0.1630111002355361
2001-05-15,0.15380835985082214
2001-05-16,0.146972354543295
2001-05-17,0.1389283746395962
2001-05-18,0.13182180244557423
2001-05-21,0.12614843257052383
2001-05-22,0.12271625026865839
2001-05-23,0.1634201750090851
2001-05-24,0.15404374106077792
2001-05-25,0.17508481144862337
2001-05-29,0.18362510612658609
2001-05-30,0.20737254302341956
2001-05-31,0.1940815539921298
2001-06-01,0.18214280551259773
2001-06-04,0.17121155334848173
2001-06-05,0.16182766388970707
2001-06-06,0.1725923335493208
2001-06-07,0.16243950381603608
2001-06-08,0.1757195447296629
2001-06-11,0.18195150123041032
2001-06-12,0.1746571762052736
2001-06-13,0.18483701901945943
2001-06-14,0.23324811510492427
2001-06-15,0.21712044399365066
2001-06-18,0.2137267124156454
2001-06-19,0.19975209335573932
2001-06-20,0.1871978749879389
2001-06-21,0.1763281282155516
2001-06-22,0.18442919617023765
2001-06-25,0.19518577304711532
2001-06-26,0.1858319143742538
2001-06-27,0.17546732003424456
2001-06-28,0.1652082540310865
2001-06-29,0.15573138989940338
2001-07-02,0.1478203111889567
2001-07-03,0.14014581606312762
2001-07-05,0.18628550668261876
2001-07-06,0.23192210502666621
2001-07-09,0.21624004994450033
2001-07-10,0.23093982852682643
2001-07-11,0.21499452644195388
2001-07-12,0.20246016497079122
2001-07-13,0.18992334453668405
2001-07-16,0.20885429466496494
2001-07-17,0.19575881589343558
2001-07-18,0.19934450782502136
2001-07-19,0.18711432654930515
2001-07-20,0.18946536042242657
2001-07-23,0.22884351596669722
2001-07-24,0.23608259402166862
2001-07-25,0.22043330419879842
2001-07-26,0.20629776537810582
2001-07-27,0.19299928704531527
2001-07-30,0.18068544490356714
2001-07-31,0.16983304978713654
2001-08-01,0.16014994723695666
2001-08-02,0.15115984466782176
2001-08-03,0.15572334738246543
2001-08-06,0.18117953526819744
2001-08-07,0.17026310698445507
2001-08-08,0.20886563623535587
2001-08-09,0.19524850934130075
2001-08-10,0.18297572297985326
2001-08-13,0.1715946187967443
2001-08-14,0.16221401419112963
2001-08-15,0.17379316672412642
2001-08-16,0.1635201455478804
2001-08-17,0.1954687013309292
2001-08-20,0.1836475428640416
2001-08-21,0.21604167098039212
2001-08-22,0.20232681483184575
2001-08-23,0.1974199777124899
2001-08-24,0.18634434254894888
2001-08-27,0.18873287789889712
2001-08-28,0.21358995481997742
2001-08-29,0.22058135641980262
2001-08-30,0.2543914526866027
2001-08-31,0.23658481608082965
2001-09-04,0.23494314546289705
2001-09-05,0.2187159253460982
2001-09-06,0.27223179608561526
2001-09-07,0.2975493888415838
2001-09-10,0.27560500213167394
2001-09-17,0.40861689392388073
2001-09-18,0.3786106733836224
2001-09-19,0.395000821264969
2001-09-20,0.4403177579884781
2001-09-21,0.42582073552141636
2001-09-24,0.3912111026031853
2001-09-25,0.35869362971761853
2001-09-26,0.33702111091146797
2001-09-27,0.3104890200957193
2001-09-28,0.28786339885438716
2001-10-01,0.26965934510044337
2001-10-02,0.2506924075435872
2001-10-03,0.23402249891837323
2001-10-04,0.21775618567563126
2001-10-05,0.2075175876883692
2001-10-08,0.20919108202789144
2001-10-09,0.20780567557215562
2001-10-10,0.1958534738012068
2001-10-11,0.1845039902007542
2001-10-12,0.1836236651415062
2001-10-15,0.17636485364153484
2001-10-16,0.1660889303957371
2001-10-17,0.21375948821046517
2001-10-18,0.20430380613194654
2001-10-19,0.19238351384669114
2001-10-22,0.1817051534767245
2001-10-23,0.1824495524795827
2001-10-24,0.1772798059565725
2001-10-25,0.1678679481020722
2001-10-26,0.1630757063452432
2001-10-29,0.2270520266370684
2001-10-30,0.24047757483807095
2001-10-31,0.23127578083318626
2001-11-01,0.2172796262883384
2001-11-02,0.2031555610855878
2001-11-05,0.19091126944211545
2001-11-06,0.18003245707371768
2001-11-07,0.1719817397283793
2001-11-08,0.16184650505957798
2001-11-09,0.15245623135838035
2001-11-12,0.158566803083117
2001-11-13,0.15122169844304753
2001-11-14,0.14275975903594124
2001-11-15,0.1351017150150212
2001-11-16,0.13858592655821875
2001-11-19,0.13214705445071412
2001-11-20,0.1461055933220902
2001-11-21,0.15408015186908405
2001-11-23,0.14647003324912575
2001-11-26,0.13851929468489219
2001-11-27,0.14136439551740038
2001-11-28,0.18277370926913972
2001-11-29,0.17249111977142476
2001-11-30,0.17921060906095934
2001-12-03,0.18231794535919935
2001-12-04,0.1723563680285704
2001-12-05,0.16342503235428776
2001-12-06,0.1549762763780315
2001-12-07,0.1621655376459499
2001-12-10,0.20237264439642033
2001-12-11,0.19373794672185415
2001-12-12,0.18141965163675075
2001-12-13,0.22109115043348074
2001-12-14,0.20681413394640125
2001-12-17,0.19399467002987478
2001-12-18,0.18204496367655984
2001-12-19,0.1713043291922303
2001-12-20,0.18512065362892385
2001-12-21,0.1740121961242947
2001-12-24,0.16786997468278833
2001-12-26,0.158301775226938
2001-12-27,0.1496369121573952
2001-12-28,0.14241790645842256
2001-12-31,0.1730521597669327
2002-01-02,0.16344330393136333
2002-01-03,0.15475168548355137
2002-01-04,0.14645015165577674
2002-01-07,0.15550664988996452
2002-01-08,0.15197073560393132
2002-01-09,0.16333318095230986
2002-01-10,0.15408401980737652
2002-01-11,0.1696679698705681
2002-01-14,0.1744409791304784
2002-01-15,0.1644909274093863
2002-01-16,0.20913319105297465
2002-01-17,0.1958617083556661
2002-01-18,0.1939399092502624
2002-01-22,0.1978700573608852
2002-01-23,0.18569110156386065
2002-01-24,0.1742885056450941
2002-01-25,0.1643023067397412
2002-01-28,0.15482872291664748
2002-01-29,0.24055898403510104
2002-01-30,0.22473061473684441
2002-01-31,0.21026880795781386
2002-02-01,0.2071941350521293
2002-02-04,0.25967245136902756
2002-02-05,0.25507360584741023
2002-02-06,0.24648530909569438
2002-02-07,0.24347479541012043
2002-02-08,0.22773308060095268
2002-02-11,0.21301779643964025
2002-02-12,0.20598836277809482
2002-02-13,0.19327113907668675
2002-02-14,0.18520197191174828
2002-02-15,0.19914068695271692
2002-02-19,0.23573131060595237
2002-02-20,0.22058364127922087
2002-02-21,0.25868342273906925
2002-02-22,0.24083967115074711
2002-02-25,0.22515150898894729
2002-02-26,0.21441348185223802
2002-02-27,0.20033169794118952
2002-02-28,0.19773921917515505
2002-03-01,0.18683837186188496
2002-03-04,0.17651432009896537
2002-03-05,0.17314380381636532
2002-03-06,0.1636169746695006
2002-03-07,0.15894576433488247
2002-03-08,0.15007200071965457
2002-03-11,0.1418076105150919
2002-03-12,0.13546491545784098
2002-03-13,0.15255128672023716
2002-03-14,0.14707209374997013
2002-03-15,0.1396736686709417
2002-03-18,0.13214086619967344
2002-03-19,0.1257793467942969
2002-03-20,0.17212286077102018
2002-03-21,0.16175453625787442
2002-03-22,0.15733331179378385
2002-03-25,0.17974051296243704
2002-03-26,0.16911336079683356
2002-03-27,0.15919749244256332
2002-03-28,0.15096397411303136
2002-04-01,0.1424822553162323
2002-04-02,0.14793578147290803
2002-04-03,0.1567590651924156
2002-04-04,0.15753741155674736
2002-04-05,0.14845679856443086
2002-04-08,0.14033219388294335
2002-04-09,0.14984347313113108
2002-04-10,0.14235451099280277
2002-04-11,0.20656901219689267
2002-04-12,0.1935437159920208
2002-04-15,0.19938009027984716
2002-04-16,0.18836138776299138
2002-04-17,0.18130981440617053
2002-04-18,0.18025124465589693
2002-04-19,0.16939944628008674
2002-04-22,0.20245829792824002
2002-04-23,0.1992918493064882
2002-04-24,0.21065083147236807
2002-04-25,0.19666426721700106
2002-04-26,0.2330094418687792
2002-04-29,0.2281982453920275
2002-04-30,0.2132013780443269
2002-05-01,0.19991558818661442
2002-05-02,0.19583327194325278
2002-05-03,0.20970867793203027
2002-05-06,0.2460725380858254
2002-05-07,0.23656857187716207
2002-05-08,0.22296264799288693
2002-05-09,0.23566122633984574
2002-05-10,0.2665079781169787
2002-05-13,0.2484915773220493
2002-05-14,0.23244795288408113
2002-05-15,0.22525658170184507
2002-05-16,0.2102158890283986
2002-05-17,0.1966251815002341
2002-05-20,0.21033543210785957
2002-05-21,0.2181415586265029
2002-05-22,0.20355966299834552
2002-05-23,0.1910784383440476
2002-05-24,0.21067882285602416
2002-05-28,0.20935226103388518
2002-05-29,0.2129847881892038
2002-05-30,0.20515152936305397
2002-05-31,0.19181963403155583
2002-06-03,0.2523417682429922
2002-06-04,0.23435419347645564
2002-06-05,0.21874449753079506
2002-06-06,0.25609232163421064
2002-06-07,0.2401246401350765
2002-06-10,0.22348956217237528
2002-06-11,0.25116526750329154
2002-06-12,0.23358878483351891
2002-06-13,0.2412891775442902
2002-06-14,0.227572960608241
2002-06-17,0.21404388428544274
2002-06-18,0.20034522005777927
2002-06-19,0.24916394121140403
2002-06-20,0.26211922783344227
2002-06-21,0.2808593462927663
2002-06-24,0.26012903644153224
2002-06-25,0.29786393739424044
2002-06-26,0.2750365117579846
2002-06-27,0.25590159671248636
2002-06-28,0.2482560887470839
2002-07-01,0.27930009022554936
2002-07-02,0.3111185259671947
2002-07-03,0.2871865637525544
2002-07-05,0.2685304273262157
2002-07-08,0.278526598370784
2002-07-09,0.3215722376076641
2002-07-10,0.39141286386627616
2002-07-11,0.3586911356585217
2002-07-12,0.3545115981177485
2002-07-15,0.3257613402477341
2002-07-16,0.34646083415012435
2002-07-17,0.3183457516600465
2002-07-18,0.3766611623196636
2002-07-19,0.4343875688829044
2002-07-22,0.4682751921680242
2002-07-23,0.4915823507816366
2002-07-24,0.45096319716801725
2002-07-25,0.42986162424668706
2002-07-26,0.3935195405567556
2002-07-29,0.3637245380779251
2002-07-30,0.3345498958302035
2002-07-31,0.30779025130760723
2002-08-01,0.34940660898157033
2002-08-02,0.3754056973462177
2002-08-05,0.43211868369696765
2002-08-06,0.3966504930036014
2002-08-07,0.36405999121023996
2002-08-08,0.3363654637444219
2002-08-09,0.30951097557275736
2002-08-12,0.30220210191194896
2002-08-13,0.3230283318843721
2002-08-14,0.30023869304271894
2002-08-15,0.2781370525478402
2002-08-16,0.26405243342942325
2002-08-19,0.24653350928423504
2002-08-20,0.2541843331128022
2002-08-21,0.23696727115785418
2002-08-22,0.22112254973204337
2002-08-23,0.26146615612732754
2002-08-26,0.24290180979152876
2002-08-27,0.25339299990331227
2002-08-28,0.2904222016306605
2002-08-29,0.26829195738970635
2002-08-30,0.25738633530162397
2002-09-03,0.3440973426226945
2002-09-04,0.3172225193771716
2002-09-05,0.31179198450248846
2002-09-06,0.28843015376343717
2002-09-09,0.26706678715257726
2002-09-10,0.24828217495422422
2002-09-11,0.2449640259303394
2002-09-12,0.2734708247692978
2002-09-13,0.2532943260319899
2002-09-16,0.2352056785028797
2002-09-17,0.27775553423829386
2002-09-18,0.28049487268041107
2002-09-19,0.32526564466601754
2002-09-20,0.29936076897282315
2002-09-23,0.2951897071376304
2002-09-24,0.3114440893643673
2002-09-25,0.28899610239586276
2002-09-26,0.2682952917961849
2002-09-27,0.34194832241144274
2002-09-30,0.3412591660307456
2002-10-01,0.3173490412778964
2002-10-02,0.36868253172614507
2002-10-03,0.36123362634173467
2002-10-04,0.3750844560895586
2002-10-07,0.3932065289386737
2002-10-08,0.3608750165916172
2002-10-09,0.4011555982408821
2002-10-10,0.36921320669770197
2002-10-11,0.34182345969813127
2002-10-14,0.3145115012205436
2002-10-15,0.2935563509788197
2002-10-16,0.331883609718829
2002-10-17,0.30680906570699634
2002-10-18,0.2832229757629137
2002-10-21,0.2632068562936764
2002-10-22,0.2607140847748736
2002-10-23,0.24227713222671263
2002-10-24,0.2765855007045742
2002-10-25,0.25755184332479547
2002-10-28,0.25399733463168467
2002-10-29,0.2634093210195873
2002-10-30,0.2448639622320933
2002-10-31,0.2516601708653954
2002-11-01,0.23513265107168763
2002-11-04,0.21945644488143884
2002-11-05,0.20520784195541847
2002-11-06,0.19275496569479086
2002-11-07,0.24646240686968873
2002-11-08,0.25826902253270717
2002-11-11,0.27726122051235363
2002-11-12,0.25712606402307797
2002-11-13,0.2385288888164283
2002-11-14,0.22326297498689746
2002-11-15,0.20859598653857173
2002-11-18,0.21902569986191117
2002-11-19,0.20719267554621712
2002-11-20,0.19529703223551553
2002-11-21,0.18425216525186347
2002-11-22,0.18976146605673133
2002-11-25,0.17777847113753675
2002-11-26,0.21681091116454446
2002-11-27,0.2044502883343528
2002-11-29,0.19837876499262716
2002-12-02,0.1856579176873424
2002-12-03,0.20743262617052316
2002-12-04,0.20424909497963512
2002-12-05,0.21765843333075793
2002-12-06,0.2034767023518909
2002-12-09,0.26493402725961795
2002-12-10,0.24652712061759047
2002-12-11,0.22900269256058978
2002-12-12,0.21343250736474048
2002-12-13,0.2384300878664436
2002-12-16,0.22373315355574822
2002-12-17,0.22916131872547776
2002-12-18,0.24119699251856358
2002-12-19,0.240839514199809
2002-12-20,0.22496535733307915
2002-12-23,0.20955907711192087
2002-12-24,0.21324676128841913
2002-12-26,0.1989992874359102
2002-12-27,0.24542615508539428
2002-12-30,0.2286164482271562
2002-12-31,0.21293213003208322
2003-01-02,0.201276740832119
2003-01-03,0.18839897770423278
2003-01-06,0.17792476724728348
2003-01-07,0.17270443190607473
2003-01-08,0.19901676210811992
2003-01-09,0.18736828973975292
2003-01-10,0.17577596764063055
2003-01-13,0.16577767642236996
2003-01-14,0.15621265889805475
2003-01-15,0.17197111617943286
2003-01-16,0.17121037585380158
2003-01-17,0.1986272700310811
2003-01-21,0.2248866514491245
2003-01-22,0.23879734671892816
2003-01-23,0.22247945792814222
2003-01-24,0.27696057842227295
2003-01-27,0.2889924836392809
2003-01-28,0.267575413668745
2003-01-29,0.24842458573981765
2003-01-30,0.29137904591785596
2003-01-31,0.2706574728323606
2003-02-03,0.25073567835471683
2003-02-04,0.2560827764610498
2003-02-05,0.2519181867194189
2003-02-06,0.2446418754015755
2003-02-07,0.2565858242382069
2003-02-10,0.23853152999132005
2003-02-11,0.23789972005027668
2003-02-12,0.26045109176196596
2003-02-13,0.24167383308914517
2003-02-14,0.22632979035027626
2003-02-18,0.21218279572104806
2003-02-19,0.2102767776051364
2003-02-20,0.2203213562049762
2003-02-21,0.20616341382505288
2003-02-24,0.23330574703594423
2003-02-25,0.2176905014004975
2003-02-26,0.23892742831244804
2003-02-27,0.22316695723157584
2003-02-28,0.2084501206523997
2003-03-03,0.21759127188377755
2003-03-04,0.2425855947907872
2003-03-05,0.2260737260275948
2003-03-06,0.2304325211423075
2003-03-07,0.21501515481472463
2003-03-10,0.26372311844053414
2003-03-11,0.2675969798035845
2003-03-12,0.24837538283815488
2003-03-13,0.23335893726189277
2003-03-14,0.21735181158665323
2003-03-17,0.20520753494937755
2003-03-18,0.19217985014043484
2003-03-19,0.1805424326855047
2003-03-20,0.16954264242366876
2003-03-21,0.16110795511085108
2003-03-24,0.25211802236254355
2003-03-25,0.23472498460964908
2003-03-26,0.22999285901957917
2003-03-27,0.21412610490082706
2003-03-28,0.21154638640260437
2003-03-31,0.2568616047602288
2003-04-01,0.23944536412300824
2003-04-02,0.2245108923860934
2003-04-03,0.22017330083368422
2003-04-04,0.20569423813028892
2003-04-07,0.19655512814475232
2003-04-08,0.18400704877802918
2003-04-09,0.20534165286176112
2003-04-10,0.192272534700097
2003-04-11,0.18957951155122224
2003-04-14,0.17923858959498648
2003-04-15,0.1689448182099706
2003-04-16,0.20319903346226822
2003-04-17,0.19109274711511162
2003-04-21,0.17901377824067063
2003-04-22,0.16951380474757802
2003-04-23,0.1601000587132934
2003-04-24,0.17263576570340228
2003-04-25,0.19311337188294342
2003-04-28,0.18216722317694806
2003-04-29,0.17112535405368778
2003-04-30,0.16583710200072843
2003-05-01,0.15626296605402062
2003-05-02,0.14844942290221272
2003-05-05,0.1446145971885273
2003-05-06,0.13742451528020755
2003-05-07,0.143451033596834
2003-05-08,0.16083642124842246
2003-05-09,0.15258289261906133
2003-05-12,0.14493022293503863
2003-05-13,0.1410994627913232
2003-05-14,0.13832533694157406
2003-05-15,0.1314151840542028
2003-05-16,0.13047738838588088
2003-05-19,0.19198345241192014
2003-05-20,0.18444162979110765
2003-05-21,0.17307065262487456
2003-05-22,0.16339264732539224
2003-05-23,0.15394287940661627
2003-05-27,0.14659810203409865
2003-05-28,0.1386925145781127
2003-05-29,0.1373938151446418
2003-05-30,0.13136157657397388
2003-06-02,0.12485356446653816
2003-06-03,0.11887880416626002
2003-06-04,0.11424319848463627
2003-06-05,0.1091908496166231
2003-06-06,0.11361178002302402
2003-06-09,0.13453601867158102
2003-06-10,0.12826225134465713
2003-06-11,0.12254357167962748
2003-06-12,0.11667336714092037
2003-06-13,0.13802613013484077
2003-06-16,0.1323540175438585
2003-06-17,0.12542233580985485
2003-06-18,0.12112162119126378
2003-06-19,0.1565280972860783
2003-06-20,0.15266104925618715
2003-06-23,0.16956003184713075
2003-06-24,0.15947094782436078
2003-06-25,0.17508106922223202
2003-06-26,0.16546994893333353
2003-06-27,0.18446157648681202
2003-06-30,0.1736194424596508
2003-07-01,0.16383207378288295
2003-07-02,0.1552081166692
2003-07-03,0.17206824227613882
2003-07-07,0.16328912639854498
2003-07-08,0.1540486977549632
2003-07-09,0.1587451580363949
2003-07-10,0.1818118411985314
2003-07-11,0.17129020637502895
2003-07-14,0.16136224465468993
2003-07-15,0.1570032325781861
2003-07-16,0.16199606661891516
2003-07-17,0.1889159813250324
2003-07-18,0.17779533852157095
2003-07-21,0.19769199680310784
2003-07-22,0.1856438008660672
2003-07-23,0.1740512200474332
2003-07-24,0.1816926712886351
2003-07-25,0.1718490081437772
2003-07-28,0.17007725773894639
2003-07-29,0.17072485232092016
2003-07-30,0.1660405227647757
2003-07-31,0.1563765693446432
2003-08-01,0.16914204326541643
2003-08-04,0.15900837713780994
2003-08-05,0.20766429062311123
2003-08-06,0.19439545365054195
2003-08-07,0.18277949994460538
2003-08-08,0.171628025683453
2003-08-11,0.16157746006173013
2003-08-12,0.15287226903529627
2003-08-13,0.15643733505784352
2003-08-14,0.14766453223438591
2003-08-15,0.1396890486759789
2003-08-18,0.1328526836763187
2003-08-19,0.12619257284008437
2003-08-20,0.1295241166733053
2003-08-21,0.12309120423490867
2003-08-22,0.14225930282410357
2003-08-25,0.1346236888515539
2003-08-26,0.12765123031134482
2003-08-27,0.12113326132817526
2003-08-28,0.1156344308586331
2003-08-29,0.11062194972065896
2003-09-02,0.1065558529598445
2003-09-03,0.10214479193771947
2003-09-04,0.09765542565572075
2003-09-05,0.10745215046708
2003-09-08,0.10320586378689925
2003-09-09,0.1150312999144146
2003-09-10,0.13559427200291316
2003-09-11,0.12863453719744167
2003-09-12,0.12216491542173637
2003-09-15,0.12448725910710703
2003-09-16,0.11941115676518674
2003-09-17,0.1180954029587943
2003-09-18,0.1133048712103765
2003-09-19,0.12026949787872235
2003-09-22,0.14231343576767447
2003-09-23,0.13485635023980147
2003-09-24,0.17626787909315753
2003-09-25,0.18533119111471766
2003-09-26,0.18135428530917047
2003-09-29,0.17090247745424872
2003-09-30,0.18440910931946936
2003-10-01,0.17460782456694204
2003-10-02,0.164272625838878
2003-10-03,0.15533010860744287
2003-10-06,0.14680356589674518
2003-10-07,0.13896374088228916
2003-10-08,0.13731950305765017
2003-10-09,0.1301934191885289
2003-10-10,0.12367078118941434
2003-10-13,0.1177145870315145
2003-10-14,0.11226920646374945
2003-10-15,0.11326762273483099
2003-10-16,0.1082133542590747
2003-10-17,0.13193228899704576
2003-10-20,0.1256532027446973
2003-10-21,0.12326378008157952
2003-10-22,0.15020371766371166
2003-10-23,0.14600376995132697
2003-10-24,0.13809893974973161
2003-10-27,0.13072587349105763
2003-10-28,0.1250521448036778
2003-10-29,0.11883280607643665
2003-10-30,0.11317833891694999
2003-10-31,0.11001172537507081
2003-11-03,0.10542451783147978
2003-11-04,0.10579446639593208
2003-11-05,0.10105132418726635
2003-11-06,0.09704559402672541
2003-11-07,0.11187999070432568
2003-11-10,0.11644500676284922
2003-11-11,0.11146401876839
2003-11-12,0.10715079971703433
2003-11-13,0.10226347617795906
2003-11-14,0.11951834637410275
2003-11-17,0.12585036114370113
2003-11-18,0.1460381474820877
2003-11-19,0.13864519263212843
2003-11-20,0.15357893527434027
2003-11-21,0.14517304708519416
2003-11-24,0.138245100166335
2003-11-25,0.13113195811853035
2003-11-26,0.12459881909552754
2003-11-28,0.11836853162897645
2003-12-01,0.11347320970167363
2003-12-02,0.11402920994201442
2003-12-03,0.11230533878672021
2003-12-04,0.10733612793463346
2003-12-05,0.11994364676797183
2003-12-08,0.11458645993310031
2003-12-09,0.12850425393736972
2003-12-10,0.12211646129822137
2003-12-11,0.11695590399804535
2003-12-12,0.11143880778256739
2003-12-15,0.11837647232452908
2003-12-16,0.11301696421334277
2003-12-17,0.10791191074204923
2003-12-18,0.10387758083436482
2003-12-19,0.10586003381824512
2003-12-22,0.10163003256911807
2003-12-23,0.09719269046589872
2003-12-24,0.09538695759903448
2003-12-26,0.09142083460568494
2003-12-29,0.08879756145300387
2003-12-30,0.08526260094554938
2003-12-31,0.0820390204719681
2004-01-02,0.08002868285808531
2004-01-05,0.07800499599384644
2004-01-06,0.0752859309565871
2004-01-07,0.0729509377595655
2004-01-08,0.07082101721946671
2004-01-09,0.09243681084935806
2004-01-12,0.08924301855047262
2004-01-13,0.10038435555404039
2004-01-14,0.09668448479461429
2004-01-15,0.09276844269470087
2004-01-16,0.08926443412692425
2004-01-20,0.08628863239152652
2004-01-21,0.08357701502207411
2004-01-22,0.08668145614835966
2004-01-23,0.09114261286577208
2004-01-26,0.08847824681807387
2004-01-27,0.11269728940839704
2004-01-28,0.13743547140385556
2004-01-29,0.1301580513068631
2004-01-30,0.1234086120171522
2004-02-02,0.11757025338069149
2004-02-03,0.11575850707399436
2004-02-04,0.13081993059163424
2004-02-05,0.12425742006013163
2004-02-06,0.11892088546592647
2004-02-09,0.1131077901826395
2004-02-10,0.10800264330098593
2004-02-11,0.10390978009792919
2004-02-12,0.10797570226676
2004-02-13,0.11395867935352709
2004-02-17,0.10926704095929385
2004-02-18,0.11485865209029748
2004-02-19,0.11826894030133188
2004-02-20,0.11973091179808161
2004-02-23,0.1197973604049772
2004-02-24,0.1179680490641428
2004-02-25,0.11255767161770892
2004-02-26,0.10727765265888324
2004-02-27,0.10241531975246672
2004-03-01,0.09869140813667622
2004-03-02,0.1090666031377158
2004-03-03,0.10415902015668158
2004-03-04,0.09969336286834747
2004-03-05,0.0956293846053607
2004-03-08,0.12499826798800054
2004-03-09,0.12824066702883294
2004-03-10,0.16741510684523064
2004-03-11,0.19017567667817037
2004-03-12,0.17917130238964052
2004-03-15,0.19863132985508603
2004-03-16,0.18618842069258765
2004-03-17,0.17539858608324072
2004-03-18,0.16471674231844194
2004-03-19,0.19149466937750514
2004-03-22,0.21073126678307613
2004-03-23,0.20064222486804717
2004-03-24,0.18764239073301106
2004-03-25,0.1768831953578406
2004-03-26,0.16606541120895707
2004-03-29,0.1573596414586663
2004-03-30,0.14855689819055864
2004-03-31,0.14034311155165402
2004-04-01,0.13323487786612034
2004-04-02,0.12685417470465843
2004-04-05,0.12083211990195324
2004-04-06,0.12249167743157083
2004-04-07,0.12193070917533451
2004-04-08,0.12118045535481371
2004-04-12,0.11549058507081865
2004-04-13,0.14784086931562598
2004-04-14,0.1397255389683647
2004-04-15,0.14115853045423787
2004-04-16,0.13411954488440528
2004-04-19,0.12704056328590488
2004-04-20,0.16644245492061213
2004-04-21,0.15710234600412562
2004-04-22,0.149195361053888
2004-04-23,0.1409101743665091
2004-04-26,0.13650195690904948
2004-04-27,0.1292959321865928
2004-04-28,0.15653865005167253
2004-04-29,0.16906403047366403
2004-04-30,0.17776670554409227
2004-05-03,0.16772234555955864
2004-05-04,0.15956257455932454
2004-05-05,0.15081513518211626
2004-05-06,0.16348122828019127
2004-05-07,0.1969805117264142
2004-05-10,0.20924389883578445
2004-05-11,0.19603712505543436
2004-05-12,0.18392869596667077
2004-05-13,0.1821897011359314
2004-05-14,0.17089775890865277
2004-05-17,0.1813724874395232
2004-05-18,0.17053049228803627
