,"iShares MSCI United Kingdom ETF - GARCH Volatility"
2002-11-25,0.2497930359317489
2002-11-26,0.28284546664212246
2002-11-27,0.2821182326614145
2002-11-29,0.28340802952633504
2002-12-02,0.2886472289837545
2002-12-03,0.2739453938287702
2002-12-04,0.26175446128003244
2002-12-05,0.2521472569749669
2002-12-06,0.244954870129173
2002-12-09,0.23848049731581825
2002-12-10,0.22670370177833443
2002-12-11,0.21686855373705058
2002-12-12,0.2162549079211845
2002-12-13,0.208983781188876
2002-12-16,0.23753605957833013
2002-12-17,0.2582663392701418
2002-12-18,0.24569599996743943
2002-12-19,0.23333701463762668
2002-12-20,0.2347775312929242
2002-12-23,0.22361716660399755
2002-12-24,0.21266497031716342
2002-12-26,0.20339507073673146
2002-12-27,0.20937657462094464
2002-12-30,0.26721130515006286
2002-12-31,0.2536766224940722
2003-01-02,0.24747940277930203
2003-01-03,0.23585245218144335
2003-01-06,0.22413602120141243
2003-01-07,0.25396087100181397
2003-01-08,0.24142245711615146
2003-01-09,0.23551757131899947
2003-01-10,0.22393844779313804
2003-01-13,0.21611561072722166
2003-01-14,0.21983373626447783
2003-01-15,0.2245886079034286
2003-01-16,0.2145513588863981
2003-01-17,0.22037253458632272
2003-01-21,0.245181452805876
2003-01-22,0.2406381141880895
2003-01-23,0.23064092091387425
2003-01-24,0.23278151215249032
2003-01-27,0.27091018585501725
2003-01-28,0.2571810887293232
2003-01-29,0.2521514544871792
2003-01-30,0.2443482817619146
2003-01-31,0.31116513686465586
2003-02-03,0.29489837029051214
2003-02-04,0.29781600628576027
2003-02-05,0.282345069728515
2003-02-06,0.2755725407220393
2003-02-07,0.26381512162876486
2003-02-10,0.2549913951489344
2003-02-11,0.2452645371838334
2003-02-12,0.2333150359492504
2003-02-13,0.2217634090647057
2003-02-14,0.2163344826882668
2003-02-18,0.21573876703087
2003-02-19,0.22461503066357782
2003-02-20,0.21360529206927437
2003-02-21,0.20328830561544853
2003-02-24,0.19434359366853338
2003-02-25,0.18851377456302762
2003-02-26,0.21681184100505213
2003-02-27,0.2062850610199391
2003-02-28,0.2157722299092263
2003-03-03,0.20698666043974911
2003-03-04,0.2131066212016886
2003-03-05,0.21117773746301954
2003-03-06,0.20819409501712577
2003-03-07,0.20834092636829663
2003-03-10,0.21339135596363787
2003-03-11,0.20500585552612882
2003-03-12,0.2109993819896163
2003-03-13,0.3413315256462549
2003-03-14,0.3332734120808319
2003-03-17,0.36468647575691643
2003-03-18,0.34535735231785647
2003-03-19,0.33192491319574075
2003-03-20,0.3167782208422795
2003-03-21,0.34031438817658
2003-03-24,0.38834915990639146
2003-03-25,0.36818189309090144
2003-03-26,0.34894822366649186
2003-03-27,0.3306653891776399
2003-03-28,0.32510922349265947
2003-03-31,0.31609322295803816
2003-04-01,0.31355307684664807
2003-04-02,0.3061160838636219
2003-04-03,0.29128826546910536
2003-04-04,0.27945455873898356
2003-04-07,0.26504795415169685
2003-04-08,0.252099480364399
2003-04-09,0.24174050632858368
2003-04-10,0.22978398116491933
2003-04-11,0.218784296511427
2003-04-14,0.233148589530368
2003-04-15,0.22160238717125771
2003-04-16,0.23554956166378233
2003-04-17,0.25100900143221955
2003-04-21,0.25003493835862217
2003-04-22,0.2828637304427699
2003-04-23,0.2690079976506275
2003-04-24,0.2578548847704848
2003-04-25,0.24971024728673033
2003-04-28,0.2509125536915202
2003-04-29,0.2410072364058806
2003-04-30,0.22984231725250248
2003-05-01,0.22088937050025745
2003-05-02,0.21863698680689872
2003-05-05,0.20799470570185194
2003-05-06,0.20916915642608497
2003-05-07,0.1991244886999085
2003-05-08,0.24080461623482222
2003-05-09,0.24260205934822565
2003-05-12,0.2610915494611038
2003-05-13,0.2522545214659194
2003-05-14,0.2394943498289678
2003-05-15,0.24328981976235667
2003-05-16,0.24342925050207098
2003-05-19,0.278219534181193
2003-05-20,0.2752297251388374
2003-05-21,0.2611067023268457
2003-05-22,0.2492712763236069
2003-05-23,0.23669333070452156
2003-05-27,0.2288383403190995
2003-05-28,0.21870572832004198
2003-05-29,0.21296011739290527
2003-05-30,0.203885049966887
2003-06-02,0.19503640275599834
2003-06-03,0.18648432427418665
2003-06-04,0.1878763934080064
2003-06-05,0.19677142475471382
2003-06-06,0.18751516738653437
2003-06-09,0.20318154640616357
2003-06-10,0.194758410344714
2003-06-11,0.23920228677836672
2003-06-12,0.2386854071785705
2003-06-13,0.23031662553971222
2003-06-16,0.22642535723721405
2003-06-17,0.2257420324175363
2003-06-18,0.21566312063030157
2003-06-19,0.23927559925742534
2003-06-20,0.23083106550029178
2003-06-23,0.23914644467355142
2003-06-24,0.22911353342829838
2003-06-25,0.24536079148877882
2003-06-26,0.26410797110272916
2003-06-27,0.2605107828862368
2003-06-30,0.2473657381287878
2003-07-01,0.23681632122807753
2003-07-02,0.2269749880493443
2003-07-03,0.21627192050749447
2003-07-07,0.20629636060774317
2003-07-08,0.196430662575882
2003-07-09,0.18808170245933017
2003-07-10,0.18942425715836927
2003-07-11,0.1812306431043051
2003-07-14,0.18206261230686546
2003-07-15,0.21471942902308583
2003-07-16,0.209404315141785
2003-07-17,0.20370259792157783
2003-07-18,0.19410667685579494
2003-07-21,0.1869534530304268
2003-07-22,0.19590036753411158
2003-07-23,0.1913320130035745
2003-07-24,0.18255207804897758
2003-07-25,0.20162668573380857
2003-07-28,0.1929076701429987
2003-07-29,0.18386367341049184
2003-07-30,0.17938439731481665
2003-07-31,0.18174827977177663
2003-08-01,0.17449832090882708
2003-08-04,0.1667062938223989
2003-08-05,0.16389166665819224
2003-08-06,0.15796437940244631
2003-08-07,0.16182003337040812
2003-08-08,0.15775921069782264
2003-08-11,0.15220154125369428
2003-08-12,0.14765158732638128
2003-08-13,0.14246513383982762
2003-08-14,0.16149540303055068
2003-08-15,0.1546969366212531
2003-08-18,0.14820650026230295
2003-08-19,0.14386307239872226
2003-08-20,0.144075305309411
2003-08-21,0.15231608910420463
2003-08-22,0.15401003785468012
2003-08-25,0.15138278118729356
2003-08-26,0.14512361875311683
2003-08-27,0.14655984102065614
2003-08-28,0.15157891687170746
2003-08-29,0.1588717860414492
2003-09-02,0.16114040834005602
2003-09-03,0.1587135884541711
2003-09-04,0.15645083355482642
2003-09-05,0.14988586417671282
2003-09-08,0.15534834276554096
2003-09-09,0.17344728766977013
2003-09-10,0.16840316624101817
2003-09-11,0.1610190858252524
2003-09-12,0.16026044926930663
2003-09-15,0.15343115485454706
2003-09-16,0.1676054867836969
2003-09-17,0.16353077875433722
2003-09-18,0.17877874705903943
2003-09-19,0.17098009357817065
2003-09-22,0.17106931226844865
2003-09-23,0.17584634542690958
2003-09-24,0.17099969473656962
2003-09-25,0.16373706483261508
2003-09-26,0.15871063518239728
2003-09-29,0.15234077983258457
2003-09-30,0.17624729104301148
2003-10-01,0.21115834532407193
2003-10-02,0.2185327673370747
2003-10-03,0.21205787700531192
2003-10-06,0.20944294115581932
2003-10-07,0.20236243327258152
2003-10-08,0.19271077188367028
2003-10-09,0.18585679648589665
2003-10-10,0.1830470496894173
2003-10-13,0.18785399223865326
2003-10-14,0.18029793343241626
2003-10-15,0.17207724893198403
2003-10-16,0.17123922214259207
2003-10-17,0.16450670624628042
2003-10-20,0.15734238513509322
2003-10-21,0.15166756040762308
2003-10-22,0.14795639168349572
2003-10-23,0.15381800154728315
2003-10-24,0.14738870608021498
2003-10-27,0.14211246546309722
2003-10-28,0.16518369411052652
2003-10-29,0.16032066242378118
2003-10-30,0.15528866011399545
2003-10-31,0.1491191058181345
2003-11-03,0.14402216704382698
2003-11-04,0.14341118617457985
2003-11-05,0.14117273121959495
2003-11-06,0.13601255736144366
2003-11-07,0.1330329980117715
2003-11-10,0.13823394387776108
2003-11-11,0.13365044107671326
2003-11-12,0.16045091585902524
2003-11-13,0.15390877752746918
2003-11-14,0.14747316135487162
2003-11-17,0.1440805787051121
2003-11-18,0.14036428904817635
2003-11-19,0.14090815349013697
2003-11-20,0.18282719710152534
2003-11-21,0.18394157441970535
2003-11-24,0.1935006139525144
2003-11-25,0.18686514281695235
2003-11-26,0.17848051658374367
2003-11-28,0.17117909568636003
2003-12-01,0.1984102023586489
2003-12-02,0.18945039667416905
2003-12-03,0.18258078869366298
2003-12-04,0.17420983209910973
2003-12-05,0.16847183740910526
2003-12-08,0.16586323643291181
2003-12-09,0.15916567217839406
2003-12-10,0.15738930510044194
2003-12-11,0.15506424539525546
2003-12-12,0.15030920929869868
2003-12-15,0.15589343821983015
2003-12-16,0.16196549632560633
2003-12-17,0.1657101698749959
2003-12-18,0.19597586279947846
2003-12-19,0.18844712467957692
2003-12-22,0.17986475919423459
2003-12-23,0.17196356939770702
2003-12-24,0.16545913574052054
2003-12-26,0.16033103629678191
2003-12-29,0.1534516920727823
2003-12-30,0.14876987114331988
2003-12-31,0.16059801119565584
2004-01-02,0.15373212247282608
2004-01-05,0.17337019467024892
2004-01-06,0.16635060324507392
2004-01-07,0.16215574735420266
2004-01-08,0.16857112920070272
2004-01-09,0.16221261603216935
2004-01-12,0.1552348473764831
2004-01-13,0.14884809142209382
2004-01-14,0.14291407796294947
2004-01-15,0.1408118868561884
2004-01-16,0.14560254901614875
2004-01-20,0.14667079709335462
2004-01-21,0.17805919689811028
2004-01-22,0.1713904384730957
2004-01-23,0.1970302068211877
2004-01-26,0.1915492740784992
2004-01-27,0.18797562395161774
2004-01-28,0.1881557812027045
2004-01-29,0.17942021625223842
2004-01-30,0.17128616056179205
2004-02-02,0.16679417256007475
2004-02-03,0.16150632557271558
2004-02-04,0.1572206642906714
2004-02-05,0.15140126604490464
2004-02-06,0.16241421489512547
2004-02-09,0.16061856555205567
2004-02-10,0.15748500728640807
2004-02-11,0.15965020263062618
2004-02-12,0.16725351655495918
2004-02-13,0.16039263698811113
2004-02-17,0.20206826866185598
2004-02-18,0.2036341749314196
2004-02-19,0.20819300564620322
2004-02-20,0.20819076636585013
2004-02-23,0.19854929262024582
2004-02-24,0.1931906736879397
2004-02-25,0.1856987689781491
2004-02-26,0.17722371963143083
2004-02-27,0.17022432493624404
2004-03-01,0.1747280767363963
2004-03-02,0.1859785148881451
2004-03-03,0.17905903048994767
2004-03-04,0.17102666107949369
2004-03-05,0.17559702958763282
2004-03-08,0.1746600618344102
2004-03-09,0.1799876595769832
2004-03-10,0.1808489679262782
2004-03-11,0.20529918655464763
2004-03-12,0.2087727137343384
2004-03-15,0.22200543236596712
2004-03-16,0.21230639462814116
2004-03-17,0.22771371500197346
2004-03-18,0.21648702593920036
2004-03-19,0.2146293344349742
2004-03-22,0.21399819905784256
2004-03-23,0.20666816881174518
2004-03-24,0.2060411444347949
2004-03-25,0.20643904863179352
2004-03-26,0.19718560697981993
2004-03-29,0.2028483847606384
2004-03-30,0.19889561081129972
2004-03-31,0.19011517666930225
2004-04-01,0.18638119003805076
2004-04-02,0.17778725938604262
2004-04-05,0.169853525132686
2004-04-06,0.16417372749621056
2004-04-07,0.15703204080696398
2004-04-08,0.1505011265074119
2004-04-12,0.15139784555930774
2004-04-13,0.15638803470854154
2004-04-14,0.19922165846112216
2004-04-15,0.19414419280524464
2004-04-16,0.2020882213292007
2004-04-19,0.19536831063404322
2004-04-20,0.19518357820267565
2004-04-21,0.18621812693720233
2004-04-22,0.18280783024805036
2004-04-23,0.17486748582855532
2004-04-26,0.16769807870097975
2004-04-27,0.16269093767017265
2004-04-28,0.188419107311334
2004-04-29,0.17966640086560426
2004-04-30,0.17499598395391822
2004-05-03,0.17872559861418846
2004-05-04,0.17467744674112912
2004-05-05,0.17494708800091527
2004-05-06,0.17518711596461653
2004-05-07,0.20032660332566918
2004-05-10,0.21234929903345573
2004-05-11,0.20517431418186827
2004-05-12,0.20112443909182198
2004-05-13,0.19416515444332436
2004-05-14,0.18685320762566535
2004-05-17,0.1811375952142459
2004-05-18,0.17395136216770482
2004-05-19,0.16927138919498474
2004-05-20,0.16258363755310679
2004-05-21,0.1556774873897957
2004-05-24,0.1597780059958191
2004-05-25,0.17335064349462337
2004-05-26,0.16561912932991768
2004-05-27,0.16204101702963974
2004-05-28,0.1570051345657205
2004-06-01,0.15489377276056002
2004-06-02,0.14869016066976323
2004-06-03,0.1426527564402455
2004-06-04,0.14046683665548962
2004-06-07,0.15083239479634342
2004-06-08,0.1466060693150185
2004-06-09,0.1628459136730179
2004-06-10,0.16837922199606462
2004-06-14,0.2100907004129407
2004-06-15,0.20230788219938445
2004-06-16,0.196179053927783
2004-06-17,0.19116486811127195
2004-06-18,0.1828719191128042
2004-06-21,0.17514834512492544
2004-06-22,0.16954056151847557
2004-06-23,0.16206403178990705
2004-06-24,0.16013106381960998
2004-06-25,0.1629417515555789
2004-06-28,0.1569546960113013
2004-06-29,0.16357145594510067
2004-06-30,0.15948524822064264
2004-07-01,0.1697068790591589
2004-07-02,0.16221999506842555
2004-07-06,0.1583454349199875
2004-07-07,0.16897852526282742
2004-07-08,0.16573533600291765
2004-07-09,0.16700133173121703
2004-07-12,0.1596966023433185
2004-07-13,0.16071251724741295
2004-07-14,0.15459424348920628
2004-07-15,0.16741977302576896
2004-07-16,0.17181850424212172
2004-07-19,0.16443522980188888
2004-07-20,0.1584190227213891
2004-07-21,0.17221104842605192
2004-07-22,0.1669941639698825
2004-07-23,0.1641865439066186
2004-07-26,0.15960394731960736
2004-07-27,0.15360926339254413
2004-07-28,0.1536959571361589
2004-07-29,0.14812015784490645
2004-07-30,0.14222448143691718
2004-08-02,0.15157574977548355
2004-08-03,0.1526726203351472
2004-08-04,0.14632321059900238
2004-08-05,0.1426237647799272
2004-08-06,0.14132614407815702
2004-08-09,0.13592410514695324
2004-08-10,0.13532356424510847
2004-08-11,0.13268430849199914
2004-08-12,0.13525738397588502
2004-08-13,0.1347905107936015
2004-08-16,0.13922990497734314
2004-08-17,0.13751410982150158
2004-08-18,0.13359113787972615
2004-08-19,0.1289443680041901
2004-08-20,0.12431187135587654
2004-08-23,0.12202512298703085
2004-08-24,0.12057870110429951
2004-08-25,0.12833742914676138
2004-08-26,0.12436025024098335
2004-08-27,0.12109427963368047
2004-08-30,0.11744853102529634
2004-08-31,0.11439280956423792
2004-09-01,0.11126649684428822
2004-09-02,0.11324803150607078
2004-09-03,0.1277370267385303
2004-09-07,0.1251547750587248
2004-09-08,0.12176396363456637
2004-09-09,0.11783715729768773
2004-09-10,0.12682659862978268
2004-09-13,0.12268715874124723
2004-09-14,0.11853192177637213
2004-09-15,0.1196147907242244
2004-09-16,0.11827432028973998
2004-09-17,0.11933984766204456
2004-09-20,0.11740631908036296
2004-09-21,0.14013662733204335
2004-09-22,0.14532702295168645
2004-09-23,0.14033573144427616
2004-09-24,0.13658956446229706
2004-09-27,0.13154125284487753
2004-09-28,0.14322857745575776
2004-09-29,0.1447789320308725
2004-09-30,0.13927385282241603
2004-10-01,0.1433796939597794
2004-10-04,0.13797045205405395
2004-10-05,0.13321770287765813
2004-10-06,0.12858964779483611
2004-10-07,0.12413807296716024
2004-10-08,0.12080117698102118
2004-10-11,0.11774102258771155
2004-10-12,0.1236006247557026
2004-10-13,0.12304803013457795
2004-10-14,0.11890174885173053
2004-10-15,0.1197055788173634
2004-10-18,0.1167554027871944
2004-10-19,0.11306479345932578
2004-10-20,0.11967910343915515
2004-10-21,0.1166718228193937
2004-10-22,0.11677997311183111
2004-10-25,0.11369088248404091
2004-10-26,0.11024558276865337
2004-10-27,0.11713676621795566
2004-10-28,0.11345282103147547
2004-10-29,0.1100647872845807
2004-11-01,0.11170570961235597
2004-11-02,0.11159827579313221
2004-11-03,0.12864851417719522
2004-11-04,0.1321294042974538
2004-11-05,0.13255850934587338
2004-11-08,0.14219027181913677
2004-11-09,0.13846103032983684
2004-11-10,0.13389079789141597
2004-11-11,0.13766055251959436
2004-11-12,0.14390801311949242
2004-11-15,0.1422185013280621
2004-11-16,0.13708241900404297
2004-11-17,0.13196263653019366
2004-11-18,0.12722491595595573
2004-11-19,0.126621198699112
2004-11-22,0.122699399998533
2004-11-23,0.12120683149063835
2004-11-24,0.1177158286722733
2004-11-26,0.12701547795446033
2004-11-29,0.12450355368422221
2004-11-30,0.12549925497786832
2004-12-01,0.16567952438367273
2004-12-02,0.1585363821966428
2004-12-03,0.1537669026806484
2004-12-06,0.14743763997025996
2004-12-07,0.14729919836849079
2004-12-08,0.14157577292743276
2004-12-09,0.13601335405025494
2004-12-10,0.14669603430222647
2004-12-13,0.17064172994903679
2004-12-14,0.16315125374939662
2004-12-15,0.16135912121724016
2004-12-16,0.15595622616619062
2004-12-17,0.15027033359915057
2004-12-20,0.1490820918822915
2004-12-21,0.14465373856212635
2004-12-22,0.13898480219074316
2004-12-23,0.13474556823881073
2004-12-27,0.13528748855677675
2004-12-28,0.13044173043930382
2004-12-29,0.12718711774389732
2004-12-30,0.12709799589293294
2004-12-31,0.12264003082191394
2005-01-03,0.12229220547524687
2005-01-04,0.14952243537342483
2005-01-05,0.14341941835051486
2005-01-06,0.13775098141211192
2005-01-07,0.13258853298833953
2005-01-10,0.12771199927962917
2005-01-11,0.1405008919544641
2005-01-12,0.13920993068024998
2005-01-13,0.14330089797346005
2005-01-14,0.13810020796508599
2005-01-18,0.1332647018531164
2005-01-19,0.1320860078887995
2005-01-20,0.12733718451418657
2005-01-21,0.12334484439975593
2005-01-24,0.11999604443480628
2005-01-25,0.1160899080885156
2005-01-26,0.13749154024884586
2005-01-27,0.13222541707251295
2005-01-28,0.12734736605049984
2005-01-31,0.12333564010455372
2005-02-01,0.1327172847823523
2005-02-02,0.13279395407924263
2005-02-03,0.13025702622123692
2005-02-04,0.13050104551305328
2005-02-07,0.12936564922729682
2005-02-08,0.12472986827540547
2005-02-09,0.1224359123786808
2005-02-10,0.12715202349943158
2005-02-11,0.12619325180056182
2005-02-14,0.1354807639482447
2005-02-15,0.13364286108879891
2005-02-16,0.13087688886889082
2005-02-17,0.12681323558682667
2005-02-18,0.1264255414067901
2005-02-22,0.12925236431106396
2005-02-23,0.12459669546179786
2005-02-24,0.12029449214323988
2005-02-25,0.12577719300413728
2005-02-28,0.1254911525168209
2005-03-01,0.12403636902134794
2005-03-02,0.13111371003827174
2005-03-03,0.13603678017359863
2005-03-04,0.1411239553017134
2005-03-07,0.14122238250362443
2005-03-08,0.13774327032563152
2005-03-09,0.1356179842056355
2005-03-10,0.1305888676725547
2005-03-11,0.12683483433189796
2005-03-14,0.12380039046788181
2005-03-15,0.12005002507288369
2005-03-16,0.1161280958252567
2005-03-17,0.1126174219204116
2005-03-18,0.11833741301887582
2005-03-21,0.11704725814815142
2005-03-22,0.14825598861428835
2005-03-23,0.14536783605736175
2005-03-24,0.14628029532373799
2005-03-28,0.1404060242297317
2005-03-29,0.1371692975851375
2005-03-30,0.13535336552889995
2005-03-31,0.13071767087888309
2005-04-01,0.12785363522403265
2005-04-04,0.1233034554260342
2005-04-05,0.1298340664078577
2005-04-06,0.12524402213279484
2005-04-07,0.12116576249089508
2005-04-08,0.12392720040410822
2005-04-11,0.12160149686578697
2005-04-12,0.12050174654335928
2005-04-13,0.14639421750875273
2005-04-14,0.14629625545447156
2005-04-15,0.14985094834534748
2005-04-18,0.14464819860613543
2005-04-19,0.152486477039769
2005-04-20,0.16768057132536257
2005-04-21,0.17769106111450853
2005-04-22,0.1759168383071956
2005-04-25,0.1743199506654359
2005-04-26,0.17613222533085762
2005-04-27,0.1682806405977824
2005-04-28,0.17199983488364168
2005-04-29,0.1717558662753619
2005-05-02,0.16410272026995773
2005-05-03,0.15813504772819972
2005-05-04,0.17625965845876362
2005-05-05,0.1683960581486396
2005-05-06,0.1617868597878085
2005-05-09,0.15821612395707335
2005-05-10,0.15500940371474242
2005-05-11,0.14889575870386637
2005-05-12,0.15118698277298875
2005-05-13,0.14708160306442133
2005-05-16,0.14390092967038123
2005-05-17,0.13998400808663825
2005-05-18,0.14658636948911724
2005-05-19,0.14108991643629248
2005-05-20,0.13737468369390338
2005-05-23,0.137691092522356
2005-05-24,0.1372449487595081
2005-05-25,0.13437777941311577
2005-05-26,0.12982796201127092
2005-05-27,0.125633105828042
2005-05-31,0.12916952535331233
2005-06-01,0.1245200788628083
2005-06-02,0.12406167079319864
2005-06-03,0.12365157467658873
2005-06-06,0.12264945169058035
2005-06-07,0.12639732354761316
2005-06-08,0.12635031301900285
2005-06-09,0.12303114337435055
2005-06-10,0.11965693962324124
2005-06-13,0.11625459319958074
2005-06-14,0.1134596398725115
2005-06-15,0.11169079693511011
2005-06-16,0.10844008668384585
2005-06-17,0.12861663033993698
2005-06-20,0.12507258692455353
2005-06-21,0.12220257607759338
2005-06-22,0.11920028322114005
2005-06-23,0.11686344338585954
2005-06-24,0.1148011219457371
2005-06-27,0.11140576484186086
2005-06-28,0.11157740900379431
2005-06-29,0.11322747988010684
2005-06-30,0.11317356281393638
2005-07-01,0.11064394190374817
2005-07-05,0.10800328495004215
2005-07-06,0.10559355832625396
2005-07-07,0.10805285539956822
2005-07-08,0.10871173147365466
2005-07-11,0.1091815484411171
2005-07-12,0.11485138971732123
2005-07-13,0.11345287656115204
2005-07-14,0.11006584047741606
2005-07-15,0.11269055861073722
2005-07-18,0.11350546207121488
2005-07-19,0.11503028123063944
2005-07-20,0.11716821446109009
2005-07-21,0.11511970482936447
2005-07-22,0.11278725566304024
2005-07-25,0.11164732222494188
2005-07-26,0.11125554583929738
2005-07-27,0.12267762778925911
2005-07-28,0.12456036560639985
2005-07-29,0.1227372354259293
2005-08-01,0.13802073496399012
2005-08-02,0.13787896997004295
2005-08-03,0.13392050403130956
2005-08-04,0.12990649175464636
2005-08-05,0.12520168097913062
2005-08-08,0.12437749346244278
2005-08-09,0.12647818262451435
2005-08-10,0.12247761509761691
2005-08-11,0.1305749922458355
2005-08-12,0.12591986451708087
2005-08-15,0.12176574345849492
2005-08-16,0.12980057118518393
2005-08-17,0.12732085673604307
2005-08-18,0.13173324318485446
2005-08-19,0.12961669336933418
2005-08-22,0.1253723366616416
2005-08-23,0.12127020639876887
2005-08-24,0.12876337740211694
2005-08-25,0.12701534899373385
2005-08-26,0.12739629335267177
2005-08-29,0.1239605953519101
2005-08-30,0.12020048003231933
2005-08-31,0.14565526643413895
2005-09-01,0.15898935813443615
2005-09-02,0.15583194293853875
2005-09-06,0.15871757369617265
2005-09-07,0.15194910266270084
2005-09-08,0.14888799857611087
2005-09-09,0.14468405648170085
2005-09-12,0.1472243402430454
2005-09-13,0.14409745577212665
2005-09-14,0.13837646519549485
2005-09-15,0.13306917359027975
2005-09-16,0.138112123146377
2005-09-19,0.13290303517978813
2005-09-20,0.14108195915849767
2005-09-21,0.13596493283196223
2005-09-22,0.1320892130342217
2005-09-23,0.13100770755951727
2005-09-26,0.1289225851431781
2005-09-27,0.12653807110905396
2005-09-28,0.12542692677411815
2005-09-29,0.12176396363456637
2005-09-30,0.12248803598719345
2005-10-03,0.11838116623855333
2005-10-04,0.11813991772470471
2005-10-05,0.12595068034750745
2005-10-06,0.12227755345933285
2005-10-07,0.11960017943130354
2005-10-10,0.11816192889420857
2005-10-11,0.11447664460491494
2005-10-12,0.11630800282009833
2005-10-13,0.12174090635443782
2005-10-14,0.13066577333027957
2005-10-17,0.12937913819468733
2005-10-18,0.14483000048332528
2005-10-19,0.14581904196640438
2005-10-20,0.17007785040974618
2005-10-21,0.16275025161270873
2005-10-24,0.1775874319877395
2005-10-25,0.16957102936527807
2005-10-26,0.1626452372496656
2005-10-27,0.1556299703784589
2005-10-28,0.15773541606120042
2005-10-31,0.1612434333546641
2005-11-01,0.15438780353382842
2005-11-02,0.16680746745874417
2005-11-03,0.1636878847074517
2005-11-04,0.16216926712543286
2005-11-07,0.15573017626651553
2005-11-08,0.15000344036054641
2005-11-09,0.1442427528855436
2005-11-10,0.14101386187180323
2005-11-11,0.13549198884066913
2005-11-14,0.13208231615170898
2005-11-15,0.14008681608202822
2005-11-16,0.1377840253440144
2005-11-17,0.142924049061031
2005-11-18,0.13749611310869844
2005-11-21,0.13536000265957446
2005-11-22,0.13157677561028772
2005-11-23,0.12699287806802395
2005-11-25,0.12433185754262663
2005-11-28,0.12007709023789674
2005-11-29,0.1166250407073884
2005-11-30,0.11662887601276109
2005-12-01,0.14275433093255
2005-12-02,0.14011055934511146
2005-12-05,0.13555667892066403
2005-12-06,0.13066476081943443
2005-12-07,0.1311023024969432
2005-12-08,0.13872290005619115
2005-12-09,0.1335917698063769
2005-12-12,0.1335769611871748
2005-12-13,0.12882760247710892
2005-12-14,0.12461607986130843
2005-12-15,0.1340610601181417
2005-12-16,0.1380404888429478
2005-12-19,0.13690612199605978
2005-12-20,0.13178693850302464
2005-12-21,0.12694152228486943
2005-12-22,0.12342585547607116
2005-12-23,0.1192338607946585
2005-12-27,0.12390077287894537
2005-12-28,0.11976788601290414
2005-12-29,0.12019789083008071
2005-12-30,0.11774285252192593
2006-01-03,0.19020913227287484
2006-01-04,0.18995279834737894
2006-01-05,0.18328183216020075
2006-01-06,0.19291733670150024
2006-01-09,0.1849838630799995
2006-01-10,0.18051856303438715
2006-01-11,0.1759459155536155
2006-01-12,0.17078993412962018
2006-01-13,0.16954293969375428
2006-01-17,0.1691664009193315
2006-01-18,0.16813689422610373
2006-01-19,0.16368418982907298
2006-01-20,0.16129898325779987
2006-01-23,0.16718592763746595
2006-01-24,0.15984005630629639
2006-01-25,0.16041518132645677
2006-01-26,0.15520844951226076
2006-01-27,0.15039921276389714
2006-01-30,0.1490867149010937
2006-01-31,0.14439775566122903
2006-02-01,0.1423894687116993
2006-02-02,0.14749982454226854
2006-02-03,0.14470503405203292
2006-02-06,0.140399042304426
2006-02-07,0.1443619837768933
2006-02-08,0.13862542494073732
2006-02-09,0.14190450690517198
2006-02-10,0.1391655642750749
2006-02-13,0.13779788808251017
2006-02-14,0.13260508632778759
2006-02-15,0.12780859971066108
2006-02-16,0.12830056757473834
2006-02-17,0.1241181367891091
2006-02-21,0.12245522724653286
2006-02-22,0.11900491872187469
2006-02-23,0.11516602624038046
2006-02-24,0.11206419910033713
2006-02-27,0.11108405088040318
2006-02-28,0.11795262489660838
2006-03-01,0.12028766270902433
2006-03-02,0.11631884645232689
2006-03-03,0.11335167859365824
2006-03-06,0.1099585691067322
2006-03-07,0.11910721640605995
2006-03-08,0.11533843244989937
2006-03-09,0.11176078578821823
2006-03-10,0.11405351691201811
2006-03-13,0.11755689924457859
2006-03-14,0.1345223443149873
2006-03-15,0.1313429766679589
2006-03-16,0.12933089282920768
2006-03-17,0.12469475947288242
2006-03-20,0.12048027788812574
2006-03-21,0.12367963454021037
2006-03-22,0.1329622472734272
2006-03-23,0.14072209975693228
2006-03-24,0.14729551154057613
2006-03-27,0.1433794742632292
2006-03-28,0.152736460087302
2006-03-29,0.14769838672104718
2006-03-30,0.15625230596698406
2006-03-31,0.16350095779535972
2006-04-03,0.15871038907393556
2006-04-04,0.16448257780081146
2006-04-05,0.16088592480388084
2006-04-06,0.15515925405853176
2006-04-07,0.15556140536778396
2006-04-10,0.15095202164926444
2006-04-11,0.1485980621677147
2006-04-12,0.1427097067476491
2006-04-13,0.1396325086790322
2006-04-17,0.13838541570555765
2006-04-18,0.16504259450214662
2006-04-19,0.16751043668977766
2006-04-20,0.16754601159084628
2006-04-21,0.16223723740251497
2006-04-24,0.15530321580701412
2006-04-25,0.14922581170829663
2006-04-26,0.1431925750868389
2006-04-27,0.13911852098121227
2006-04-28,0.140063743488456
2006-05-01,0.13699829050028325
2006-05-02,0.16752412602368652
2006-05-03,0.16430621777644328
2006-05-04,0.16086336811095311
2006-05-05,0.17002027761417168
2006-05-08,0.16468208645751364
2006-05-09,0.16378853806051263
2006-05-10,0.15669024640991538
2006-05-11,0.15246553708953378
2006-05-12,0.1662076135440251
2006-05-15,0.17323336283753196
2006-05-16,0.16554425148581875
2006-05-17,0.21493051900556143
