,"iShares安硕罗素2000 ETF - 广义自回归条件异方差（GARCH）模型波动率预测"
2006-09-08,0.17807794810138622
2006-09-11,0.17126828427937266
2006-09-12,0.19785190825463375
2006-09-13,0.19365539806573945
2006-09-14,0.18641465071179358
2006-09-15,0.17925124267351678
2006-09-18,0.17225735630155245
2006-09-19,0.1670582856370794
2006-09-20,0.1727158128255777
2006-09-21,0.17382970287036678
2006-09-22,0.1785865202079933
2006-09-25,0.1762200510725156
2006-09-26,0.1721792914377336
2006-09-27,0.1691993191475663
2006-09-28,0.16399642069264805
2006-09-29,0.16332253488113638
2006-10-02,0.1636779545326737
2006-10-03,0.15794401413159032
2006-10-04,0.18970674526753126
2006-10-05,0.19148341755880588
2006-10-06,0.18522272106844778
2006-10-09,0.18134414134457172
2006-10-10,0.17421605207328056
2006-10-11,0.16858809566514477
2006-10-12,0.18758611142619275
2006-10-13,0.1838373563778592
2006-10-16,0.1786823774187035
2006-10-17,0.1733180775337645
2006-10-18,0.16674453394339497
2006-10-19,0.16225890422408257
2006-10-20,0.16322035902423448
2006-10-23,0.1576584003470795
2006-10-24,0.1525199551534159
2006-10-25,0.15067389302729256
2006-10-26,0.15097351370356324
2006-10-27,0.15615172506251732
2006-10-30,0.1522054155409721
2006-10-31,0.14793716977149454
2006-11-01,0.17638907109001964
2006-11-02,0.16973375386174666
2006-11-03,0.16497776577466433
2006-11-06,0.1680429695048264
2006-11-07,0.16477433295267804
2006-11-08,0.16062609626085045
2006-11-09,0.16087088736001925
2006-11-10,0.16000212498588887
2006-11-13,0.15454852131288738
2006-11-14,0.17434033268294516
2006-11-15,0.17138786538142076
2006-11-16,0.1649916652440359
2006-11-17,0.15905092392061104
2006-11-20,0.15366507215369407
2006-11-21,0.1487464427809956
2006-11-22,0.1441078171370311
2006-11-24,0.14138007285328438
2006-11-27,0.17369751293556276
2006-11-28,0.167844828338558
2006-11-29,0.17265255167532279
2006-11-30,0.16612678170602116
2006-12-01,0.16102808450702008
2006-12-04,0.18064248337531236
2006-12-05,0.1735824265298766
2006-12-06,0.16775239253137345
2006-12-07,0.16284560417769955
2006-12-08,0.1570360927939816
2006-12-11,0.15212888838087263
2006-12-12,0.14934788970722015
2006-12-13,0.14468411744210213
2006-12-14,0.141551038145257
2006-12-15,0.13743942272870618
2006-12-18,0.1461809553943331
2006-12-19,0.14349238906645886
2006-12-20,0.14688761990038507
2006-12-21,0.14394864209154598
2006-12-22,0.1429823894051292
2006-12-26,0.15386262236163792
2006-12-27,0.15875301571938719
2006-12-28,0.1547323468444785
2006-12-29,0.15615070028661415
2007-01-03,0.15104172549332187
2007-01-04,0.14667102904118454
2007-01-05,0.17341256009874254
2007-01-08,0.16784670506149355
2007-01-09,0.16756270587454716
2007-01-10,0.16547230946596475
2007-01-11,0.16206387629573715
2007-01-12,0.16262393181816756
2007-01-16,0.15999716372486109
2007-01-17,0.1557428542180989
2007-01-18,0.15549734788735145
2007-01-19,0.15133542268748584
2007-01-22,0.15042467882631494
2007-01-23,0.15212743894511602
2007-01-24,0.15571396122377723
2007-01-25,0.1617734638313713
2007-01-26,0.15702116010270717
2007-01-29,0.1570302916000604
2007-01-30,0.15380731946172133
2007-01-31,0.14901788724847767
2007-02-01,0.15270334298894703
2007-02-02,0.1476858201724187
2007-02-05,0.14302868159918136
2007-02-06,0.13922688231803512
2007-02-07,0.14192688075202667
2007-02-08,0.13792626247383058
2007-02-09,0.14252690651241962
2007-02-12,0.13876937832245267
2007-02-13,0.14023261175632437
2007-02-14,0.136226328732738
2007-02-15,0.13248911245834505
2007-02-16,0.13111566084949577
2007-02-20,0.13456891572722135
2007-02-21,0.13146054632474338
2007-02-22,0.12918167904157307
2007-02-23,0.12851179385566136
2007-02-26,0.12594150642262464
2007-02-27,0.2501112720370675
2007-02-28,0.2384027650846357
2007-03-01,0.22858844852704174
2007-03-02,0.23808009828627005
2007-03-05,0.2500232469191615
2007-03-06,0.26565873898669323
2007-03-07,0.25304861825348895
2007-03-08,0.2492773924767346
2007-03-09,0.23809925577372137
2007-03-12,0.22730976045915846
2007-03-13,0.2490209918862263
2007-03-14,0.243147614423831
2007-03-15,0.23426406638663133
2007-03-16,0.2250854077900209
2007-03-19,0.22146912741960223
2007-03-20,0.21453438605500985
2007-03-21,0.22342392799340002
2007-03-22,0.21385566440943293
2007-03-23,0.20516590067552648
2007-03-26,0.19680299083093225
2007-03-27,0.18998085482490074
2007-03-28,0.18384606060506165
2007-03-29,0.17653944488413914
2007-03-30,0.17085889968040877
2007-04-02,0.16506992336582701
2007-04-03,0.16553481325690983
2007-04-04,0.15954370059641967
2007-04-05,0.15416658081439052
2007-04-09,0.14920191446492903
2007-04-10,0.14504383296093631
2007-04-11,0.14358985966982488
2007-04-12,0.142768690685318
2007-04-13,0.14224953314510386
2007-04-16,0.15059545809884176
2007-04-17,0.1461145705260088
2007-04-18,0.1442236475755623
2007-04-19,0.14191382977004038
2007-04-20,0.14813822477672667
2007-04-23,0.14356011813870873
2007-04-24,0.13930217586240354
2007-04-25,0.13599921676245053
2007-04-26,0.13717534166168496
2007-04-27,0.13898914461208833
2007-04-30,0.16815974904833797
2007-05-01,0.16361050577514882
2007-05-02,0.1681287256836261
2007-05-03,0.1621284712812651
2007-05-04,0.15982405325857557
2007-05-07,0.15506084883038657
2007-05-08,0.15080653805455518
2007-05-09,0.14711689352348356
2007-05-10,0.15536004621523516
2007-05-11,0.15632307468828777
2007-05-14,0.1548800653408953
2007-05-15,0.1553365329856438
2007-05-16,0.15233637136284953
2007-05-17,0.15206789246912053
2007-05-18,0.15701256573917896
2007-05-21,0.16265538540116034
2007-05-22,0.1594983623740382
2007-05-23,0.15443619226075214
2007-05-24,0.16167872587325768
2007-05-25,0.15887884440667363
2007-05-29,0.15929394338768815
2007-05-30,0.156945407578559
2007-05-31,0.15374972663390332
2007-06-01,0.15053601708561312
2007-06-04,0.14574295674234142
2007-06-05,0.14249869388875114
2007-06-06,0.14792808171540656
2007-06-07,0.17379026670098646
2007-06-08,0.1780053381222035
2007-06-11,0.1710992869652004
2007-06-12,0.18216023715399585
2007-06-13,0.1855862365586414
2007-06-14,0.18314229222110331
2007-06-15,0.1844218175813263
2007-06-18,0.17728264889717774
2007-06-19,0.17086295561062964
2007-06-20,0.16831859790290554
2007-06-21,0.1627583030140091
2007-06-22,0.16022671687331047
2007-06-25,0.15653025458357883
2007-06-26,0.1571725716529446
2007-06-27,0.1834171442368461
2007-06-28,0.17613208225647026
2007-06-29,0.17133580711573398
2007-07-02,0.17480968851868597
2007-07-03,0.16939639665589112
2007-07-05,0.16321912387952583
2007-07-06,0.15844336679078744
2007-07-09,0.1614958711546521
2007-07-10,0.20998607953862083
2007-07-11,0.20408715785173748
2007-07-12,0.20272249998458486
2007-07-13,0.19421589430322123
2007-07-16,0.1879140133146009
2007-07-17,0.18037800309350363
2007-07-18,0.17427787811423456
2007-07-19,0.1686999419087037
2007-07-20,0.1799005525283344
2007-07-23,0.17330484586415928
2007-07-24,0.20171040726744868
2007-07-25,0.1939475753908772
2007-07-26,0.22819714108638608
2007-07-27,0.2445018993791255
2007-07-30,0.24676875247891494
2007-07-31,0.24097445424774802
2007-08-01,0.2312627051644947
2007-08-02,0.22381237767380072
2007-08-03,0.2721873597358996
2007-08-06,0.2622150613523182
2007-08-07,0.259860651119018
2007-08-08,0.2848742248782785
2007-08-09,0.29294033317383933
2007-08-10,0.27946831018918766
2007-08-13,0.2669718457066213
2007-08-14,0.26742218756116704
2007-08-15,0.2637634872380937
2007-08-16,0.2688735368161025
2007-08-17,0.2743848873389349
2007-08-20,0.26121366426739623
2007-08-21,0.2491509951816368
2007-08-22,0.24398819069782865
2007-08-23,0.24043009961317238
2007-08-24,0.23720817692482693
2007-08-27,0.2342939691925509
2007-08-28,0.25608567941218424
2007-08-29,0.2727081054901009
2007-08-30,0.2615254228559816
2007-08-31,0.2527165313152268
2007-09-04,0.24817979369803658
2007-09-05,0.24061559799813478
2007-09-06,0.22951431327915042
2007-09-07,0.23403752006889836
2007-09-10,0.2298338747878563
2007-09-11,0.23159889637042747
2007-09-12,0.22259915094177696
2007-09-13,0.21282849151370686
2007-09-14,0.2048862162274466
2007-09-17,0.2024540659013792
2007-09-18,0.2744903014680118
2007-09-19,0.26879296865803615
2007-09-20,0.26027832641232346
2007-09-21,0.24812485486141853
2007-09-24,0.23928765785138187
2007-09-25,0.22906062254346554
2007-09-26,0.22285208367883844
2007-09-27,0.21449802796296286
2007-09-28,0.21261561090380923
2007-10-01,0.2338320397208218
2007-10-02,0.22520472286344265
2007-10-03,0.21553004709320692
2007-10-04,0.20634149170731517
2007-10-05,0.21759289326630132
2007-10-08,0.21096211603034323
2007-10-09,0.205369079464266
2007-10-10,0.19660980138334913
2007-10-11,0.19582690213553394
2007-10-12,0.19131067508113603
2007-10-15,0.19144123380296105
2007-10-16,0.19080200942338107
2007-10-17,0.18379917627671785
2007-10-18,0.1766123008173553
2007-10-19,0.2451108320739824
2007-10-22,0.25352831557835903
2007-10-23,0.24426277080226536
2007-10-24,0.23490109578288476
2007-10-25,0.22445223723545282
2007-10-26,0.22815296447778188
2007-10-29,0.21791270637574123
2007-10-30,0.21161076248622138
2007-10-31,0.21118668708041236
2007-11-01,0.2740155265673827
2007-11-02,0.26183243114633453
2007-11-05,0.2570994539084049
2007-11-06,0.2602139819456287
2007-11-07,0.2887291083351313
2007-11-08,0.2749712675899066
2007-11-09,0.266883763462673
2007-11-12,0.2581663068643931
2007-11-13,0.284623241496544
2007-11-14,0.2713819898224641
2007-11-15,0.2699130393293366
2007-11-16,0.26054807080460224
2007-11-19,0.26540952356688335
2007-11-20,0.2536905792496048
2007-11-21,0.2599763650795972
2007-11-23,0.2666259109689079
2007-11-26,0.28504826117694526
2007-11-27,0.27762726162968937
2007-11-28,0.31671914877379925
2007-11-29,0.30273252550725366
2007-11-30,0.2886651693571637
2007-12-03,0.2792899847828418
2007-12-04,0.2698516459093774
2007-12-05,0.2720243180305761
2007-12-06,0.2813440690684629
2007-12-07,0.267769069909129
2007-12-10,0.25884878288297974
2007-12-11,0.2984873967188565
2007-12-12,0.2860066957258169
2007-12-13,0.2732803790980977
2007-12-14,0.27606864581114604
2007-12-17,0.2725849922501237
2007-12-18,0.27250145247319324
2007-12-19,0.26097000517300833
2007-12-20,0.25954300915262585
2007-12-21,0.26919673846464043
2007-12-24,0.2585248289816667
2007-12-26,0.2472640984858093
2007-12-27,0.2612755442057293
2007-12-28,0.25396305400589275
2007-12-31,0.24521233655752317
2008-01-02,0.23854373183967756
2008-01-03,0.23348729986875094
2008-01-04,0.26525015362860777
2008-01-07,0.25280740653707123
2008-01-08,0.28244242740778164
2008-01-09,0.2728720777214115
2008-01-10,0.267038430942065
2008-01-11,0.2717999933774834
2008-01-14,0.2616037981375653
2008-01-15,0.2630708672582352
2008-01-16,0.2505550574225154
2008-01-17,0.2653230121945701
2008-01-18,0.25679326393034535
2008-01-22,0.24696913248420338
2008-01-23,0.2834973333207916
2008-01-24,0.26972970470454305
2008-01-25,0.25905888519794107
2008-01-28,0.26573745991109343
2008-01-29,0.2533350635028637
2008-01-30,0.2486152690403387
2008-01-31,0.2636019271553226
2008-02-01,0.274354623799199
2008-02-04,0.26680013868062363
2008-02-05,0.28182107302329257
2008-02-06,0.27637773499325163
2008-02-07,0.2742642725547752
2008-02-08,0.2627203714979103
2008-02-11,0.2502922635640183
2008-02-12,0.2450038342557112
2008-02-13,0.25227275239311914
2008-02-14,0.26465013810689764
2008-02-15,0.25288634126816734
2008-02-19,0.24778032125251592
2008-02-20,0.2362339594554517
2008-02-21,0.24367198936274972
2008-02-22,0.2323764988117344
2008-02-25,0.24086917611018643
2008-02-26,0.23386517654409347
2008-02-27,0.2232030322374676
2008-02-28,0.2249342703991546
2008-02-29,0.23638421520905323
2008-03-03,0.2300599600104286
2008-03-04,0.22136857500557752
2008-03-05,0.21622175283722034
2008-03-06,0.26097357797294346
2008-03-07,0.24903050415561545
2008-03-10,0.25964930502506645
2008-03-11,0.3179331439155094
2008-03-12,0.3069772336835421
2008-03-13,0.30686425598299977
2008-03-14,0.3161439229211911
2008-03-17,0.3101965763834282
2008-03-18,0.36268869957582084
2008-03-19,0.3652961231658502
2008-03-20,0.35637174130393673
2008-03-24,0.382681872055628
2008-03-25,0.3632840458924669
2008-03-26,0.34688858211247026
2008-03-27,0.3313851330400928
2008-03-28,0.3206720923310914
2008-03-31,0.304701409251746
2008-04-01,0.33532236668614873
2008-04-02,0.3185976949069155
2008-04-03,0.30293386208874046
2008-04-04,0.2879576218821096
2008-04-07,0.2742124461070285
2008-04-08,0.26102532980536586
2008-04-09,0.26141275638346345
2008-04-10,0.2528881847773834
2008-04-11,0.26783983198919464
2008-04-14,0.25542324874607636
2008-04-15,0.2455834595407435
2008-04-16,0.2764126089743375
2008-04-17,0.26371365834935434
2008-04-18,0.25598125087591866
2008-04-21,0.24390322507092851
2008-04-22,0.24533727071115796
2008-04-23,0.233955942006182
2008-04-24,0.22778591264606335
2008-04-25,0.22191358318048043
2008-04-28,0.21431590981539375
2008-04-29,0.20914102323551922
2008-04-30,0.20133257262549445
2008-05-01,0.2119547027079135
2008-05-02,0.20326258189839075
2008-05-05,0.19527670828852067
2008-05-06,0.19101189177640224
2008-05-07,0.2017741747598042
2008-05-08,0.19346616448361198
2008-05-09,0.18598711890881045
2008-05-12,0.2056823541288849
2008-05-13,0.19869481724493973
2008-05-14,0.1904344895233004
2008-05-15,0.1829027151247351
2008-05-16,0.17749325508311578
2008-05-19,0.17062459846106598
2008-05-20,0.16514440589980636
2008-05-21,0.17287382797867348
2008-05-22,0.1696851979401857
2008-05-23,0.1747831616603842
2008-05-27,0.18275047578597436
2008-05-28,0.1768472900555731
2008-05-29,0.1765752700691691
2008-05-30,0.1705592319401093
2008-06-02,0.16972135634621827
2008-06-03,0.16368626820842364
2008-06-04,0.16049151005582818
2008-06-05,0.1950966037633664
2008-06-06,0.2352839314530425
2008-06-09,0.22504185210755798
2008-06-10,0.2177028295636049
2008-06-11,0.22378754925151667
2008-06-12,0.21399596164413948
2008-06-13,0.22121005673341343
2008-06-16,0.21339661103213423
2008-06-17,0.20409802350831327
2008-06-18,0.19900580896044215
2008-06-19,0.19460120143514018
2008-06-20,0.20112262229794042
2008-06-23,0.1976288885765439
2008-06-24,0.2049809005736876
2008-06-25,0.20321335684447517
2008-06-26,0.22994782190749274
2008-06-27,0.21954679683384132
2008-06-30,0.21437481102032485
2008-07-01,0.20500376581906976
2008-07-02,0.23724227616510513
2008-07-03,0.23015709852185748
2008-07-07,0.22425269496708397
2008-07-08,0.27177463457799006
2008-07-09,0.2883912717125815
2008-07-10,0.278124866202215
2008-07-11,0.2659340655124875
2008-07-14,0.2650441034997761
2008-07-15,0.25318063433051113
2008-07-16,0.2949023011100456
2008-07-17,0.2804975229837155
2008-07-18,0.2689066194796997
2008-07-21,0.262298226452258
2008-07-22,0.27566634832710357
2008-07-23,0.2640837821601319
2008-07-24,0.2788771084187442
2008-07-25,0.26809101812630726
2008-07-28,0.2676421782903435
2008-07-29,0.27901072237460695
2008-07-30,0.2670067212637165
2008-07-31,0.25495003275151784
2008-08-01,0.24300739988732856
2008-08-04,0.2358213578113738
2008-08-05,0.2387244679541668
2008-08-06,0.22894650903649966
2008-08-07,0.22975584954468517
2008-08-08,0.25120118391440754
2008-08-11,0.2639790809893845
2008-08-12,0.25386618995053284
2008-08-13,0.24252351803484956
2008-08-14,0.23566716105558705
2008-08-15,0.2252279405402447
2008-08-18,0.22364054909608858
2008-08-19,0.22762444596308193
2008-08-20,0.2174516139282484
2008-08-21,0.21484807841821624
2008-08-22,0.22758259423778437
2008-08-25,0.24115106966381053
2008-08-26,0.23012578212794846
2008-08-27,0.22664172254904877
2008-08-28,0.23607672312195457
2008-08-29,0.22887941191815397
2008-09-02,0.21853443939114037
2008-09-03,0.20972694247520993
2008-09-04,0.2505266428945233
2008-09-05,0.23908315875443842
2008-09-08,0.234563406353165
2008-09-09,0.24924857953456828
2008-09-10,0.24157579680092128
2008-09-11,0.23228690621728984
2008-09-12,0.2227586604377033
2008-09-15,0.30296305913427796
2008-09-16,0.3174579304411846
2008-09-17,0.3713973344007735
2008-09-18,0.44355573719657826
2008-09-19,0.46761892177284703
2008-09-22,0.4840689302155221
2008-09-23,0.46280820217450774
2008-09-24,0.44251966735954235
2008-09-25,0.4200111898509372
2008-09-26,0.3987189431165768
2008-09-29,0.5409442078440252
2008-09-30,0.5529125500474735
2008-10-01,0.5278215380220856
2008-10-02,0.5577390357505919
2008-10-03,0.5320011578934767
2008-10-06,0.5532442498571495
2008-10-07,0.6132770499537709
2008-10-08,0.5914891478294424
2008-10-09,0.6895177967246385
2008-10-10,0.6902636887451056
2008-10-13,0.7603009325260623
2008-10-14,0.731446955014511
2008-10-15,0.8210618661221577
2008-10-16,0.8317230212035736
2008-10-17,0.7965449365855011
2008-10-20,0.7822850529059084
2008-10-21,0.7514709335696226
2008-10-22,0.7514749576665879
2008-10-23,0.7247702974046328
2008-10-24,0.7082921854715043
2008-10-27,0.710336247139339
2008-10-28,0.76315910267781
2008-10-29,0.7222037524134031
2008-10-30,0.7296670528398552
2008-10-31,0.720684124981257
2008-11-03,0.6817311053487292
2008-11-04,0.647176448891645
2008-11-05,0.6624234506718493
2008-11-06,0.6536961587771494
2008-11-07,0.6259860126232853
2008-11-10,0.6024600567672517
2008-11-11,0.5793179748635459
2008-11-12,0.6167300446710862
2008-11-13,0.6919816153627204
2008-11-14,0.7487820430539184
2008-11-17,0.7093786323255021
2008-11-18,0.6714228146257767
2008-11-19,0.750445763529917
2008-11-20,0.7841264540876044
2008-11-21,0.782773415491354
2008-11-24,0.8064212497200207
2008-11-25,0.7665336157012295
2008-11-26,0.774918129869214
2008-11-28,0.7343976960748175
2008-12-01,0.8925328229258576
2008-12-02,0.877664630710387
2008-12-03,0.8416913472288997
2008-12-04,0.8115516693347381
2008-12-05,0.7964356245171357
2008-12-08,0.7802374715431194
2008-12-09,0.7526003560987731
2008-12-10,0.7202204912386206
2008-12-11,0.7237953965037357
2008-12-12,0.7028801149556019
2008-12-15,0.6824720301961099
2008-12-16,0.7102716775994944
2008-12-17,0.6732227001520374
2008-12-18,0.6376137921971262
2008-12-19,0.6037497130434101
2008-12-22,0.5786455184307574
2008-12-23,0.5519032415197432
2008-12-24,0.5227181611537904
2008-12-26,0.499384163144968
2008-12-29,0.4784626969785628
2008-12-30,0.4711292918085226
2008-12-31,0.4591856095306124
2009-01-02,0.44477266282900074
2009-01-05,0.42177632365982803
2009-01-06,0.4074109173794929
2009-01-07,0.41102154250112
2009-01-08,0.3903015311268968
2009-01-09,0.4104063508280543
2009-01-12,0.4140889643542798
2009-01-13,0.39739049057570563
2009-01-14,0.4320449934902614
2009-01-15,0.4163131076485582
2009-01-16,0.3980179493439963
2009-01-20,0.5012760891963629
2009-01-21,0.5269310884736258
2009-01-22,0.5177426387694952
2009-01-23,0.49078335668602296
2009-01-26,0.4677764966306024
2009-01-27,0.4460456779299627
2009-01-28,0.463309090780658
2009-01-29,0.4773802371275962
2009-01-30,0.46229832186587055
2009-02-02,0.43959286936891956
2009-02-03,0.41788929634533595
2009-02-04,0.39760008098590727
2009-02-05,0.38087794422885657
2009-02-06,0.39671465513640913
2009-02-09,0.3767548492056871
2009-02-10,0.42093744380845954
2009-02-11,0.39938040813239706
2009-02-12,0.38076075165384365
2009-02-13,0.3644841280494941
2009-02-17,0.39462640864493603
2009-02-18,0.3802023177204474
2009-02-19,0.36661350220634265
2009-02-20,0.3535862310667654
2009-02-23,0.38279818024645834
2009-02-24,0.40104235187820253
2009-02-25,0.39278424764748393
2009-02-26,0.38283922369579637
2009-02-27,0.3645447231822181
2009-03-02,0.4406613270982604
2009-03-03,0.4271558699116752
2009-03-04,0.4161483692146348
2009-03-05,0.47101986837075144
2009-03-06,0.4468303449856556
2009-03-09,0.437303248558709
2009-03-10,0.5096436519765551
2009-03-11,0.4826294752706262
2009-03-12,0.5378910149835188
2009-03-13,0.5115989640333529
2009-03-16,0.49193898646071954
2009-03-17,0.5121889729386997
2009-03-18,0.5106814623618132
2009-03-19,0.4861122685141777
2009-03-20,0.4891401627345684
2009-03-23,0.6014867579589762
2009-03-24,0.5936639352360896
2009-03-25,0.5731732826990455
2009-03-26,0.5709928300775764
2009-03-27,0.5637781797835032
2009-03-30,0.5508941422814368
2009-03-31,0.5233266933761358
2009-04-01,0.5020620240567892
2009-04-02,0.5278926709095325
2009-04-03,0.505213539010981
2009-04-06,0.4852316964090454
2009-04-07,0.48990737410249297
2009-04-08,0.4719100316797684
2009-04-09,0.5209100690138366
2009-04-13,0.4932153136308726
2009-04-14,0.48707698446960107
2009-04-15,0.4667429540978631
2009-04-16,0.4620195268600668
2009-04-17,0.4396567829568878
2009-04-20,0.4846493231193045
2009-04-21,0.48617747870505074
2009-04-22,0.46046376404664024
2009-04-23,0.4363663712982475
2009-04-24,0.4224982897006803
2009-04-27,0.40363101962064313
2009-04-28,0.38274432667251906
2009-04-29,0.40303349687091766
2009-04-30,0.38457265737439
2009-05-01,0.36588133814120666
2009-05-04,0.38582775016838794
2009-05-05,0.3666638487770508
2009-05-06,0.34812611163197743
2009-05-07,0.3489511845516505
2009-05-08,0.36799708096668377
2009-05-11,0.35601835626832506
2009-05-12,0.34440881696030956
2009-05-13,0.3943173752195051
2009-05-14,0.3795432165116378
2009-05-15,0.3604367400806971
2009-05-18,0.37547473150666216
2009-05-19,0.3561773698594564
2009-05-20,0.34086028516094397
2009-05-21,0.32931198824215313
2009-05-22,0.31654158778902974
2009-05-26,0.37207770640015514
2009-05-27,0.3647671416122894
2009-05-28,0.34614403533789223
2009-05-29,0.3422026241863145
2009-06-01,0.3714466255062765
2009-06-02,0.35716065796781143
2009-06-03,0.34037066089779244
2009-06-04,0.32995553154932866
2009-06-05,0.31335542695156887
2009-06-08,0.3029671764399569
2009-06-09,0.2887817328017823
2009-06-10,0.2753054347447576
2009-06-11,0.2620270619611646
2009-06-12,0.2499779374264857
2009-06-15,0.2705853521534379
2009-06-16,0.2695415708197903
2009-06-17,0.2578437433795903
2009-06-18,0.24656376376101982
2009-06-19,0.236793122366339
2009-06-22,0.2826227761522415
2009-06-23,0.27158067972519695
2009-06-24,0.26341927036570423
2009-06-25,0.2843216980815921
2009-06-26,0.27097389689783774
2009-06-29,0.25795796866931636
2009-06-30,0.2461427805156999
2009-07-01,0.24553091617961267
2009-07-02,0.28588437313011705
2009-07-06,0.2751256934566454
2009-07-07,0.2812925167863518
2009-07-08,0.269570224616889
2009-07-09,0.2573837407452149
2009-07-10,0.24625199532186537
2009-07-13,0.26014274389265596
2009-07-14,0.24933076344486657
2009-07-15,0.29682838071855594
2009-07-16,0.2881423898005985
2009-07-17,0.27466655930418615
2009-07-20,0.26769584158144855
2009-07-21,0.255008689263719
2009-07-22,0.24572943413437473
2009-07-23,0.2761809906564896
2009-07-24,0.26394108433512203
2009-07-27,0.25250010376235493
2009-07-28,0.2406539789822724
2009-07-29,0.23079023202900076
2009-07-30,0.23495601630943608
2009-07-31,0.2250557370963913
2009-08-03,0.22981391863853678
2009-08-04,0.22442686202859052
2009-08-05,0.21950529925266044
2009-08-06,0.21994598973384352
2009-08-07,0.23802468107320301
2009-08-10,0.22723225475270892
2009-08-11,0.22998847623304958
2009-08-12,0.23061469684302427
2009-08-13,0.22348702512673974
2009-08-14,0.23461829851910526
2009-08-17,0.2611234949214643
2009-08-18,0.25638607996535223
2009-08-19,0.2508813169608291
2009-08-20,0.24444994825117064
2009-08-21,0.25652507245881445
2009-08-24,0.24441716388175364
2009-08-25,0.2339421005291694
2009-08-26,0.22351070309942653
2009-08-27,0.21363507858027436
2009-08-28,0.2064591891875971
2009-08-31,0.2094157472588917
2009-09-01,0.2268458842474335
2009-09-02,0.21790865884585678
2009-09-03,0.2146972463726538
2009-09-04,0.21548514473160324
2009-09-08,0.21238626226759583
2009-09-09,0.21831748441203697
2009-09-10,0.21658687771884982
2009-09-11,0.20704886379789675
2009-09-14,0.20424928004769075
2009-09-15,0.1992088823320888
2009-09-16,0.2136594945234122
2009-09-17,0.2045480696560102
2009-09-18,0.1967274927405928
2009-09-21,0.19007620261358338
2009-09-22,0.1874701416226061
2009-09-23,0.18540575719216487
2009-09-24,0.20178472786610982
2009-09-25,0.19539571847919288
2009-09-28,0.21772476386483924
2009-09-29,0.20914210766844632
2009-09-30,0.20836777677942434
2009-10-01,0.24509890575031132
2009-10-02,0.2364046826947385
2009-10-05,0.2405431129756161
2009-10-06,0.24531842164827328
2009-10-07,0.2339191552652326
2009-10-08,0.22731929438567242
2009-10-09,0.22382740850932442
2009-10-12,0.21380917286215761
2009-10-13,0.205422510937823
2009-10-14,0.21584100815183382
2009-10-15,0.20636707586240594
2009-10-16,0.2030215505802278
2009-10-19,0.1981997628656503
2009-10-20,0.20084345545722918
2009-10-21,0.20273455748835717
2009-10-22,0.20464685094083418
2009-10-23,0.2196231709087181
2009-10-26,0.21410656785815796
2009-10-27,0.21278497315365105
2009-10-28,0.2584915387396655
2009-10-29,0.26169327236289436
2009-10-30,0.28117302786718357
2009-11-02,0.2676839330254993
2009-11-03,0.26444876630455283
2009-11-04,0.2608691741084025
2009-11-05,0.2888794945993917
2009-11-06,0.2747781017475738
2009-11-09,0.27702953849725126
2009-11-10,0.26527342874852733
2009-11-11,0.25471235305732626
2009-11-12,0.2579419469570624
2009-11-13,0.24982566961783573
2009-11-16,0.267777822083906
2009-11-17,0.25496060872221027
2009-11-18,0.24312590071812587
2009-11-19,0.2604551554490715
2009-11-20,0.24815948500913684
2009-11-23,0.25010527703349245
2009-11-24,0.23935389029635595
2009-11-25,0.22833149585635354
2009-11-27,0.25950654789426797
2009-11-30,0.25065898188574853
2009-12-01,0.24961698259533546
2009-12-02,0.24432167239113278
2009-12-03,0.24005310912379368
2009-12-04,0.25622989989460637
2009-12-07,0.24423594575737617
2009-12-08,0.23577428104015077
2009-12-09,0.22547418034001143
2009-12-10,0.21617087407881758
2009-12-11,0.21126846901513724
2009-12-14,0.21404853468314142
2009-12-15,0.20508666168232395
2009-12-16,0.19857619796944448
2009-12-17,0.19731783396337998
2009-12-18,0.19393458175374498
2009-12-21,0.1959594029384658
2009-12-22,0.18933922889882066
2009-12-23,0.1982908409382541
2009-12-24,0.19080636781826754
2009-12-28,0.18314937837732348
2009-12-29,0.17589090823575845
2009-12-30,0.16915694132964215
2009-12-31,0.1722922435862973
2010-01-04,0.20151298121957303
2010-01-05,0.1936542919741259
2010-01-06,0.1857049433913917
2010-01-07,0.18157043922401025
2010-01-08,0.17627888699444413
2010-01-11,0.17054792874731725
2010-01-12,0.17205681852225443
2010-01-13,0.17617936201496473
2010-01-14,0.17029929066205768
2010-01-15,0.17782162860574638
2010-01-19,0.19115102615471358
2010-01-20,0.1957448482080691
2010-01-21,0.20320647430630748
2010-01-22,0.2123262159979309
2010-01-25,0.20313366633820207
2010-01-26,0.20000097099764294
2010-01-27,0.19789138839272416
2010-01-28,0.20626013865989717
2010-01-29,0.2041723389688231
2010-02-01,0.2030957636190376
2010-02-02,0.20116421649985367
2010-02-03,0.19519539133903752
2010-02-04,0.24601134120198606
2010-02-05,0.23527418472922182
2010-02-08,0.22937274118778805
2010-02-09,0.22826515634235553
2010-02-10,0.21823713157939004
2010-02-11,0.22135013259539738
2010-02-12,0.21424611268352106
2010-02-16,0.21943870305850788
2010-02-17,0.21208455389301695
2010-02-18,0.2064148773707942
2010-02-19,0.19763673039189858
2010-02-22,0.18989289086219108
2010-02-23,0.19037751337802478
2010-02-24,0.18686730051028191
2010-02-25,0.179339929742375
2010-02-26,0.173422586764239
2010-03-01,0.1987726741783186
