,"iShares安硕罗素2000 ETF - 广义自回归条件异方差（GARCH）模型波动率预测"
2001-03-12,0.24245191523269108
2001-03-13,0.23630200760890713
2001-03-14,0.2523935427066232
2001-03-15,0.24124598815317114
2001-03-16,0.24609772936782656
2001-03-19,0.26411026106533614
2001-03-20,0.27476218953851717
2001-03-21,0.2713597958430836
2001-03-22,0.2624162746477436
2001-03-23,0.27785422796855186
2001-03-26,0.27191076550956933
2001-03-27,0.2615719595063661
2001-03-28,0.2800243389421712
2001-03-29,0.26656532032505653
2001-03-30,0.2693408153251193
2001-04-02,0.2796058325571911
2001-04-03,0.3116848350497663
2001-04-04,0.29655798623540724
2001-04-05,0.35887852819582283
2001-04-06,0.36602016337901383
2001-04-09,0.3620203010882125
2001-04-10,0.36083611903466656
2001-04-11,0.3438272554641357
2001-04-12,0.3313777566463989
2001-04-16,0.32609369083133144
2001-04-17,0.318712048093573
2001-04-18,0.33169141261117996
2001-04-19,0.31923915549318194
2001-04-20,0.30822089351632215
2001-04-23,0.30527054230632866
2001-04-24,0.29234387833508674
2001-04-25,0.2957345830301218
2001-04-26,0.2890116668925322
2001-04-27,0.281583164269457
2001-04-30,0.26795365196242427
2001-05-01,0.2616049059173012
2001-05-02,0.2494637368436543
2001-05-03,0.2448648370019673
2001-05-04,0.24253276562147225
2001-05-07,0.23308459408549506
2001-05-08,0.22375770645946477
2001-05-09,0.21568736541577951
2001-05-10,0.20625958886800877
2001-05-11,0.199395003949447
2001-05-14,0.19100272249368594
2001-05-15,0.18883826413097535
2001-05-16,0.20201975051959647
2001-05-17,0.1998498406304093
2001-05-18,0.19233379734201683
2001-05-21,0.2003284902354131
2001-05-22,0.19323175825935032
2001-05-23,0.21572031058757543
2001-05-24,0.21242980299383607
2001-05-25,0.20649806100784576
2001-05-29,0.20673631901530998
2001-05-30,0.20718306687564986
2001-05-31,0.19917908926390845
2001-06-01,0.1989930822918224
2001-06-04,0.20000216798824957
2001-06-05,0.2020899670938664
2001-06-06,0.19545632453312942
2001-06-07,0.18823063406364016
2001-06-08,0.1828065206714465
2001-06-11,0.18562404908847346
2001-06-12,0.1784188050626951
2001-06-13,0.1715438719395129
2001-06-14,0.20439463006644767
2001-06-15,0.19774157681175702
2001-06-18,0.19280829857659135
2001-06-19,0.1854229500358572
2001-06-20,0.18628266586024583
2001-06-21,0.1789117603736546
2001-06-22,0.19212345718313525
2001-06-25,0.18716462165697878
2001-06-26,0.19335222264044447
2001-06-27,0.1908396468242383
2001-06-28,0.19230490477364323
2001-06-29,0.2006205582685882
2001-07-02,0.2200989495658714
2001-07-03,0.21222608133780352
2001-07-05,0.21225065936293344
2001-07-06,0.22100895547465943
2001-07-09,0.21567544783771753
2001-07-10,0.22427157287538696
2001-07-11,0.2142225870444104
2001-07-12,0.2343888154328188
2001-07-13,0.22481912730014766
2001-07-16,0.22914718763275274
2001-07-17,0.23734130613949186
2001-07-18,0.24348493834321663
2001-07-19,0.23544207185632732
2001-07-20,0.22466943717381768
2001-07-23,0.21729737043968111
2001-07-24,0.22210609356791633
2001-07-25,0.21393766288337357
2001-07-26,0.21575284192798017
2001-07-27,0.20639192426061637
2001-07-30,0.19766012647977338
2001-07-31,0.1894738726051695
2001-08-01,0.1952363767334356
2001-08-02,0.1876912017117478
2001-08-03,0.18049811079343742
2001-08-06,0.18547682874148996
2001-08-07,0.17810900707151223
2001-08-08,0.20168666887030487
2001-08-09,0.1988699524815149
2001-08-10,0.19057675619025527
2001-08-13,0.18702865235038185
2001-08-14,0.18008787854822433
2001-08-15,0.1731304132727696
2001-08-16,0.16932638896521712
2001-08-17,0.1790006156413994
2001-08-20,0.17963505003200236
2001-08-21,0.190973628545933
2001-08-22,0.19341470678311926
2001-08-23,0.19556852507497213
2001-08-24,0.21193835424481336
2001-08-27,0.20343087376305494
2001-08-28,0.20152079694165564
2001-08-29,0.19400649061307204
2001-08-30,0.19532374049254742
2001-08-31,0.19125666106047132
2001-09-04,0.18880856972076243
2001-09-05,0.18409844105803827
2001-09-06,0.2086058321332364
2001-09-07,0.21804808185352148
2001-09-10,0.2115418001247035
2001-09-17,0.3129748098489717
2001-09-18,0.30710928934175863
2001-09-19,0.3138252093124451
2001-09-20,0.34951167534146843
2001-09-21,0.34351037538915763
2001-09-24,0.3561179692180669
2001-09-25,0.3427168749857526
2001-09-26,0.3328446718816451
2001-09-27,0.324827653995161
2001-09-28,0.31617963122250614
2001-10-01,0.30134608011387837
2001-10-02,0.29100666177941703
2001-10-03,0.2962690155922485
2001-10-04,0.28555402571142297
2001-10-05,0.27268458702317594
2001-10-08,0.2630935210148665
2001-10-09,0.2536026537716039
2001-10-10,0.2904268871850539
2001-10-11,0.286213194664397
2001-10-12,0.27266762844166154
2001-10-15,0.2601462311854623
2001-10-16,0.2556613517917794
2001-10-17,0.27849112948171256
2001-10-18,0.2667331160542313
2001-10-19,0.2605389790415246
2001-10-22,0.2517055279488315
2001-10-23,0.24187499581395344
2001-10-24,0.23268806845216625
2001-10-25,0.24499915428425464
2001-10-26,0.23361510653209053
2001-10-29,0.24244479536587293
2001-10-30,0.25195704633925203
2001-10-31,0.2524714090743742
2001-11-01,0.25424921238816056
2001-11-02,0.2444702558594808
2001-11-05,0.24279715978569436
2001-11-06,0.24102370422844308
2001-11-07,0.2321029487102652
2001-11-08,0.22180613156538304
2001-11-09,0.21253416948810844
2001-11-12,0.20412376539736865
2001-11-13,0.21308314715152865
2001-11-14,0.20902640311692683
2001-11-15,0.20076502085771813
2001-11-16,0.19233451796284518
2001-11-19,0.19172804489693207
2001-11-20,0.18580696111825304
2001-11-21,0.17908499434626005
2001-11-23,0.18497793706277516
2001-11-26,0.1792168663937633
2001-11-27,0.1729097568097301
2001-11-28,0.18583767755759326
2001-11-29,0.22452424902446505
2001-11-30,0.22166111431642674
2001-12-03,0.21404064660713396
2001-12-04,0.23111735200975284
2001-12-05,0.24318326422679667
2001-12-06,0.2411982462622811
2001-12-07,0.23280722153747724
2001-12-10,0.23692217709619334
2001-12-11,0.2276478596429143
2001-12-12,0.21750508959562304
2001-12-13,0.22443831491080127
2001-12-14,0.22089227962968738
2001-12-17,0.22913877454503415
2001-12-18,0.22270605020968784
2001-12-19,0.21591081492134664
2001-12-20,0.21931303381240252
2001-12-21,0.22958720696066667
2001-12-24,0.22029607713257174
2001-12-26,0.2144876304125718
2001-12-27,0.2059842032778242
2001-12-28,0.19720337015375777
2001-12-31,0.20512524076768318
2002-01-02,0.1975563848626513
2002-01-03,0.20797550144187657
2002-01-04,0.20314929682378918
2002-01-07,0.20893367272893087
2002-01-08,0.20730046888514267
2002-01-09,0.20401200847008982
2002-01-10,0.19740510631693398
2002-01-11,0.19772449924073648
2002-01-14,0.20213628669786135
2002-01-15,0.19613441105527607
2002-01-16,0.21118567280949718
2002-01-17,0.20327981404950174
2002-01-18,0.20358553484960568
2002-01-22,0.19722694542075128
2002-01-23,0.19987871422440162
2002-01-24,0.1950101074303586
2002-01-25,0.18694671326343237
2002-01-28,0.1819755983641763
2002-01-29,0.19369456264954885
2002-01-30,0.19468037189198092
2002-01-31,0.1907812066216167
2002-02-01,0.18494448896898769
2002-02-04,0.20987990566035616
2002-02-05,0.20159793748944954
2002-02-06,0.20013763364245116
2002-02-07,0.20139883713666273
2002-02-08,0.22853668414501863
2002-02-11,0.21918907454524278
2002-02-12,0.2097134845449858
2002-02-13,0.20547543794818882
2002-02-14,0.20561814414102664
2002-02-15,0.1969306121454966
2002-02-19,0.2099410717320458
2002-02-20,0.21578612745030668
2002-02-21,0.2298999808612432
2002-02-22,0.2349460950941726
2002-02-25,0.22610487920431968
2002-02-26,0.21707000806191537
2002-02-27,0.20860546972694655
2002-02-28,0.20580948957713296
2002-03-01,0.22793936035709148
2002-03-04,0.2296275959025831
2002-03-05,0.21948675768710968
2002-03-06,0.21730861924921432
2002-03-07,0.20777123284997853
2002-03-08,0.20432409549536737
2002-03-11,0.1955989969299434
2002-03-12,0.18761492477945355
2002-03-13,0.18441341382882104
2002-03-14,0.17833729054799502
2002-03-15,0.17245108523868444
2002-03-18,0.16804806812337952
2002-03-19,0.16505366400053045
2002-03-20,0.17666109249067835
2002-03-21,0.18641505625887625
2002-03-22,0.18190315885107658
2002-03-25,0.18389272742552926
2002-03-26,0.1842499769335128
2002-03-27,0.18187025375250346
2002-03-28,0.17624907829546232
2002-04-01,0.16952911608334426
2002-04-02,0.16598709106433546
2002-04-03,0.1634506274077894
2002-04-04,0.15868849183226869
2002-04-05,0.15333284031804797
2002-04-08,0.15866239062865528
2002-04-09,0.15394367333541187
2002-04-10,0.17382288917170838
2002-04-11,0.18300533106988986
2002-04-12,0.20317782556174777
2002-04-15,0.19717480772147342
2002-04-16,0.22072902391846885
2002-04-17,0.2148309530770648
2002-04-18,0.2062082685054118
2002-04-19,0.1974067020138881
2002-04-22,0.19980204503457916
2002-04-23,0.19227037213257792
2002-04-24,0.18901766584105306
2002-04-25,0.18186976879074762
2002-04-26,0.19668342278900885
2002-04-29,0.1890050665987555
2002-04-30,0.19669053358003788
2002-05-01,0.19123801609512686
2002-05-02,0.18432169921091762
2002-05-03,0.17845474720499874
2002-05-06,0.19409427812277208
2002-05-07,0.18912868952118292
2002-05-08,0.21266242263267857
2002-05-09,0.2209766847429837
2002-05-10,0.22470908392853195
2002-05-13,0.22297926181598143
2002-05-14,0.254754644314878
2002-05-15,0.24279638135688925
2002-05-16,0.23809925577372137
2002-05-17,0.2275822620504507
2002-05-20,0.22561864550608401
2002-05-21,0.22686226922959227
2002-05-22,0.218535073615198
2002-05-23,0.22843797407611546
2002-05-24,0.23058786871819603
2002-05-28,0.22045650999686991
2002-05-29,0.2191221522347752
2002-05-30,0.21010047596328763
2002-05-31,0.20398983504086668
2002-06-03,0.22459242284636408
2002-06-04,0.2145246363474368
2002-06-05,0.2057714061768544
2002-06-06,0.21751499534514857
2002-06-07,0.2121865961836421
2002-06-10,0.20299535856762835
2002-06-11,0.20868820282900516
2002-06-12,0.20025306289792424
2002-06-13,0.20305301376734108
2002-06-14,0.19810654406152262
2002-06-17,0.21849966956496755
2002-06-18,0.2092313131440894
2002-06-19,0.22180613156538304
2002-06-20,0.21216367361072913
2002-06-21,0.20317608914436758
2002-06-24,0.1950894348753925
2002-06-25,0.19860405131819442
2002-06-26,0.1902820517022034
2002-06-27,0.2032897311720393
2002-06-28,0.2019961732310788
2002-07-01,0.2163817709512518
2002-07-02,0.2517730478029767
2002-07-03,0.2465260473053507
2002-07-05,0.2806301409328656
2002-07-08,0.28457719796216985
2002-07-09,0.27131777088867587
2002-07-10,0.28968797834911963
2002-07-11,0.27795769174462504
2002-07-12,0.26760437216159233
2002-07-15,0.2564736407508577
2002-07-16,0.24634407888155138
2002-07-17,0.23882784259796846
2002-07-18,0.2824074057102611
2002-07-19,0.2864464662026746
2002-07-22,0.2884774604713512
2002-07-23,0.37284596229542305
2002-07-24,0.44526636297838623
2002-07-25,0.42355025486947834
2002-07-26,0.4082679928674302
2002-07-29,0.42581564602536626
2002-07-30,0.40383072542836557
2002-07-31,0.3899100680926308
2002-08-01,0.376182195750942
2002-08-02,0.3870781548989816
2002-08-05,0.3884667877695595
2002-08-06,0.4194302135039869
2002-08-07,0.39795871494415097
2002-08-08,0.38474636372550686
2002-08-09,0.3670998049577254
2002-08-12,0.3484799793388424
2002-08-13,0.3575774036484968
2002-08-14,0.37737077629302457
2002-08-15,0.3579882087443663
2002-08-16,0.34715033515755106
2002-08-19,0.33587221320019917
2002-08-20,0.31977678152111044
2002-08-21,0.31831665931898695
2002-08-22,0.3038927323908882
2002-08-23,0.31477235774445
2002-08-26,0.3108663577809603
2002-08-27,0.30905999417588814
2002-08-28,0.3079229812794102
2002-08-29,0.29472301097810466
2002-08-30,0.2820514102074301
2002-09-03,0.30299229495153834
2002-09-04,0.30432412852089136
2002-09-05,0.3045012413767799
2002-09-06,0.3271838895789339
2002-09-09,0.31107919891886054
2002-09-10,0.2970554796666778
2002-09-11,0.28282662250926804
2002-09-12,0.2803777402006087
2002-09-13,0.27302095304206964
2002-09-16,0.2655831734127748
2002-09-17,0.26105318078889594
2002-09-18,0.2489707428594774
2002-09-19,0.29478426823696
2002-09-20,0.28100905679354893
2002-09-23,0.2919193374889714
2002-09-24,0.2799949099537347
2002-09-25,0.30134444942623384
2002-09-26,0.29297568704587074
2002-09-27,0.30203978545880344
2002-09-30,0.28897404035656904
2002-10-01,0.3124827822456783
2002-10-02,0.31876992078927396
2002-10-03,0.3071162229515074
2002-10-04,0.32028848621203976
2002-10-07,0.33001273066353065
2002-10-08,0.31540130437269914
2002-10-09,0.3610562155676038
2002-10-10,0.3682979223400534
2002-10-11,0.3687392932682928
2002-10-14,0.35123244610941057
2002-10-15,0.38171646335991327
2002-10-16,0.38112366024690725
2002-10-17,0.3871776197044452
2002-10-18,0.36731899542495755
2002-10-21,0.3538221621097242
2002-10-22,0.3412274115600914
2002-10-23,0.33230361779553347
2002-10-24,0.31882636026527045
2002-10-25,0.31944223703198676
2002-10-28,0.3081285731638661
2002-10-29,0.2931431083958823
2002-10-30,0.2900146596294746
2002-10-31,0.27598798669507335
2002-11-01,0.28446404974970035
2002-11-04,0.2736373329792556
2002-11-05,0.2605751507722868
2002-11-06,0.2605689129577817
2002-11-07,0.2727231211320375
2002-11-08,0.26744777060203734
2002-11-11,0.27956324436520624
2002-11-12,0.2763025472195289
2002-11-13,0.2641500936967466
2002-11-14,0.2710116979025075
2002-11-15,0.2579997279068333
2002-11-18,0.2484609490443116
2002-11-19,0.23743774763082637
2002-11-20,0.2576526033247093
2002-11-21,0.26172172626665907
2002-11-22,0.2513866034616801
2002-11-25,0.24159206940626177
2002-11-26,0.23639818019604128
2002-11-27,0.25854875826427787
2002-11-29,0.2531329034321694
2002-12-02,0.24389795571098993
2002-12-03,0.2470765541284725
2002-12-04,0.24013140902430902
2002-12-05,0.23011663825112688
2002-12-06,0.22052325591646793
2002-12-09,0.24572692160200926
2002-12-10,0.251183778138637
2002-12-11,0.23946972668794694
2002-12-12,0.2292326756812824
2002-12-13,0.2376112648844747
2002-12-16,0.2415510206974916
2002-12-17,0.2357336624243555
2002-12-18,0.2373472519326904
2002-12-19,0.22676260802874887
2002-12-20,0.22289866755994753
2002-12-23,0.21528566046070044
2002-12-24,0.20602713995976354
2002-12-26,0.19718496798691323
2002-12-27,0.20412123456416775
2002-12-30,0.19597245520735815
2002-12-31,0.18789061072868968
2003-01-02,0.22101231911366387
2003-01-03,0.21132458257382172
2003-01-06,0.20941689043627784
2003-01-07,0.20185920836067897
2003-01-08,0.1989547707394824
2003-01-09,0.20260281834170027
2003-01-10,0.1942598105630704
2003-01-13,0.18652114410972284
2003-01-14,0.17903742625495933
2003-01-15,0.17239423192206868
2003-01-16,0.16601471982929705
2003-01-17,0.18317689483119864
2003-01-21,0.18881764536186763
2003-01-22,0.18571620607798342
2003-01-23,0.18063948405595054
2003-01-24,0.19935980337068956
2003-01-27,0.2040887630419666
2003-01-28,0.19908841754356277
2003-01-29,0.19400733491288416
2003-01-30,0.20133401202976114
2003-01-31,0.20388752193305013
2003-02-03,0.19937130585919327
2003-02-04,0.19097837888096128
2003-02-05,0.18652992574919444
2003-02-06,0.18087948142340524
2003-02-07,0.1942142075132507
2003-02-10,0.1923979220262007
2003-02-11,0.18494585153498308
2003-02-12,0.1896112781455787
2003-02-13,0.182323819617734
2003-02-14,0.18014601078014467
2003-02-18,0.19664767275510786
2003-02-19,0.19692427783287667
2003-02-20,0.18895232732094094
2003-02-21,0.1857382545411688
2003-02-24,0.19251884271416134
2003-02-25,0.1894634983314728
2003-02-26,0.183283688308589
2003-02-27,0.17785067781709465
2003-02-28,0.17113220152852587
2003-03-03,0.1653371718640427
2003-03-04,0.17072677118718083
2003-03-05,0.1645969076258725
2003-03-06,0.16327477331173973
2003-03-07,0.15793996948207886
2003-03-10,0.17289977327920358
2003-03-11,0.16964502114709998
2003-03-12,0.16365385788303313
2003-03-13,0.20137531229026068
2003-03-14,0.1929405214049138
2003-03-17,0.2139887782104473
2003-03-18,0.213560988010451
2003-03-19,0.20453710470230094
2003-03-20,0.19818698443641547
2003-03-21,0.20074481114091092
2003-03-24,0.217491591561605
2003-03-25,0.21379903648052298
2003-03-26,0.21259753526322925
2003-03-27,0.20584377085547187
2003-03-28,0.1970305265688543
2003-03-31,0.21226253178552262
2003-04-01,0.21854960260773756
2003-04-02,0.2285849758842431
2003-04-03,0.21826986507532367
2003-04-04,0.20907938205380272
2003-04-07,0.20005841846820643
2003-04-08,0.19165449225102968
2003-04-09,0.18558677970157247
2003-04-10,0.1781466384751618
2003-04-11,0.1732000473441044
2003-04-14,0.18689056155943243
2003-04-15,0.1863067438392932
2003-04-16,0.18547057879890275
2003-04-17,0.19184268868007454
2003-04-21,0.18671100556742765
2003-04-22,0.19037466743240813
2003-04-23,0.18913182069657133
2003-04-24,0.18301338639564046
2003-04-25,0.18792534475157946
2003-04-28,0.19836777661707053
2003-04-29,0.1926820012351958
2003-04-30,0.18533051124949718
2003-05-01,0.17800562125955463
2003-05-02,0.20732168048711164
2003-05-05,0.1995417430013079
2003-05-06,0.1962728672027797
2003-05-07,0.1902404625730289
2003-05-08,0.18662926458623794
2003-05-09,0.19131357296334206
2003-05-12,0.19041867555468397
2003-05-13,0.1847117516564661
2003-05-14,0.17735164729993347
2003-05-15,0.17149068546133925
2003-05-16,0.17510337746599866
2003-05-19,0.18739095068866055
2003-05-20,0.179825385304745
2003-05-21,0.17371484910622925
2003-05-22,0.17368967844981462
2003-05-23,0.17109619399624293
2003-05-27,0.19759273569643193
2003-05-28,0.1919660595001106
2003-05-29,0.18650033672891855
2003-05-30,0.19731425797443025
2003-06-02,0.1906329457360401
2003-06-03,0.1834404993451555
2003-06-04,0.18730277947750804
2003-06-05,0.19520113626718466
2003-06-06,0.194779758701976
2003-06-09,0.20647597148336655
2003-06-10,0.2095824047958225
2003-06-11,0.20531587956122632
2003-06-12,0.19826891738242786
2003-06-13,0.207689347825063
2003-06-16,0.21367647788186703
2003-06-17,0.20455613899367578
2003-06-18,0.19583597422332805
2003-06-19,0.19840099394912314
2003-06-20,0.19430747798270656
2003-06-23,0.2045079030257755
2003-06-24,0.19577529261885937
2003-06-25,0.19026814552099885
2003-06-26,0.1991556818170147
2003-06-27,0.1931115449681867
2003-06-30,0.1857334380234211
2003-07-01,0.1811504634275055
2003-07-02,0.2092100542517018
2003-07-03,0.20422065419540703
2003-07-07,0.21809881155109487
2003-07-08,0.22425836974347246
2003-07-09,0.21700260643595967
2003-07-10,0.2271861712340784
2003-07-11,0.22631720836030123
2003-07-14,0.21955276541187085
2003-07-15,0.21019922549809741
2003-07-16,0.20273263082197696
2003-07-17,0.24620660592274934
2003-07-18,0.23687840424994425
2003-07-21,0.22967971786816527
2003-07-22,0.22599646545908633
2003-07-23,0.21816702958971598
2003-07-24,0.2087127145144732
2003-07-25,0.20259802960542334
2003-07-28,0.20229386841918864
2003-07-29,0.19371921536078965
2003-07-30,0.18656761455300863
2003-07-31,0.17930135414993384
2003-08-01,0.18470731766770912
2003-08-04,0.18359257828136738
2003-08-05,0.19446887668724785
2003-08-06,0.1876200287815776
2003-08-07,0.1807103383871548
2003-08-08,0.17391753218120365
2003-08-11,0.1792699394767567
2003-08-12,0.1892369847572086
2003-08-13,0.18220256419710454
2003-08-14,0.1776368779279798
2003-08-15,0.17076056921900912
2003-08-18,0.18851544552105007
2003-08-19,0.2007936373493941
2003-08-20,0.19231800851714329
2003-08-21,0.18832379031869553
2003-08-22,0.19913189197112552
2003-08-25,0.19080286790297468
2003-08-26,0.18387292459739688
2003-08-27,0.18237743939424086
2003-08-28,0.17788170563607714
2003-08-29,0.1720849371676673
2003-09-02,0.19729337545898493
2003-09-03,0.190076799215475
2003-09-04,0.18334554916877585
2003-09-05,0.17858412135461543
2003-09-08,0.18344716187502058
2003-09-09,0.17956517479734202
2003-09-10,0.19635964147451482
2003-09-11,0.19250431267896315
2003-09-12,0.18574110369005564
2003-09-15,0.17866242022316836
2003-09-16,0.18531534960709542
2003-09-17,0.17789622592961324
2003-09-18,0.1778122043055538
2003-09-19,0.17098731531900252
2003-09-22,0.17692194211007295
2003-09-23,0.18154656592731244
2003-09-24,0.21030308128983752
2003-09-25,0.23887948677104948
2003-09-26,0.24188978978038736
2003-09-29,0.24531395312945412
2003-09-30,0.24185295946090882
2003-10-01,0.26243821672919515
2003-10-02,0.2539733734075287
2003-10-03,0.25300444818224044
2003-10-06,0.24445041214937643
2003-10-07,0.23459665470760663
2003-10-08,0.22689442478827018
2003-10-09,0.22217671075069953
2003-10-10,0.21234633220284263
2003-10-13,0.21585303333518385
2003-10-14,0.20862546153334208
2003-10-15,0.20823276399260515
2003-10-16,0.2036175915779381
2003-10-17,0.21557336199076177
2003-10-20,0.20743542031196122
2003-10-21,0.19962305678453077
2003-10-22,0.21763759234102917
2003-10-23,0.21212572121268086
2003-10-24,0.20320635029447284
2003-10-27,0.20615669089311656
2003-10-28,0.22672420955866185
2003-10-29,0.21875584472191822
2003-10-30,0.20949100314810656
2003-10-31,0.20282167339808635
2003-11-03,0.20968440285343115
2003-11-04,0.20070702229867293
2003-11-05,0.19360268903091196
2003-11-06,0.18922799581457284
2003-11-07,0.18505291783703384
2003-11-10,0.19335548091533375
2003-11-11,0.18818792203539528
