,"iShares MSCI Hong Kong ETF - GJR-GARCH Volatility"
2003-07-14,0.21408102578229582
2003-07-15,0.21934847890970205
2003-07-16,0.21090733984382812
2003-07-17,0.2150513082964156
2003-07-18,0.23366472134235408
2003-07-21,0.2638511785078854
2003-07-22,0.2544963850430886
2003-07-23,0.2660693014986885
2003-07-24,0.25511425675567406
2003-07-25,0.24854562398078947
2003-07-28,0.2390253911198557
2003-07-29,0.2300308214131315
2003-07-30,0.2214807332478381
2003-07-31,0.21568742383365794
2003-08-01,0.20910041319901787
2003-08-04,0.20175893734851005
2003-08-05,0.21687052911818147
2003-08-06,0.21988737753677448
2003-08-07,0.21200005566037006
2003-08-08,0.2041033943862767
2003-08-11,0.19842042636785157
2003-08-12,0.20310426287993072
2003-08-13,0.19788737706079182
2003-08-14,0.1935611624267637
2003-08-15,0.18657328747706622
2003-08-18,0.1918848498449005
2003-08-19,0.18683749516625406
2003-08-20,0.18114002981119331
2003-08-21,0.19792723208290464
2003-08-22,0.1908315917242216
2003-08-25,0.18612147968464038
2003-08-26,0.18010334033548628
2003-08-27,0.17439178306330835
2003-08-28,0.16863502483173534
2003-08-29,0.1675421761825959
2003-09-02,0.1859089228627825
2003-09-03,0.1818175239079006
2003-09-04,0.17666137778246835
2003-09-05,0.19545387486565724
2003-09-08,0.19121673357737287
2003-09-09,0.22999006500281702
2003-09-10,0.2807420068318954
2003-09-11,0.2768240632604037
2003-09-12,0.26588644418247426
2003-09-15,0.2554954081779162
2003-09-16,0.25161806056004804
2003-09-17,0.24169640708955523
2003-09-18,0.23262069641371125
2003-09-19,0.29201130252098123
2003-09-22,0.279704504075283
2003-09-23,0.27648576165871547
2003-09-24,0.28278509861730694
2003-09-25,0.2739174737033036
2003-09-26,0.2645247988374625
2003-09-29,0.26475609681365225
2003-09-30,0.25417139492869767
2003-10-01,0.26020923657702855
2003-10-02,0.26373305594862395
2003-10-03,0.2576749999514893
2003-10-06,0.24718025892048903
2003-10-07,0.24129408612728165
2003-10-08,0.2549479570422168
2003-10-09,0.24660832102749497
2003-10-10,0.23687489356198138
2003-10-13,0.22951985796440358
2003-10-14,0.23034857238541764
2003-10-15,0.2226847197272413
2003-10-16,0.21441307049711314
2003-10-17,0.2184139610922342
2003-10-20,0.21970410647049818
2003-10-21,0.21232419833829586
2003-10-22,0.23760797713881576
2003-10-23,0.25425421766413236
2003-10-24,0.24918856715347115
2003-10-27,0.23990919532189672
2003-10-28,0.25073919597861044
2003-10-29,0.24160505541068467
2003-10-30,0.23721359488865726
2003-10-31,0.22782396625465023
2003-11-03,0.22192351925832465
2003-11-04,0.21334033373930958
2003-11-05,0.20526248171548545
2003-11-06,0.20532938026497813
2003-11-07,0.20264012929328684
2003-11-10,0.19889833483465869
2003-11-11,0.20157649863017266
2003-11-12,0.1942062275005619
2003-11-13,0.18888483157733973
2003-11-14,0.18228235021526357
2003-11-17,0.2268518274116389
2003-11-18,0.22069990937922923
2003-11-19,0.21258200676444844
2003-11-20,0.23320078902096367
2003-11-21,0.22459640602645448
2003-11-24,0.2194051676693145
2003-11-25,0.2116185625128382
2003-11-26,0.2071125085551329
2003-11-28,0.20741349136447224
2003-12-01,0.21406860675960876
2003-12-02,0.20955222260811265
2003-12-03,0.20167748510927044
2003-12-04,0.19548417122621467
2003-12-05,0.2309939453751981
2003-12-08,0.22296479542743963
2003-12-09,0.21459416674271464
2003-12-10,0.20759711269668468
2003-12-11,0.2253548961083384
2003-12-12,0.21721606017972062
2003-12-15,0.23607165268197705
2003-12-16,0.23106173720458348
2003-12-17,0.22761398375319564
2003-12-18,0.2190786187650452
2003-12-19,0.21437686815512536
2003-12-22,0.21651443739390683
2003-12-23,0.2094135812214671
2003-12-24,0.20287757687827404
2003-12-26,0.19579106006148495
2003-12-29,0.1890806494594304
2003-12-30,0.18272261928945743
2003-12-31,0.17816354172501175
2004-01-02,0.1838776528020738
2004-01-05,0.2030268878744882
2004-01-06,0.19549847978948584
2004-01-07,0.1884978663009213
2004-01-08,0.18680215416316806
2004-01-09,0.18083182795072333
2004-01-12,0.1939024187574771
2004-01-13,0.1952723851444438
2004-01-14,0.1975259598128813
2004-01-15,0.19195371942215655
2004-01-16,0.18969811069169876
2004-01-20,0.20307138055373536
2004-01-21,0.21476367011205597
2004-01-22,0.20664006097560075
2004-01-23,0.20034069182270486
2004-01-26,0.19969916374386748
2004-01-27,0.2179654908466017
2004-01-28,0.3083737868237182
2004-01-29,0.30144662214063705
2004-01-30,0.2898117823691784
2004-02-02,0.31346260829642825
2004-02-03,0.30173531115863783
2004-02-04,0.288969374847924
2004-02-05,0.27831426050420055
2004-02-06,0.2783355830647602
2004-02-09,0.27423280110154585
2004-02-10,0.2628496391475552
2004-02-11,0.25244810159714015
2004-02-12,0.24462745389673665
2004-02-13,0.23528259264127468
2004-02-17,0.23017423313655247
2004-02-18,0.22552804437586027
2004-02-19,0.21877404507847817
2004-02-20,0.21041622751109287
2004-02-23,0.2197623662049533
2004-02-24,0.2117744432173061
2004-02-25,0.20983325379929657
2004-02-26,0.20313230171491684
2004-02-27,0.20056138711127822
2004-03-01,0.19335013731569986
2004-03-02,0.22428741560774204
2004-03-03,0.22141256874893078
2004-03-04,0.21514556002855367
2004-03-05,0.20720027702684185
2004-03-08,0.2119240260093225
2004-03-09,0.2161112963266844
2004-03-10,0.23761943102364336
2004-03-11,0.25669383553174785
2004-03-12,0.26078521507171376
2004-03-15,0.3056121483187473
2004-03-16,0.298614050573646
2004-03-17,0.2913498989188086
2004-03-18,0.28851135228964564
2004-03-19,0.2864214803397259
2004-03-22,0.3039176500303989
2004-03-23,0.29609812765365473
2004-03-24,0.2851422213562909
2004-03-25,0.2751582075824743
2004-03-26,0.27714031175561593
2004-03-29,0.265757183910426
2004-03-30,0.25968773555945995
2004-03-31,0.24906925783805597
2004-04-01,0.2392946610353018
2004-04-02,0.23241244544989412
2004-04-05,0.2291732497478709
2004-04-06,0.22160903952682073
2004-04-07,0.2136026376241642
2004-04-08,0.20556225042550982
2004-04-12,0.19888648822883873
2004-04-13,0.19689612286685587
2004-04-14,0.2366148516048813
2004-04-15,0.23223200554617787
2004-04-16,0.22310230119835162
2004-04-19,0.214512830385504
2004-04-20,0.23548889400564096
2004-04-21,0.22639691959035133
2004-04-22,0.21964279091288202
2004-04-23,0.21195488104783056
2004-04-26,0.2801469264511035
2004-04-27,0.269891611577685
2004-04-28,0.29912813308012337
2004-04-29,0.2864546037332966
2004-04-30,0.27655201536058277
2004-05-03,0.26977052915394595
2004-05-04,0.2612987875976466
2004-05-05,0.25809001220504446
2004-05-06,0.2515016071519226
2004-05-07,0.31048699103183053
2004-05-10,0.33513060021430446
2004-05-11,0.33107442184499847
2004-05-12,0.3201494301103783
2004-05-13,0.3064512789987994
2004-05-14,0.33251353656655847
2004-05-17,0.3560142862302017
2004-05-18,0.3433919882583168
2004-05-19,0.34096920447453904
2004-05-20,0.3271076685129837
2004-05-21,0.32922619458360236
2004-05-24,0.3156147601111203
2004-05-25,0.30752474241920763
2004-05-26,0.29502899925261583
2004-05-27,0.2850489242217904
2004-05-28,0.2732613364528542
2004-06-01,0.27677908952809277
2004-06-02,0.26641122949305274
2004-06-03,0.28656261305341285
2004-06-04,0.2756816141856399
2004-06-07,0.3001745192383924
2004-06-08,0.29486102489138843
2004-06-09,0.30982643463720133
2004-06-10,0.30579440740471364
2004-06-14,0.348972487740796
2004-06-15,0.3362442237422079
2004-06-16,0.3218893809991252
2004-06-17,0.31053556318077324
2004-06-18,0.3016635616046459
2004-06-21,0.30483556682250845
2004-06-22,0.2927279481019877
2004-06-23,0.28043655967081044
2004-06-24,0.2784253372090981
2004-06-25,0.2677534940948484
2004-06-28,0.2567781018700777
2004-06-29,0.24633921977630768
2004-06-30,0.2469295899644269
2004-07-01,0.2433376173138876
2004-07-02,0.23359040305628997
2004-07-06,0.2253968260646099
2004-07-07,0.22514093186268905
2004-07-08,0.25081079402609446
2004-07-09,0.24692540574027613
2004-07-12,0.24465542054080877
2004-07-13,0.24383765992971637
2004-07-14,0.25774955984443504
2004-07-15,0.24732009461424687
2004-07-16,0.2408229814614876
2004-07-19,0.2329002387289459
2004-07-20,0.22390907529620144
2004-07-21,0.21632592077696097
2004-07-22,0.22066205473528971
2004-07-23,0.22568687954774863
2004-07-26,0.21709183218168296
2004-07-27,0.21147400691337934
2004-07-28,0.20715107530495708
2004-07-29,0.2011771189772833
2004-07-30,0.19508355748242853
2004-08-02,0.1884340192215832
2004-08-03,0.18711951154275708
2004-08-04,0.18061702245358824
2004-08-05,0.17605187076540824
2004-08-06,0.17020729949094426
2004-08-09,0.16920885083233678
2004-08-10,0.1675624802872051
2004-08-11,0.19443343231039253
2004-08-12,0.18749581435328097
2004-08-13,0.18089160179510824
2004-08-16,0.17466583294966423
2004-08-17,0.16916200637258946
2004-08-18,0.16586809819853848
2004-08-19,0.16084449011389854
2004-08-20,0.1629615463844155
2004-08-23,0.158457115838955
2004-08-24,0.16054700620067633
2004-08-25,0.16915560055759313
2004-08-26,0.1664896104866607
2004-08-27,0.16121537767843364
2004-08-30,0.16292814121569055
2004-08-31,0.1627098337532185
2004-09-01,0.16176995889224924
2004-09-02,0.15795096239023046
2004-09-03,0.1629821119018894
2004-09-07,0.17150031020380108
2004-09-08,0.17178601456463213
2004-09-09,0.16640278242866013
2004-09-10,0.16102542407955336
2004-09-13,0.15898492003960626
2004-09-14,0.1549542580247474
2004-09-15,0.16994867342818537
2004-09-16,0.17703037366508606
2004-09-17,0.1710727003352668
2004-09-20,0.17012073947640835
2004-09-21,0.16728944736593518
2004-09-22,0.18983024311210264
2004-09-23,0.18311779815190005
2004-09-24,0.20081610094810626
2004-09-27,0.19661524864567348
2004-09-28,0.19116097928186077
2004-09-29,0.18439988503250213
2004-09-30,0.1793858021137682
2004-10-01,0.18031931676889199
2004-10-04,0.1771935010094896
2004-10-05,0.17146320421594832
2004-10-06,0.17161906887056577
2004-10-07,0.17185267411361393
2004-10-08,0.16792438298234116
2004-10-11,0.16359741318248283
2004-10-12,0.15909829037422119
2004-10-13,0.1870514218069459
2004-10-14,0.1922244282082795
2004-10-15,0.19226185269054288
2004-10-18,0.18542424113367703
2004-10-19,0.17890873203955138
2004-10-20,0.18666409831566433
2004-10-21,0.18188307013023505
2004-10-22,0.18302825683483956
2004-10-25,0.18686379424596944
2004-10-26,0.18211243450132666
2004-10-27,0.17805926766107963
2004-10-28,0.1780382498228962
2004-10-29,0.18375248569747296
2004-11-01,0.18076032418647628
2004-11-02,0.1841141135274534
2004-11-03,0.18071954183208852
2004-11-04,0.17657141671289836
2004-11-05,0.17077281750911064
2004-11-08,0.16521984626551375
2004-11-09,0.16001259825401248
2004-11-10,0.1583576647971294
2004-11-11,0.1535452367219511
2004-11-12,0.15348579699763754
2004-11-15,0.14901511386433255
2004-11-16,0.15404685741682625
2004-11-17,0.1533324458814898
2004-11-18,0.14883799232722805
2004-11-19,0.16337344459856382
2004-11-22,0.16188892858994405
2004-11-23,0.16539972672286976
2004-11-24,0.16109348590182038
2004-11-26,0.15606278659565195
2004-11-29,0.15347771069441973
2004-11-30,0.15584027091865568
2004-12-01,0.16123960431606127
2004-12-02,0.1562070771764199
2004-12-03,0.15208105799211155
2004-12-06,0.1488022717568519
2004-12-07,0.1503467508129125
2004-12-08,0.14710897960355784
2004-12-09,0.14378072054347205
2004-12-10,0.16759894629740366
2004-12-13,0.1634370594449129
2004-12-14,0.15994053144841056
2004-12-15,0.15572629257771473
2004-12-16,0.1624271701409589
