,"iShares MSCI Hong Kong ETF - GARCH Volatility"
2002-07-25,0.3845629264502755
2002-07-26,0.39385063513976976
2002-07-29,0.42232781911685624
2002-07-30,0.40303746724095024
2002-07-31,0.3848548781034222
2002-08-01,0.37447741988002425
2002-08-02,0.3850009999987013
2002-08-05,0.39554177124546536
2002-08-06,0.3905344461119915
2002-08-07,0.3815024073318542
2002-08-08,0.38149609906262477
2002-08-09,0.3932197629824829
2002-08-12,0.4028061201123936
2002-08-13,0.3861195286436572
2002-08-14,0.37891755303759683
2002-08-15,0.3776237127088287
2002-08-16,0.3605943294063289
2002-08-19,0.3472848565659033
2002-08-20,0.33571217672285886
2002-08-21,0.3220154778888742
2002-08-22,0.31024649361435175
2002-08-23,0.3069122519548544
2002-08-26,0.2936276785318441
2002-08-27,0.29955869341416214
2002-08-28,0.2865013570648488
2002-08-29,0.2801928435916949
2002-08-30,0.2681484916981634
2002-09-03,0.27176146746733615
2002-09-04,0.2884681569948406
2002-09-05,0.27989841157105555
2002-09-06,0.2718945928112584
2002-09-09,0.2837228457491571
2002-09-10,0.2793636017809049
2002-09-11,0.2673630498030721
2002-09-12,0.257682774744452
2002-09-13,0.2502877831617037
2002-09-16,0.2471439111125338
2002-09-17,0.23689372300675252
2002-09-18,0.2290255252149856
2002-09-19,0.26967929620198877
2002-09-20,0.26904232826824853
2002-09-23,0.25946104909986006
2002-09-24,0.27930148871783694
2002-09-25,0.28600105664140474
2002-09-26,0.27421442194020357
2002-09-27,0.26438858220430017
2002-09-30,0.26102986725660343
2002-10-01,0.3338513172057286
2002-10-02,0.37449454575467456
2002-10-03,0.36127314375690867
2002-10-04,0.36065054720601775
2002-10-07,0.34549596350753503
2002-10-08,0.33816170865430645
2002-10-09,0.3284827337928129
2002-10-10,0.3155476439462035
2002-10-11,0.3523699521809429
2002-10-14,0.3366115933832345
2002-10-15,0.414076488586348
2002-10-16,0.42589689315607837
2002-10-17,0.4363381019347268
2002-10-18,0.4235865762745557
2002-10-21,0.4078695850391397
2002-10-22,0.39047959434521035
2002-10-23,0.3758801223794629
2002-10-24,0.35931239332925885
2002-10-25,0.35953471932485187
2002-10-28,0.3434261842084846
2002-10-29,0.3289586825119532
2002-10-30,0.31526716670151367
2002-10-31,0.3222668589849102
2002-11-01,0.3126771152483021
2002-11-04,0.3135211686632977
2002-11-05,0.301054506692725
2002-11-06,0.2907984972450855
2002-11-07,0.2885995571722174
2002-11-08,0.27702121507205907
2002-11-11,0.27439287745858126
2002-11-12,0.26420718461086556
2002-11-13,0.2532647760743685
2002-11-14,0.27757724330355327
2002-11-15,0.27917302376841496
2002-11-18,0.282390183257138
2002-11-19,0.2704054555662663
2002-11-20,0.27851804824822396
2002-11-21,0.2680566596822396
2002-11-22,0.2568794106190685
2002-11-25,0.24664571838975838
2002-11-26,0.2431362654973544
2002-11-27,0.25242933427000913
2002-11-29,0.2511394807671626
2002-12-02,0.24852002172863255
2002-12-03,0.23834699998111997
2002-12-04,0.24042496376208525
2002-12-05,0.23163529005745218
2002-12-06,0.23124973772958102
2002-12-09,0.2514771576107858
2002-12-10,0.2857534881676862
2002-12-11,0.31079582429627334
2002-12-12,0.2976840183819078
2002-12-13,0.28691345036439125
2002-12-16,0.27499738544211655
2002-12-17,0.2637277050292593
2002-12-18,0.29116811844705803
2002-12-19,0.27874374683569136
2002-12-20,0.2711014134968684
2002-12-23,0.25951548161911264
2002-12-24,0.24921197724026026
2002-12-26,0.2406784809657897
2002-12-27,0.29694598296659946
2002-12-30,0.28643683282706506
2002-12-31,0.2841738214544049
2003-01-02,0.28337606179774605
2003-01-03,0.2722011542958626
2003-01-06,0.2611717917386945
2003-01-07,0.257549005822193
2003-01-08,0.2467367358137008
2003-01-09,0.24743164146891158
2003-01-10,0.2382938127606338
2003-01-13,0.2334681956926896
2003-01-14,0.22512912294947537
2003-01-15,0.21673499948093294
2003-01-16,0.21493673301695082
2003-01-17,0.20849986187045783
2003-01-21,0.24847215618656346
2003-01-22,0.23933704435377323
2003-01-23,0.2518030230160075
2003-01-24,0.2706325656679181
2003-01-27,0.25909623617490085
2003-01-28,0.248823834067398
2003-01-29,0.23965765082717472
2003-01-30,0.24343390889520714
2003-01-31,0.24288951562387373
2003-02-03,0.23577112800340927
2003-02-04,0.2822338838623031
2003-02-05,0.2700212724953351
2003-02-06,0.25917315833241683
2003-02-07,0.2511886438515882
2003-02-10,0.24139933554175333
2003-02-11,0.23216650921267692
2003-02-12,0.23983245151563623
2003-02-13,0.23533544314446134
2003-02-14,0.25460904382994726
2003-02-18,0.24875997105643827
2003-02-19,0.23865964468254788
2003-02-20,0.24222584833167576
2003-02-21,0.23243299163414818
2003-02-24,0.2468272602448927
2003-02-25,0.24326387154692738
2003-02-26,0.23311551299731212
2003-02-27,0.2342985941058973
2003-02-28,0.22471485932176358
2003-03-03,0.2227508545438154
2003-03-04,0.2168825553150829
2003-03-05,0.20817254862253096
2003-03-06,0.24456172227067752
2003-03-07,0.23576108075761784
2003-03-10,0.2675452275784414
2003-03-11,0.2699007617625412
2003-03-12,0.2663878172890044
2003-03-13,0.2647622359778675
2003-03-14,0.25383323186690904
2003-03-17,0.26883754425303025
2003-03-18,0.2668010832061969
2003-03-19,0.2851372722041087
2003-03-20,0.27627682638976436
2003-03-21,0.2689313116764205
2003-03-24,0.3039073681239071
2003-03-25,0.29600513373926474
2003-03-26,0.3006933088713482
2003-03-27,0.3130041169058324
2003-03-28,0.30638491085560987
2003-03-31,0.3544225545870353
2003-04-01,0.33912942662057505
2003-04-02,0.3337749199685321
2003-04-03,0.32131796028233467
2003-04-04,0.3188436695310101
2003-04-07,0.30819211281277137
2003-04-08,0.29820528164336724
2003-04-09,0.3377576776329444
2003-04-10,0.32384369563108684
2003-04-11,0.3114728932026028
2003-04-14,0.2980875844445723
2003-04-15,0.2854085976280322
2003-04-16,0.28168780804287574
2003-04-17,0.2738310274603665
2003-04-21,0.2653882069723521
2003-04-22,0.2740612756301043
2003-04-23,0.27285328365258865
2003-04-24,0.27173007709857955
2003-04-25,0.2635551274401619
2003-04-28,0.298528635812379
2003-04-29,0.320949102506924
2003-04-30,0.3124302379732154
2003-05-01,0.2989225050075688
2003-05-02,0.31202386062607457
2003-05-05,0.2983310416299316
2003-05-06,0.28534810950836875
2003-05-07,0.27307406687563723
2003-05-08,0.2626421375179543
2003-05-09,0.27993676285904284
2003-05-12,0.27837718225458064
2003-05-13,0.2681818517349748
2003-05-14,0.25959747302314023
2003-05-15,0.25156066703680047
2003-05-16,0.24229382575707537
2003-05-19,0.24270788367912569
2003-05-20,0.23565636083076563
2003-05-21,0.22675338409823126
2003-05-22,0.2197571486891837
2003-05-23,0.23600305760731155
2003-05-27,0.26034667195875577
2003-05-28,0.25809635874998316
2003-05-29,0.2519708483138476
2003-05-30,0.24885310124649843
2003-06-02,0.2396358837903873
2003-06-03,0.2304186867421998
2003-06-04,0.23063605875924953
2003-06-05,0.22925713424013658
2003-06-06,0.22062784865016474
2003-06-09,0.21379497000631237
2003-06-10,0.22639463774568516
2003-06-11,0.22219559491583088
2003-06-12,0.21987322347207264
2003-06-13,0.2109980085214076
2003-06-16,0.21679731179145187
2003-06-17,0.2084498788677988
2003-06-18,0.20229654668332825
2003-06-19,0.20146157747818816
2003-06-20,0.1958210468769892
2003-06-23,0.2294473272888573
2003-06-24,0.22041564100580524
2003-06-25,0.21182899518243484
2003-06-26,0.2201000372557897
2003-06-27,0.212003799965944
2003-06-30,0.20498993633834808
2003-07-01,0.20447210372077657
2003-07-02,0.1968542669082893
2003-07-03,0.1939661547796419
2003-07-07,0.26996233070560044
2003-07-08,0.2584783286854045
2003-07-09,0.24757820582595713
2003-07-10,0.2472911045711107
2003-07-11,0.2394311558674017
2003-07-14,0.24736207065756866
2003-07-15,0.24508178634896557
2003-07-16,0.23483575366625928
2003-07-17,0.23270133476196478
2003-07-18,0.2753548590455596
2003-07-21,0.28737489660720195
2003-07-22,0.2778958538733531
2003-07-23,0.2799101605872856
2003-07-24,0.267819038158231
2003-07-25,0.26431351157290467
2003-07-28,0.25409280981562626
2003-07-29,0.2444454638564602
2003-07-30,0.23454143514526382
2003-07-31,0.23059999913269733
2003-08-01,0.22219735281951494
2003-08-04,0.2142937441924052
2003-08-05,0.22060106255410467
2003-08-06,0.21937518820504745
2003-08-07,0.211816920004045
2003-08-08,0.2036891749701
2003-08-11,0.19990985268365338
2003-08-12,0.21749883310031806
2003-08-13,0.21351089152546762
2003-08-14,0.2109125373229387
2003-08-15,0.20253408602010678
2003-08-18,0.21823811307835303
2003-08-19,0.21056857030430728
2003-08-20,0.20397538086739783
2003-08-21,0.23947951311124716
2003-08-22,0.22979631850836948
2003-08-25,0.22426685354728637
2003-08-26,0.21613916350351686
2003-08-27,0.20775158338746785
2003-08-28,0.19961043259308867
2003-08-29,0.2000872619633744
2003-09-02,0.23505563426559253
2003-09-03,0.22964153282888528
2003-09-04,0.22224367707541198
2003-09-05,0.22731624578986873
2003-09-08,0.223451165134577
2003-09-09,0.24264703253903602
2003-09-10,0.2730667303059822
2003-09-11,0.27872055683067226
2003-09-12,0.267963714707794
2003-09-15,0.25771313819826885
2003-09-16,0.2608510126489832
2003-09-17,0.24994103864711772
2003-09-18,0.24067869037370135
2003-09-19,0.2781333831096152
2003-09-22,0.26613530769140725
2003-09-23,0.2739487514116463
2003-09-24,0.30037182357871056
2003-09-25,0.2891293108628041
2003-09-26,0.2806723876693253
2003-09-29,0.2757689881041739
2003-09-30,0.26409299044086726
2003-10-01,0.28653851678264824
2003-10-02,0.30193046881691155
2003-10-03,0.2978533619081712
2003-10-06,0.28486099978761575
2003-10-07,0.27494051865812724
2003-10-08,0.277437897915912
2003-10-09,0.26957877809649633
2003-10-10,0.25841241456245867
2003-10-13,0.2515798497495378
2003-10-14,0.2471887206164553
2003-10-15,0.23966527408033064
2003-10-16,0.2304362393374792
2003-10-17,0.22883255887220247
2003-10-20,0.23944341711561
2003-10-21,0.2316888637807178
2003-10-22,0.24377026808042038
2003-10-23,0.2513282045453713
2003-10-24,0.2444042757400124
2003-10-27,0.23594896821134861
2003-10-28,0.2697910791705315
2003-10-29,0.25887433708268576
2003-10-30,0.2512719984399376
2003-10-31,0.2407519196185152
2003-11-03,0.23698433872304725
2003-11-04,0.22717480141952365
2003-11-05,0.21796069278656646
2003-11-06,0.21421270550553254
2003-11-07,0.2089295718657366
2003-11-10,0.20317205811823635
2003-11-11,0.20197296749812832
2003-11-12,0.19414802188021388
2003-11-13,0.1904594319008644
2003-11-14,0.18331675209865572
2003-11-17,0.21252420944447717
2003-11-18,0.20603111512584696
2003-11-19,0.1988643135406652
2003-11-20,0.21242286317625983
2003-11-21,0.20539828139495228
2003-11-24,0.20575125953441936
2003-11-25,0.19920489753015613
2003-11-26,0.19959900701155803
2003-11-28,0.20984478263707199
2003-12-01,0.23188619105069624
2003-12-02,0.22466001513397973
2003-12-03,0.21556558816286056
2003-12-04,0.20773678441720425
2003-12-05,0.22809104761037863
2003-12-08,0.2211070500911267
2003-12-09,0.21235012973859943
2003-12-10,0.206516304441078
2003-12-11,0.2515804507508483
2003-12-12,0.2413752721386348
2003-12-15,0.24855018648152327
2003-12-16,0.24095573452399927
2003-12-17,0.23465067994787486
2003-12-18,0.22573834853653021
2003-12-19,0.21902443425334994
2003-12-22,0.23190879414114507
2003-12-23,0.22313268339712136
2003-12-24,0.2149491605008031
2003-12-26,0.2072497102531147
2003-12-29,0.19992245796808322
2003-12-30,0.19240204780614992
2003-12-31,0.1888269874779556
2004-01-02,0.2056050300941103
2004-01-05,0.24588936292568656
2004-01-06,0.23559994567062192
2004-01-07,0.22604663766577018
2004-01-08,0.21971689511733047
2004-01-09,0.21202769064440616
2004-01-12,0.23902992448645421
2004-01-13,0.233835703860638
2004-01-14,0.241255441389412
2004-01-15,0.23214159730647155
2004-01-16,0.22524785548368711
2004-01-20,0.25262991271818946
2004-01-21,0.27556865424064475
2004-01-22,0.2638144529778458
2004-01-23,0.25334297148332335
2004-01-26,0.25438075398897614
2004-01-27,0.25795152102672314
2004-01-28,0.30980630335743653
2004-01-29,0.30041532051478337
2004-01-30,0.28981556479940823
2004-02-02,0.3021956809750927
2004-02-03,0.2927772716588499
2004-02-04,0.28004467643574305
2004-02-05,0.2713371356817935
2004-02-06,0.28530359619184614
2004-02-09,0.2888372268250753
2004-02-10,0.2762802012450404
2004-02-11,0.2651854000506061
2004-02-12,0.25544524892821946
2004-02-13,0.24495451006258287
2004-02-17,0.24355313342266816
2004-02-18,0.2362417998576882
2004-02-19,0.22780062598684844
2004-02-20,0.21852429155588174
2004-02-23,0.22129826931090088
2004-02-24,0.21338734076790966
2004-02-25,0.2090223040730343
2004-02-26,0.20342393664463385
2004-02-27,0.20625335779084908
2004-03-01,0.19851616357364962
2004-03-02,0.21692751692673756
2004-03-03,0.212360335279449
2004-03-04,0.20912686484524173
2004-03-05,0.20103326590392942
2004-03-08,0.20208984239689037
2004-03-09,0.20303272150074725
2004-03-10,0.21708277776000565
2004-03-11,0.2299182306821275
2004-03-12,0.2547109184938879
2004-03-15,0.2838826750613711
2004-03-16,0.28563436557949395
2004-03-17,0.2855026598825307
2004-03-18,0.2797380624798849
2004-03-19,0.27477181951575746
2004-03-22,0.28426505659331397
2004-03-23,0.2838203967300448
2004-03-24,0.2751060457350947
2004-03-25,0.2677440822875456
2004-03-26,0.26578837897846475
2004-03-29,0.2547889667940902
2004-03-30,0.25508649827068464
2004-03-31,0.2443053752990302
2004-04-01,0.23472970838817997
2004-04-02,0.23095630495831893
2004-04-05,0.234417681073762
2004-04-06,0.22569653785559052
2004-04-07,0.21687773329689705
2004-04-08,0.2082232638299573
2004-04-12,0.20216072022032372
2004-04-13,0.19786324368108393
2004-04-14,0.22326342647195938
2004-04-15,0.21783683159649564
2004-04-16,0.20911505541208647
2004-04-19,0.2008797132614441
2004-04-20,0.21465058490486347
2004-04-21,0.20623820693557243
2004-04-22,0.2031040147313686
2004-04-23,0.1969932404931702
2004-04-26,0.24715568777594418
2004-04-27,0.2403698774805196
2004-04-28,0.26167203824635143
2004-04-29,0.25054112716278737
2004-04-30,0.24165725314999342
2004-05-03,0.24331747409505958
2004-05-04,0.23965596842140194
2004-05-05,0.2353048159303162
2004-05-06,0.2285491439493922
2004-05-07,0.2722687282814536
2004-05-10,0.2903079461537352
2004-05-11,0.303504566028256
2004-05-12,0.29270905144870396
2004-05-13,0.2799882497534495
2004-05-14,0.2974823477115911
2004-05-17,0.3136494246766603
2004-05-18,0.3070998938456345
2004-05-19,0.3234877283607525
2004-05-20,0.3098211477610914
2004-05-21,0.33268723149528906
2004-05-24,0.3191758806676971
2004-05-25,0.31677917545192263
2004-05-26,0.3040808701645008
2004-05-27,0.2960263738250361
2004-05-28,0.2834333254929632
2004-06-01,0.281057836752509
2004-06-02,0.27139707883468456
2004-06-03,0.2810683269242552
2004-06-04,0.27148360392480425
2004-06-07,0.3350162849773128
2004-06-08,0.3246581371227279
2004-06-09,0.32764899633601813
2004-06-10,0.3320054553768657
2004-06-14,0.3539426851906958
2004-06-15,0.3434141866609474
2004-06-16,0.32819304014558265
2004-06-17,0.3152763587711581
2004-06-18,0.3043165516366141
2004-06-21,0.30188994484745596
2004-06-22,0.29056655141292503
2004-06-23,0.2779556971893183
2004-06-24,0.28710727263515984
2004-06-25,0.2752582445631738
2004-06-28,0.2635574700136576
2004-06-29,0.25238166098193426
2004-06-30,0.26386545662515204
2004-07-01,0.25670929706576656
2004-07-02,0.24584185648501763
2004-07-06,0.2377070667859919
2004-07-07,0.24538364248661726
2004-07-08,0.257437682556381
2004-07-09,0.2598210822854835
2004-07-12,0.2538108437399789
2004-07-13,0.2490794258866035
2004-07-14,0.2547539518829885
2004-07-15,0.24418352524279766
2004-07-16,0.24166017297022696
2004-07-19,0.23529908627106907
2004-07-20,0.22600092566182114
2004-07-21,0.21754221935063547
2004-07-22,0.23560695151034913
2004-07-23,0.23466759384286534
2004-07-26,0.22539732917672298
2004-07-27,0.2219230650473267
2004-07-28,0.21534651982328387
2004-07-29,0.2079014545403663
2004-07-30,0.20057407708874045
2004-08-02,0.1936907246101372
2004-08-03,0.18988738346714876
2004-08-04,0.18294356178887522
2004-08-05,0.17977675155592285
2004-08-06,0.1734291982337461
2004-08-09,0.177058129437764
2004-08-10,0.17877184006436805
2004-08-11,0.19374757185575256
2004-08-12,0.18640721552557993
2004-08-13,0.17949225387185933
2004-08-16,0.1729605400084077
2004-08-17,0.167022682291957
2004-08-18,0.16617751472446565
2004-08-19,0.16060750418333508
2004-08-20,0.17058161448409384
2004-08-23,0.16592126445998415
2004-08-24,0.1745734722115591
2004-08-25,0.19511029496159346
2004-08-26,0.18934608313878584
2004-08-27,0.18240078947197572
2004-08-30,0.17980022914334676
2004-08-31,0.18300464256406176
2004-09-01,0.18443179227020487
2004-09-02,0.18002762787972296
2004-09-03,0.1794631193309645
2004-09-07,0.1995515301870672
2004-09-08,0.19537082586711865
2004-09-09,0.1880630777159621
2004-09-10,0.1809805293394845
2004-09-13,0.18019398547121376
2004-09-14,0.17530179576946725
2004-09-15,0.18124969186180703
2004-09-16,0.20002383857930534
2004-09-17,0.1922948798070297
2004-09-20,0.1878651931572211
2004-09-21,0.18631749676291812
2004-09-22,0.19719033546297343
2004-09-23,0.1896239700037946
2004-09-24,0.1987482679169809
2004-09-27,0.1932745942952669
2004-09-28,0.1897092691462386
2004-09-29,0.18259265812184236
2004-09-30,0.17902679911119454
2004-10-01,0.1878122008816254
2004-10-04,0.18724411018774398
2004-10-05,0.18040314853128256
2004-10-06,0.17759935135016683
2004-10-07,0.1750801336531361
2004-10-08,0.1699573475905058
2004-10-11,0.16642723815529717
2004-10-12,0.16109849161305018
2004-10-13,0.17855977822566874
2004-10-14,0.18054271184403983
2004-10-15,0.18979618963509254
2004-10-18,0.182782257344634
2004-10-19,0.17600634647648364
2004-10-20,0.1794013946434085
2004-10-21,0.17694487277115437
2004-10-22,0.17578550110859542
2004-10-25,0.17674794256228274
2004-10-26,0.17460602051475774
2004-10-27,0.17348593026525236
2004-10-28,0.1715360859994188
2004-10-29,0.19134136405910773
2004-11-01,0.18633291496673365
2004-11-02,0.1993759193082254
2004-11-03,0.19782012738849403
2004-11-04,0.19438462902194711
2004-11-05,0.18732820609828088
2004-11-08,0.18034488958659187
2004-11-09,0.17390927289825578
2004-11-10,0.1743752367740328
2004-11-11,0.16813554531984007
2004-11-12,0.17125290771254076
2004-11-15,0.16535645134073237
2004-11-16,0.16546720762737252
2004-11-17,0.1676538183281252
2004-11-18,0.16181676303770265
2004-11-19,0.1684787927307173
2004-11-22,0.17040321123734728
2004-11-23,0.18201063045877292
2004-11-24,0.17730674098860427
2004-11-26,0.17089009099418256
2004-11-29,0.169139957431708
2004-11-30,0.1675372877899126
2004-12-01,0.18194069803097931
2004-12-02,0.17526520704349735
2004-12-03,0.16930994300394767
2004-12-06,0.1640750767179464
2004-12-07,0.16206885203517668
2004-12-08,0.15725164418854257
2004-12-09,0.15372722114186543
2004-12-10,0.16716723602428796
2004-12-13,0.16415914473461418
2004-12-14,0.16220585809396648
2004-12-15,0.15831773318235706
2004-12-16,0.1607994402975334
2004-12-17,0.1570306607003868
2004-12-20,0.16646334731705956
2004-12-21,0.1607124388465311
2004-12-22,0.1580879904357064
2004-12-23,0.15751195954593417
2004-12-27,0.15526696197195333
2004-12-28,0.1652829029270723
2004-12-29,0.15973344421253804
2004-12-30,0.15558550819404743
2004-12-31,0.1509201410017894
2005-01-03,0.1501001413723518
2005-01-04,0.18416214920553028
2005-01-05,0.20561091313449298
2005-01-06,0.20243047695443492
2005-01-07,0.20035867837455906
2005-01-10,0.19594950063728156
2005-01-11,0.19561181559404842
2005-01-12,0.19328072226686238
2005-01-13,0.18607530411099696
2005-01-14,0.17949857158206023
2005-01-18,0.17665445932667534
2005-01-19,0.17591075009788346
2005-01-20,0.17633627420357958
2005-01-21,0.17491625996458993
2005-01-24,0.17034190206757704
2005-01-25,0.18370544031138544
2005-01-26,0.18958270174253766
2005-01-27,0.18773570464884934
2005-01-28,0.1807103383871548
2005-01-31,0.17963554102682466
2005-02-01,0.1730438591802668
2005-02-02,0.167312869797873
2005-02-03,0.16389243545691792
2005-02-04,0.17746208834565202
2005-02-07,0.17099829472833933
2005-02-08,0.16800089999758927
2005-02-09,0.16229788168673062
2005-02-10,0.15694839406633
2005-02-11,0.1566933825022614
2005-02-14,0.15152813560524
2005-02-15,0.14685785985094568
2005-02-16,0.14315460090405757
2005-02-17,0.1511101399641996
2005-02-18,0.15638696313951495
2005-02-22,0.15124112773977852
2005-02-23,0.14641906351291828
2005-02-24,0.1534083808662356
2005-02-25,0.16394939341150366
2005-02-28,0.1648710368742794
2005-03-01,0.16371097580797692
2005-03-02,0.1874544136583612
2005-03-03,0.18110350742048043
2005-03-04,0.17485574054059538
2005-03-07,0.16894250619663484
2005-03-08,0.16375922569431012
2005-03-09,0.15815755536805695
2005-03-10,0.15306432294953648
2005-03-11,0.14814586258144372
2005-03-14,0.1439995324992411
2005-03-15,0.15484662553636744
2005-03-16,0.14997027425460022
2005-03-17,0.15162883353768833
2005-03-18,0.14928984252118427
2005-03-21,0.14461123400344802
2005-03-22,0.1537714012422336
2005-03-23,0.15206014507424356
2005-03-24,0.14714153186643125
2005-03-28,0.14258259921883876
2005-03-29,0.14929215505176419
2005-03-30,0.1654682736961983
2005-03-31,0.16296270616309735
2005-04-01,0.15985991992991866
2005-04-04,0.16723385303221353
2005-04-05,0.16374499076307647
2005-04-06,0.15891381437747948
2005-04-07,0.15764774670130874
2005-04-08,0.15414211715167273
2005-04-11,0.14913724605208453
2005-04-12,0.14701021678781376
2005-04-13,0.14263448054380118
2005-04-14,0.13850836061407992
2005-04-15,0.1457370518433799
2005-04-18,0.14317253759013984
2005-04-19,0.14679880231119055
2005-04-20,0.16118598822478336
2005-04-21,0.20871591410335724
2005-04-22,0.20357018543981337
2005-04-25,0.20116227479326237
2005-04-26,0.1953412214561996
2005-04-27,0.1881875203088664
2005-04-28,0.1826266059477644
2005-04-29,0.19215375406168886
2005-05-02,0.18675331322362126
2005-05-03,0.18992613090356997
2005-05-04,0.19956800946043435
2005-05-05,0.1918727672182793
2005-05-06,0.1849517104543778
2005-05-09,0.1795290338636066
2005-05-10,0.18334926015667474
2005-05-11,0.17689893724949282
2005-05-12,0.1756529179945497
2005-05-13,0.16944481225460992
2005-05-16,0.16786269388997663
2005-05-17,0.16363961378590453
2005-05-18,0.15806123205897138
2005-05-19,0.15668041958075044
2005-05-20,0.15147294530707456
2005-05-23,0.14680050177025963
2005-05-24,0.1422799560022423
2005-05-25,0.14328983634577855
2005-05-26,0.13982386920694193
2005-05-27,0.14205388315706122
2005-05-31,0.141242750185629
2005-06-01,0.1421592182026899
2005-06-02,0.14298512999609436
2005-06-03,0.14500375415829758
2005-06-06,0.1430932929245812
2005-06-07,0.13896488333388404
2005-06-08,0.13495535261707853
2005-06-09,0.1345819299906195
2005-06-10,0.1317048709805374
2005-06-13,0.12866864932842031
2005-06-14,0.12578519690329226
2005-06-15,0.12546452215666387
2005-06-16,0.12282119149397631
2005-06-17,0.15287203001203328
2005-06-20,0.15175316313013051
2005-06-21,0.14691327441725613
2005-06-22,0.15452808094323828
2005-06-23,0.15173310185981173
2005-06-24,0.14761810620652197
2005-06-27,0.1461397658407868
2005-06-28,0.14460584925928827
2005-06-29,0.1403621525910742
2005-06-30,0.13701948839489952
2005-07-01,0.133247908951698
2005-07-05,0.13212442635637062
2005-07-06,0.13738372698394816
2005-07-07,0.13362637030167362
2005-07-08,0.1324871438291278
2005-07-11,0.1351479842247009
2005-07-12,0.1318298981263355
2005-07-13,0.13965292778885804
2005-07-14,0.14469852950185777
2005-07-15,0.141003550168072
2005-07-18,0.14238261059553586
2005-07-19,0.13827087285469777
2005-07-20,0.1358574661915936
2005-07-21,0.1481412867501832
2005-07-22,0.14347093559324134
2005-07-25,0.1454707974818314
2005-07-26,0.1416288148647725
2005-07-27,0.15124533487020353
2005-07-28,0.14637809590235829
2005-07-29,0.14339725101967613
2005-08-01,0.14328485042041256
2005-08-02,0.14838396800193746
2005-08-03,0.1443674910774583
2005-08-04,0.14799023900244232
2005-08-05,0.1594835891243986
2005-08-08,0.16166828260360785
2005-08-09,0.15618602293419215
2005-08-10,0.15421137856850903
2005-08-11,0.15235583218242746
2005-08-12,0.15148632888812114
2005-08-15,0.14857472544144243
2005-08-16,0.14791179506719537
2005-08-17,0.15350769765715336
2005-08-18,0.1794013946434085
2005-08-19,0.17282345674126529
2005-08-22,0.1667850317024882
2005-08-23,0.18203596567711558
2005-08-24,0.18684349707709927
2005-08-25,0.19001474258593729
2005-08-26,0.18281961601534996
2005-08-29,0.1760415644102267
2005-08-30,0.16969336581021666
2005-08-31,0.16757984962399267
2005-09-01,0.17364048721424394
2005-09-02,0.17246759695664576
2005-09-06,0.1663304542168992
2005-09-07,0.1608959489856721
2005-09-08,0.15676654821740513
2005-09-09,0.1547445691454146
2005-09-12,0.14982124709132547
2005-09-13,0.1483850209421423
2005-09-14,0.14373487217790956
2005-09-15,0.13952593436347238
2005-09-16,0.13541310660345993
2005-09-19,0.14305981070866827
2005-09-20,0.14715054006017103
2005-09-21,0.14254345484798664
2005-09-22,0.13841377489253012
2005-09-23,0.13719456519848008
2005-09-26,0.13963003616700814
2005-09-27,0.13551036329373486
2005-09-28,0.132061699671025
2005-09-29,0.18291277265407135
2005-09-30,0.17661643864601054
2005-10-03,0.17594835037589868
2005-10-04,0.16960334902353785
2005-10-05,0.21718780905013982
2005-10-06,0.22402406745704803
2005-10-07,0.23004719863541048
2005-10-10,0.22107958114669932
2005-10-11,0.2122591482127449
2005-10-12,0.23039232799726644
2005-10-13,0.22286847960175976
2005-10-14,0.2142793970497397
2005-10-17,0.2088081377724537
2005-10-18,0.20108308730472588
2005-10-19,0.1932854159009417
2005-10-20,0.21614032941586814
2005-10-21,0.22263316734035832
2005-10-24,0.21475099720373828
2005-10-25,0.2094475733924841
2005-10-26,0.20126422036715816
2005-10-27,0.213086517640136
2005-10-28,0.2140563636054766
2005-10-31,0.21199102150798743
2005-11-01,0.2081449466117302
2005-11-02,0.2025472744817861
2005-11-03,0.19518241621621552
2005-11-04,0.1898587158915808
2005-11-07,0.1941854000691092
2005-11-08,0.1867509518048034
2005-11-09,0.18207147058229634
2005-11-10,0.1767301196740386
2005-11-11,0.17494291068802992
2005-11-14,0.18240700644437977
2005-11-15,0.17569953784799774
2005-11-16,0.16968133662839882
2005-11-17,0.17137183782640603
2005-11-18,0.16717605450542253
2005-11-21,0.16135998016856598
2005-11-22,0.15603363791182978
2005-11-23,0.17173099545510123
2005-11-25,0.16622664046415664
2005-11-28,0.16043403130258868
2005-11-29,0.15513220980827935
2005-11-30,0.1551026669016365
2005-12-01,0.15910826879832488
2005-12-02,0.15378506819584276
2005-12-05,0.15081831825080136
2005-12-06,0.14597804191041885
2005-12-07,0.14144610535465443
2005-12-08,0.13946244397686425
2005-12-09,0.13612579784890153
2005-12-12,0.13389138135070533
2005-12-13,0.13015303669142722
2005-12-14,0.1267287425961451
2005-12-15,0.12522985634424405
2005-12-16,0.12385507321058756
2005-12-19,0.1240124540520024
2005-12-20,0.1222130616587278
2005-12-21,0.11978571667774084
2005-12-22,0.11724170418413406
2005-12-23,0.11697965669294812
2005-12-27,0.11637366660890255
2005-12-28,0.11386236849811267
2005-12-29,0.11367723888272446
2005-12-30,0.12239243506034185
2006-01-03,0.1344707438813365
2006-01-04,0.1491034055949092
2006-01-05,0.14649745526800115
2006-01-06,0.15278274928800045
2006-01-09,0.16363830480666805
2006-01-10,0.158033544287281
2006-01-11,0.1537294915102499
2006-01-12,0.1520540380259597
