,"美国iShares安硕MSCI德国指数ETF - 广义自回归条件异方差（GARCH）模型波动率预测"
2002-09-19,0.4359962990668613
2002-09-20,0.42768045454521303
2002-09-23,0.41450765831284714
2002-09-24,0.45290964131932543
2002-09-25,0.4643710882473197
2002-09-26,0.4487465623266656
2002-09-27,0.49260347501819357
2002-09-30,0.4799543190763054
2002-10-01,0.5071702790976615
2002-10-02,0.49643781725408476
2002-10-03,0.47246762555756133
2002-10-04,0.4787219410054233
2002-10-07,0.47887738848268874
2002-10-08,0.4581313388101713
2002-10-09,0.456239238558018
2002-10-10,0.5369471035400042
2002-10-11,0.5802064218879347
2002-10-14,0.5692964605546043
2002-10-15,0.5915191831208858
2002-10-16,0.5631482504634104
2002-10-17,0.5611821522464877
2002-10-18,0.5442035060526531
2002-10-21,0.5217451101831239
2002-10-22,0.5093731088308452
2002-10-23,0.494359039565375
2002-10-24,0.48969764099901486
2002-10-25,0.49572484020875934
2002-10-28,0.475285867242021
2002-10-29,0.47135827392759316
2002-10-30,0.4532887543277464
2002-10-31,0.44829944679867717
2002-11-01,0.43277667266154723
2002-11-04,0.4294632394047249
2002-11-05,0.4379681207576643
2002-11-06,0.4204000694576536
2002-11-07,0.45306232021654597
2002-11-08,0.4462539599824297
2002-11-11,0.4350892749769868
2002-11-12,0.42811740679397753
2002-11-13,0.4085434366135381
2002-11-14,0.41953471227062966
2002-11-15,0.3987726615504127
2002-11-18,0.3800875357072368
2002-11-19,0.36172106601634363
2002-11-20,0.3451012129796127
2002-11-21,0.350502051919814
2002-11-22,0.3382524252684672
2002-11-25,0.3219221036213574
2002-11-26,0.33232704975671185
2002-11-27,0.3622069104807361
2002-11-29,0.34906963545974606
2002-12-02,0.3354433388815465
2002-12-03,0.3341658187187912
2002-12-04,0.3180912321960478
2002-12-05,0.32839495854839185
2002-12-06,0.3137240959824413
2002-12-09,0.32843539638717384
2002-12-10,0.3657337441363594
2002-12-11,0.34792238962159366
2002-12-12,0.33290587859033066
2002-12-13,0.3294759748449043
2002-12-16,0.34858604791356756
2002-12-17,0.33408029094814923
2002-12-18,0.34531542971607854
2002-12-19,0.3426235893805329
2002-12-20,0.3401857404418945
2002-12-23,0.34503201764473973
2002-12-24,0.3339751613518586
2002-12-26,0.3178825311337507
2002-12-27,0.34532203404937833
2002-12-30,0.33636085622438294
2002-12-31,0.3244920264043478
2003-01-02,0.4056782897814474
2003-01-03,0.3981612025298296
2003-01-06,0.40391704990010013
2003-01-07,0.40058247240736833
2003-01-08,0.4088919793784173
2003-01-09,0.40122343650390113
2003-01-10,0.381683684220324
2003-01-13,0.3646928329430125
2003-01-14,0.3509461291993402
2003-01-15,0.3388207968823637
2003-01-16,0.32248807791916895
2003-01-17,0.3436626374804221
2003-01-21,0.3425598890705098
2003-01-22,0.33460107531207967
2003-01-23,0.33633129916794835
2003-01-24,0.3627322268561204
2003-01-27,0.3772704292679192
2003-01-28,0.37501786997421865
2003-01-29,0.3612737366596139
2003-01-30,0.35854153064882177
2003-01-31,0.35348116385459644
2003-02-03,0.3366374578088422
2003-02-04,0.36372561196594333
2003-02-05,0.34657959085901174
2003-02-06,0.33361357526335766
2003-02-07,0.3253337769122659
2003-02-10,0.31386945120543347
2003-02-11,0.312776754251335
2003-02-12,0.32636737336933663
2003-02-13,0.3128020517835521
2003-02-14,0.33663614779164763
2003-02-18,0.3207653591022572
2003-02-19,0.31721247012058024
2003-02-20,0.3020957219160841
2003-02-21,0.2878307440146032
2003-02-24,0.29463762285220807
2003-02-25,0.285470397064214
2003-02-26,0.30062416070568915
2003-02-27,0.29597686801505285
2003-02-28,0.2944139657013573
2003-03-03,0.2845562545438072
2003-03-04,0.27532891239388574
2003-03-05,0.27720627265630193
2003-03-06,0.2772746717606929
2003-03-07,0.2644284682102137
2003-03-10,0.34015833078141716
2003-03-11,0.3245175366601935
2003-03-12,0.3331038054420874
2003-03-13,0.35674010539887435
2003-03-14,0.34599406700115537
2003-03-17,0.38749663946929913
2003-03-18,0.39356173899402364
2003-03-19,0.37422363634596895
2003-03-20,0.35623718503266893
2003-03-21,0.37449363732912744
2003-03-24,0.4115544770744209
2003-03-25,0.4023739350405292
2003-03-26,0.3834105115929922
2003-03-27,0.36756839363579674
2003-03-28,0.3536400712589002
2003-03-31,0.3624297554009604
2003-04-01,0.3499385746098878
2003-04-02,0.36048990665481884
2003-04-03,0.34353509689695455
2003-04-04,0.3413211156667575
2003-04-07,0.35023593247980717
2003-04-08,0.3345699317033735
2003-04-09,0.3190780819799442
2003-04-10,0.3044807166307909
2003-04-11,0.29696439786614154
2003-04-14,0.2909099180158697
2003-04-15,0.2888958068231521
2003-04-16,0.2821811099276491
2003-04-17,0.32241301338500594
2003-04-21,0.30729328466466693
2003-04-22,0.3136938921942855
2003-04-23,0.29928697666286785
2003-04-24,0.2953146179924048
2003-04-25,0.28958000345327717
2003-04-28,0.3118648380308367
2003-04-29,0.2986547659087328
2003-04-30,0.3121476054689512
2003-05-01,0.2980949815075725
2003-05-02,0.2925680843837892
2003-05-05,0.28436849192552965
2003-05-06,0.31447780716610196
2003-05-07,0.31704663127054356
2003-05-08,0.323265907265211
2003-05-09,0.31443617539971447
2003-05-12,0.30239695831803604
2003-05-13,0.29178507089979777
2003-05-14,0.2781862002328656
2003-05-15,0.26580715114533693
2003-05-16,0.26377179909914555
2003-05-19,0.297778138217029
2003-05-20,0.2849218124328146
2003-05-21,0.2716211331984314
2003-05-22,0.26133683092897564
2003-05-23,0.24992777996853413
2003-05-27,0.26877759281606795
2003-05-28,0.2569438545674911
2003-05-29,0.24887497343043558
2003-05-30,0.24784280986141194
2003-06-02,0.24368569182453037
2003-06-03,0.23277090282077786
2003-06-04,0.23672883474557974
2003-06-05,0.22899735544324526
2003-06-06,0.21891907545940348
2003-06-09,0.21040987999616367
2003-06-10,0.2054147823307758
2003-06-11,0.24841388366997524
2003-06-12,0.23797285139275867
2003-06-13,0.23052901075569643
2003-06-16,0.2536305249767859
2003-06-17,0.24213709009567286
2003-06-18,0.23277539560701
2003-06-19,0.23515558509208323
2003-06-20,0.2255394972061435
2003-06-23,0.26815718450192605
2003-06-24,0.2577052665352418
2003-06-25,0.24747538059370672
2003-06-26,0.23900799484536076
2003-06-27,0.2311321803643967
2003-06-30,0.23442128231028853
2003-07-01,0.22482422734216168
2003-07-02,0.22706673204148597
2003-07-03,0.2290637029299928
2003-07-07,0.2362432932381362
2003-07-08,0.22576480416575123
2003-07-09,0.21644173996713295
2003-07-10,0.22089821185333303
2003-07-11,0.2162765812565013
2003-07-14,0.21824250090209288
2003-07-15,0.21234051709459503
2003-07-16,0.20340553974756934
2003-07-17,0.2068349689970243
2003-07-18,0.24154929931589536
2003-07-21,0.25603981877825177
2003-07-22,0.24586138289694867
2003-07-23,0.23785861682940984
2003-07-24,0.23258830323126742
2003-07-25,0.22763595937373338
2003-07-28,0.22151736726496185
2003-07-29,0.212427371117754
2003-07-30,0.20910987351151067
2003-07-31,0.20448257920908566
2003-08-01,0.20985541022332496
2003-08-04,0.20178104370827307
2003-08-05,0.19367361513639383
2003-08-06,0.18954587835139017
2003-08-07,0.18188743442030295
2003-08-08,0.17894049178428006
2003-08-11,0.17267283862843052
2003-08-12,0.19550318462879318
2003-08-13,0.18988744982225658
2003-08-14,0.20685348728024866
2003-08-15,0.19824972433776547
2003-08-18,0.19700117157012034
2003-08-19,0.19924037843770526
2003-08-20,0.1911371831957351
2003-08-21,0.18341432768461682
2003-08-22,0.17652381369095785
2003-08-25,0.17878974131644132
2003-08-26,0.17514467619656615
2003-08-27,0.16857449273244157
2003-08-28,0.16300538027930245
2003-08-29,0.15815628068464432
2003-09-02,0.17189292132022194
2003-09-03,0.17941410646880585
2003-09-04,0.19652211173300577
2003-09-05,0.18842505884303185
2003-09-08,0.1867129625923171
2003-09-09,0.18916979040005305
2003-09-10,0.18961553100946135
2003-09-11,0.19105687425476217
2003-09-12,0.19584112132031922
2003-09-15,0.1877866385023173
2003-09-16,0.19425831874079422
2003-09-17,0.18718575907370733
2003-09-18,0.19610427940256686
2003-09-19,0.19077268672427927
2003-09-22,0.2302120014247737
2003-09-23,0.22439609354888512
2003-09-24,0.2771723622585773
2003-09-25,0.2645417078647524
2003-09-26,0.2524855322587811
2003-09-29,0.24595494465450374
2003-09-30,0.24561973047782623
2003-10-01,0.2929823100461869
2003-10-02,0.294190823786195
2003-10-03,0.3029092378914846
2003-10-06,0.28967658241563127
2003-10-07,0.2762763247185687
2003-10-08,0.26698671202889485
2003-10-09,0.26541289418564423
2003-10-10,0.2547495499505348
2003-10-13,0.2520472455711429
2003-10-14,0.24060837142543484
2003-10-15,0.2319329704893205
2003-10-16,0.22213093976301454
2003-10-17,0.2207007086531441
2003-10-20,0.21940717764011278
2003-10-21,0.21977543811809364
2003-10-22,0.22850525595705673
2003-10-23,0.219470109126505
2003-10-24,0.21491832495159646
2003-10-27,0.21738879363941466
2003-10-28,0.237143364233537
2003-10-29,0.2266050273052211
2003-10-30,0.21730392265212334
2003-10-31,0.20969083241763337
2003-11-03,0.21299011244656407
2003-11-04,0.20615015110350998
2003-11-05,0.20563046077855293
2003-11-06,0.1969960547828306
2003-11-07,0.20044349527984193
2003-11-10,0.19441496238715786
2003-11-11,0.18721732612127542
2003-11-12,0.19955613946957382
2003-11-13,0.1993242172943368
2003-11-14,0.192002746855351
2003-11-17,0.21192372873276838
2003-11-18,0.20332710198101975
2003-11-19,0.19583333628368793
2003-11-20,0.19722988414537995
2003-11-21,0.19016368423019156
2003-11-24,0.22341975472191355
2003-11-25,0.21525651209661462
2003-11-26,0.2103319576288872
2003-11-28,0.21146441402751437
2003-12-01,0.2223030283194541
2003-12-02,0.21264826169052028
2003-12-03,0.21802375283441022
2003-12-04,0.20938662421463317
2003-12-05,0.20330479187663042
2003-12-08,0.19674228726941245
2003-12-09,0.18926947455942283
2003-12-10,0.18601848295263565
2003-12-11,0.1981939777087084
2003-12-12,0.19039670585385662
2003-12-15,0.18430583929978997
2003-12-16,0.19511132822058283
2003-12-17,0.18904866040255353
2003-12-18,0.20248163472275704
2003-12-19,0.19787228608372626
2003-12-22,0.19124625172797508
2003-12-23,0.18348040222323472
2003-12-24,0.1787450553162241
2003-12-26,0.17307836953241734
2003-12-29,0.19149815664909153
2003-12-30,0.18603555144111567
2003-12-31,0.18207444631249053
2004-01-02,0.17957345460841367
2004-01-05,0.19679415540101794
2004-01-06,0.1927896076037295
2004-01-07,0.20354870670186043
2004-01-08,0.21752750722609773
2004-01-09,0.21294224850883864
2004-01-12,0.20543735395492224
2004-01-13,0.2027707256977693
2004-01-14,0.21587865758337482
2004-01-15,0.21090895286829342
2004-01-16,0.20586060332176234
2004-01-20,0.20603863715332618
2004-01-21,0.22579544193805157
2004-01-22,0.21598660791817625
2004-01-23,0.21148788901495047
2004-01-26,0.20315245999002815
2004-01-27,0.19496972072606558
2004-01-28,0.20792393801580425
2004-01-29,0.20039433225518133
2004-01-30,0.19285776209424396
2004-02-02,0.18936411592484995
2004-02-03,0.18827420641181838
2004-02-04,0.18981875987372798
2004-02-05,0.18659996141478702
2004-02-06,0.1952828379556176
2004-02-09,0.19404370126340098
2004-02-10,0.189635132820899
2004-02-11,0.1945967985348166
2004-02-12,0.19004345292590322
2004-02-13,0.2096633100950188
2004-02-17,0.21173005360600086
2004-02-18,0.20888759369574825
2004-02-19,0.20162062394507163
2004-02-20,0.22114716457598999
2004-02-23,0.211854630348265
2004-02-24,0.2057745290360301
2004-02-25,0.19812244395827544
2004-02-26,0.1931606046791115
2004-02-27,0.186089455907636
2004-03-01,0.1897264040664873
2004-03-02,0.18779569643631347
2004-03-03,0.18791837164045458
2004-03-04,0.18802857016953567
2004-03-05,0.19656967924886076
2004-03-08,0.18900679987767635
2004-03-09,0.20901567309654076
2004-03-10,0.23098614503904777
2004-03-11,0.2476980298670137
2004-03-12,0.2365998875739378
2004-03-15,0.2641003854597717
2004-03-16,0.2619775280439145
2004-03-17,0.25897584752250546
2004-03-18,0.24835585114911227
2004-03-19,0.2524669174367208
2004-03-22,0.2590222098585371
2004-03-23,0.2506119773674036
2004-03-24,0.2484755537271222
2004-03-25,0.2884949309779983
2004-03-26,0.2783808032174633
2004-03-29,0.27920533734153435
2004-03-30,0.26685491563769254
2004-03-31,0.25542882296248404
2004-04-01,0.2552827679260784
2004-04-02,0.24372374443209263
2004-04-05,0.2328565214890921
2004-04-06,0.2225482015204796
2004-04-07,0.2174508027117858
2004-04-08,0.21338574647806258
2004-04-12,0.20639778487183433
2004-04-13,0.20838053555934632
2004-04-14,0.2061174490430153
2004-04-15,0.201337015970735
2004-04-16,0.19572585828142383
2004-04-19,0.18960037974645516
2004-04-20,0.2004651181627367
2004-04-21,0.19297251825065662
2004-04-22,0.19576834166943335
2004-04-23,0.19162858763764867
2004-04-26,0.18404148880075927
2004-04-27,0.1803403482307828
2004-04-28,0.20264348694196913
2004-04-29,0.19817197985588172
2004-04-30,0.19156308725847992
2004-05-03,0.18869295058374597
2004-05-04,0.1919688818532837
2004-05-05,0.19267788144984366
2004-05-06,0.2309723983509718
2004-05-07,0.26481852880793666
2004-05-10,0.2668528853132377
2004-05-11,0.25505567392238115
2004-05-12,0.24396495076137473
2004-05-13,0.23320646217461474
2004-05-14,0.22373872887812696
2004-05-17,0.22450960157641364
2004-05-18,0.22714085497769884
2004-05-19,0.2177563592642015
2004-05-20,0.20993368953076588
2004-05-21,0.20359648916422896
2004-05-24,0.2153584556036749
2004-05-25,0.21355255090960634
2004-05-26,0.20449231477001772
2004-05-27,0.2308657791878216
2004-05-28,0.22598169040875857
2004-06-01,0.22150189525148536
2004-06-02,0.22509665923775946
2004-06-03,0.21578128093048293
2004-06-04,0.22541907372713607
2004-06-07,0.23309437831058905
2004-06-08,0.22285575873196548
2004-06-09,0.2632418477370192
2004-06-10,0.2595936385969425
2004-06-14,0.29539810425931984
2004-06-15,0.31173811124082984
2004-06-16,0.29870564172777186
2004-06-17,0.28498614913711157
2004-06-18,0.2718046754564756
2004-06-21,0.25984421332790925
2004-06-22,0.2491496297408447
2004-06-23,0.24162596714757295
2004-06-24,0.2327990489671296
2004-06-25,0.22282081500613896
2004-06-28,0.22219162540473933
2004-06-29,0.21252148220826997
2004-06-30,0.2102514894120848
2004-07-01,0.20617025876687453
