参数,估计值,标准误,t统计量,p值,对数似然值,平均相关系数
alpha_D,0.04337828505973829,0.0038057449255986127,11.398106259818567,0.0,4733.4715288089255,0.8646885029285398
beta_D,0.94476827747204,0.005332228934612144,177.18074168560815,0.0,,
