资产,omega,omega_tstat,omega_pvalue,alpha,alpha_tstat,alpha_pvalue,beta,beta_tstat,beta_pvalue,mu,mu_tstat,mu_pvalue,log_likelihood,AIC,BIC
MSCI Germany ETF,0.03336089462929785,3.7587463218795,0.00017076686806474838,0.08568254911070844,7.187017926578807,6.622171878998359e-13,0.9018699002982221,66.14068643207902,0.0,-0.0510599469317141,-3.6304508603136916,0.0002829265683583915,-12782.891249938353,25573.782499876706,25601.4226829226
MSCI United Kingdom ETF,0.0387305685467673,3.8093229057065643,0.00013934787374495926,0.1070139389273666,6.597269222741946,4.1879986103636057e-11,0.8743941742019914,48.052116981430174,0.0,-0.03198274158879608,-2.6538061224765905,0.007958954156856577,-11824.312036952622,23656.624073905245,23684.264256951137
