参数,估计值,标准误,t统计量,p值,对数似然值,平均相关系数
alpha_D,0.021170102333683858,0.001559423232496197,13.57559762643557,0.0,8836.051711581615,0.6330417754255396
beta_D,0.9746371395698677,0.0020759536238379945,469.48887893168444,0.0,,
