资产,omega,omega_tstat,omega_pvalue,alpha,alpha_tstat,alpha_pvalue,beta,beta_tstat,beta_pvalue,mu,mu_tstat,mu_pvalue,log_likelihood,AIC,BIC
S&P 500 SPDR,0.026275969231641442,5.263730077222353,1.4116165586748678e-07,0.12451374573747918,10.646809963790067,1.804429117335784e-26,0.8553648516067487,70.19442315359491,0.0,-0.06350437537547453,-6.310966801003518,2.772976801035529e-10,-8789.679082861277,17587.358165722555,17614.42685930929
Russell 2000 ETF,0.041039436486933464,4.62932424852475,3.6686093911423153e-06,0.08933172802489718,9.05289209975265,1.3923085298435707e-19,0.8901585184465883,75.84616541646689,0.0,-0.05568540312612928,-3.8928789978085634,9.906156880956024e-05,-10788.256070041114,21584.512140082228,21611.580833668962
