资产,omega,omega_tstat,omega_pvalue,alpha,alpha_tstat,alpha_pvalue,beta,beta_tstat,beta_pvalue,mu,mu_tstat,mu_pvalue,log_likelihood,AIC,BIC
S&P 500 SPDR,0.0712723290721575,1.240705754024876,0.21471446789955861,0.14945378558430067,1.9424935629477542,0.05207737845407483,0.7928085516026439,8.266555353635356,1.378850555734029e-16,-0.09606617134182453,-1.9552429866035914,0.050554397011637484,-376.3023271581381,760.6046543162762,775.0278625814602
Bitcoin,0.15804334960684435,1.2924363498642368,0.19620607522511568,0.025503905545258013,1.1239205384843038,0.2610467374149066,0.945758809914674,30.839183451852826,7.822782496508113e-209,0.02802234898595993,0.18735546475411446,0.8513819382249641,-635.2205895880468,1278.4411791760936,1292.8643874412776
