资产,omega,omega_tstat,omega_pvalue,alpha,alpha_tstat,alpha_pvalue,beta,beta_tstat,beta_pvalue,mu,mu_tstat,mu_pvalue,log_likelihood,AIC,BIC
Bitcoin,0.16991317304403372,0.878774920849399,0.37952332686051404,0.051323879976626456,1.3769319047485573,0.16853330200713024,0.9140711909692734,13.829123222476793,1.7008091303227625e-43,0.055826950837172803,0.5061771494903702,0.6127322947405227,-887.977304494993,1783.954608989986,1799.9004170111236
Ethereum,7.746986938510595,1.6386983516476075,0.10127609752394956,0.07576321304285649,1.2738455821819785,0.2027181472135261,0.4294608445645118,1.4247763851282156,0.1542218506265994,0.08598259254556088,0.4373786724237724,0.6618367487510138,-1110.012135357462,2228.024270714924,2243.970078736062
