资产,omega,omega_tstat,omega_pvalue,alpha,alpha_tstat,alpha_pvalue,beta,beta_tstat,beta_pvalue,mu,mu_tstat,mu_pvalue,log_likelihood,AIC,BIC
Russell 2000 ETF,0.3776683475748367,2.1557318095812237,0.031104612817038708,0.09105383535119961,1.7258363065106082,0.08437686608918595,0.7171558124643389,7.77519117839003,7.533354623753843e-15,-0.06721083022232432,-0.8223200871718085,0.4108947472832639,-478.45290448310135,964.9058089662027,979.3290172313867
Bitcoin,0.15804334960684435,1.2924363498642368,0.19620607522511568,0.025503905545258013,1.1239205384843038,0.2610467374149066,0.945758809914674,30.839183451852826,7.822782496508113e-209,0.02802234898595993,0.18735546475411446,0.8513819382249641,-635.2205895880468,1278.4411791760936,1292.8643874412776
