参数,估计值,标准误,t统计量,p值,对数似然值,平均相关系数
alpha_D,0.03885496778837557,0.016349315797211817,2.376550081380276,0.0174753889481154,221.64398950395233,0.8137622414978101
beta_D,0.9026327771676662,0.04943840442611586,18.25772469086502,0.0,,
